node,conceptualized_node,node_type
당사자들이 필요시 대한상사중재원의 중재에 따른다,"arbitration, mediation, dispute resolution, negotiation, conflict management",event
취득세는 매수인이 각각 부담한다,"taxation, responsibility, purchase, legal obligation, financial burden",event
분쟁 해결이 지원된다.,"conflict resolution, mediation, negotiation, peacebuilding, dispute management",event
배당이 거래종결 전에 선언되었으나 미지급되었다.,"dividend, declaration, payment, finance, transaction, settlement",event
모든 진술과 보증은 본 계약 체결일을 기준으로 한다,"agreement, contract, warranty, declaration, legal statement",event
매매주식의 총 매매가격은 금 일천억원으로 정해졌다,"stock trading, transaction, finance, investment, market",event
"매매주식은 어떠한 담보권, 제한, 부담도 없는 상태로 양도되어야 한다","stock transfer, ownership, securities, collateral-free, transaction",event
천재지변 등 불가항력적 사유로 인한 불이행이 책임을 면한다,"force majeure, exemption, liability, natural disaster, legal defense",event
대상회사의 모든 보험계약이 적절한 보상한도를 유지하고 있다,"insurance, coverage, risk management, policy compliance, financial protection",event
제33조는 재무제표에 대해 규정한다,"regulation, finance, accounting, compliance, reporting",event
매수인이 거래종결 후 6개월 내에 매도인에게 경영 자문을 요청할 수 있다,"contract, consultation, business advisory, post-transaction, agreement",event
매도인은 거래종결일에 매매주식에 대한 완전한 소유권을 매수인에게 이전한다,"transfer, ownership, transaction, agreement, settlement",event
통지에는 하자의 구체적 내용과 예상 손해액이 포함되어야 한다,"notification, defect, damage estimation, communication, legal process",event
본 계약은 매매주식의 매매와 관련한 당사자 간의 모든 합의를 포함한다,"contract, agreement, negotiation, sales, legal arrangement",event
추가 대가 지급 등의 조정은 목표 달성 시 이루어지지 않는다,"contract, negotiation, agreement, payment, conditions",event
운전자본을 확정한다,"financing, capital, budgeting, planning, investment",event
시설 이전이 필요하다,"relocation, transfer, logistics, planning, infrastructure",event
대상회사는 거래종결 후 매수인의 연결 재무제표에 포함된다,"merger, acquisition, consolidation, financial integration, corporate restructuring",event
매도인은 거래종결일 현재 다음 사항이 진실하고 정확함을 진술하고 보증한다,"warranty, assurance, truthfulness, declaration, legal statement",event
조세 관련 사항은 공소시효 만료일까지 하자담보책임이 유효하다,"legal, tax, liability, statute of limitations, contractual obligation",event
매도인은 3개월간 월별로 재무 정보를 업데이트하여 제공한다,"reporting, updating, finance, documentation, compliance",event
계약 상대방은 대상회사에 위반 통지를 하지 않았다,"contract, notification, breach, communication, legal process",event
진행 중인 연구개발 프로젝트는 계속 수행된다,"research, development, project, continuation, progress",event
"주당 매매가격은 금 일만원(₩10,000)으로 한다","pricing, transaction, valuation, commerce, finance",event
본 계약상 모든 기한은 엄격히 준수되어야 한다,"contract, deadline, compliance, obligation, agreement",event
대상회사가 보유한 모든 라이선스와 허가는 거래종결 후에도 유효하게 유지된다,"license, authorization, validity, transaction, compliance",event
나머지 조항은 유효하다,"validation, agreement, legal terms, contract",event
향후 규제 변경에 따른 비용 발생,"regulation, cost, compliance, financial impact, policy change",event
매수인에게도 동일한 조건이 적용된다,"transaction, agreement, conditions, contract, obligation",event
매도인이 제3자에게 더 유리한 조건을 제시하였다,"negotiation, contract, offer, third party, agreement",event
매도인은 추가 자료를 요구할 수 있다,"request, negotiation, communication, information exchange, contract adjustment",event
매수인은 대상회사의 독립적 경영을 보장한다,"assurance, management, independence, guarantee, business",event
거래종결은 당사자들이 합의한 날에 이루어진다,"agreement, contract, settlement, conclusion, negotiation",event
대상회사는 사업 운영에 필요한 모든 지적재산권을 적법하게 보유하거나 사용할 권리를 가진다.,"intellectual property, legal rights, business operation, authorization, ownership",event
매수인은 실사를 수행할 수 있다,"due diligence, investigation, verification, assessment, inspection",event
"매도인이 보유한 대상회사 발행 보통주식 10,000,000주를 매수인에게 매도한다.","sale, transaction, stock transfer, equity exchange, business deal",event
매도인은 제공한 모든 정보의 정확성을 위해 최선을 다했다,"accuracy, diligence, responsibility, information verification, effort",event
증빙이 불충분한 경우,"insufficient evidence, verification failure, lack of proof, documentation issue, validation problem",event
양 당사자가 주요 고객에 대한 통지 방법을 협의한다,"negotiation, communication, agreement, consultation, notification",event
공개 사항이 제45조에 명시되었다,"disclosure, regulation, legal provision, announcement, compliance",event
본 계약은 대한민국 법률에 따라 해석된다,"legal agreement, contract, law, interpretation, jurisdiction",event
주식 양도가 제51조에 따라 완료된다,"transfer, completion, stock, transaction, legal process",event
대상회사의 사회공헌 활동은 지속된다,"corporate social responsibility, sustainability, community service, philanthropy, social impact",event
매수인이 인지하고 있던 사항에 대해서는 매도인이 책임지지 않는다,"liability, disclosure, responsibility, contract, exemption",event
각 당사자는 본 계약과 관련하여 취득한 상대방의 비밀정보를 제3자에게 공개하지 않는다,"confidentiality, non-disclosure, secrecy, privacy, agreement",event
양 당사자는 거래종결 후 발생하는 행정적 사항에 대해 상호 협력한다.,"cooperation, administration, post-transaction, collaboration, compliance",event
매수인은 하자를 발견한 날로부터 14일 이내에 매도인에게 서면으로 통지한다,"notification, contract, communication, deadline, legal process",event
중요한 부정적 변동이 없을 것,"stability, consistency, no change, steadiness, equilibrium",event
본 계약의 부록과 별첨이 계약의 일부를 구성한다,"contract, agreement, annex, appendix, legal document",event
본 계약은 어느 일방에게 유리하게 해석되지 않는다,"contract, fairness, agreement, balance, negotiation",event
거래종결 후 대상회사는 매수인의 연결 재무제표에 포함된다,"merger, acquisition, consolidation, financial reporting, accounting",event
통지 기한을 도과한 청구는 효력이 없다,"legal rule, claim, deadline, validity, notification",event
"매매주식의 총 매매가격은 금 일천억원(₩100,000,000,000)으로 한다","transaction, trading, finance, investment, stockmarket",event
매수인은 확정된 손해배상액을 미지급 매매대금과 상계할 수 있다,"legal settlement, compensation, offset, contract law, financial dispute",event
매도인이 책임지지 않는다,"liability exclusion, seller protection, contractual limitation, risk allocation",event
매도인의 손해배상 책임 한도가 매매대금의 30%로 제한된다,"liability limit, compensation cap, legal restriction, financial liability, contract law",event
매도인은 이에 성실히 협조해야 한다,"cooperation, obligation, compliance, responsibility, agreement",event
매수인은 거래종결일에 매매주식에 대한 완전한 소유권을 가진다,"ownership, transaction, completion, legal transfer, stock sale",event
거래종결과 동시에 대상회사에 대한 경영권과 통제권이 매수인에게 이전된다,"transaction, acquisition, control transfer, management change, ownership shift",event
양 당사자는 거래종결 시 종결 확인서를 작성한다,"agreement, confirmation, transaction, documentation, closure",event
모든 손해배상 청구는 제63조에 따른 제3자 검증 보고서를 첨부해야 한다,"legal requirement, compensation claim, verification report, third-party validation, regulatory compliance",event
"확인실사는 회계, 법무, 세무, 영업 전 분야를 포함한다","due diligence, auditing, legal review, tax inspection, business verification",event
배당이 매도인에게 귀속된다,"dividend, allocation, ownership, finance, transaction",event
대상회사가 보유한 모든 라이선스와 허가는 거래종결 후에도 유효하게 유지되어야 한다,"license, authorization, validity, compliance, transaction",event
법령상 요구되거나 상대방의 서면 동의가 있는 경우는 예외로 한다,"exception, legal condition, consent, regulation, compliance",event
연간 1억원 이상의 중요 계약은 없다,"contract, agreement, business, finance, limitation",event
대상회사는 거래종결 후 즉시 전 직원에게 경영권 변경을 통지한다,"notification, management change, communication, corporate event, employee update",event
실사 과정에서 발견된 하자나 문제점은 문서화되어야 한다,"inspection, documentation, quality control, reporting, issue tracking",event
매수인이 이를 매수함에 필요한 제반 사항을 규정한다,"contract, agreement, purchase, transaction, regulation",event
손해배상 청구는 제89조에 정한 증빙자료를 첨부하여 서면으로 이루어진다,"legal claim, compensation, documentation, written procedure, evidence submission",event
실사 과정에서 공개된 것이 있다,"disclosure, reveal, investigation, examination, exposure",event
매수인이 본 계약을 체결하고 이행할 완전한 권한과 능력을 보유한다,"contract, authorization, agreement, capability, execution",event
거래종결 후 3개월간 원활한 경영권 이전을 위해 지원한다,"support, transition, management, assistance, cooperation",event
하자담보책임의 청구는 본 계약에 정한 절차에 따라야 한다,"contractual claim, liability, procedure, legal process, obligation",event
매도인의 진술보증은 매수인이 실사 과정에서 실제로 인지한 사항에는 적용되지 않는다,"warranty, disclosure, transaction, liability, due diligence",event
매수인이 지명한 자를 대상회사의 이사로 선임한다,"appointment, nomination, corporate governance, board membership, leadership",event
거래종결 후 60일 내에 거래종결일 기준 운전자본을 확정한다,"transaction, settlement, finance, confirmation, accounting",event
조세 관련 사항에 대한 하자담보책임은 공소시효 만료일까지 유효하다,"legal liability, tax issues, statute of limitations, warranty responsibility, compliance",event
이전의 모든 구두 또는 서면 합의를 대체한다,"agreement, replacement, contract, settlement, understanding",event
모든 재무 정보가 일관된 회계 기준에 따라 작성되었다.,"accounting, financial reporting, compliance, standardization, transparency",event
대상회사는 거래종결 즉시 주주명부에 매수인을 기재한다,"transaction, registration, ownership, shareholding, corporate action",event
매수인은 하자를 발견한 날,"discovery, inspection, defect, transaction, realization",event
본 계약의 수정이나 변경이 양 당사자의 서면 합의에 의해서만 가능하다.,"agreement, contract, modification, negotiation, consent",event
필요한 정부 승인을 취득할 것,"approval, authorization, certification, compliance, regulation",event
매도인은 매매주식에 대한 처분권한을 가진다,"ownership, authority, transaction, rights, control",event
어느 당사자도 상대방의 사전 서면 동의 없이 본 계약상 권리의무를 제3자에게 양도할 수 없다,"contract, agreement, consent, rights transfer, legal obligation",event
매수인은 거래종결일로부터 30영업일 이내에 대상회사에 대한 확인실사를 수행할 수 있다,"due diligence, inspection, verification, business transaction, compliance",event
감사보고서는 매수인이 선임한 감사인이 작성한다,"auditing, inspection, report, accountability, verification",event
"매도인은 거래종결 시 주권, 주주명부, 이사회 결의서 등 필요 서류를 인도한다","transaction, documentation, compliance, legal process, agreement",event
검증 절차는 통상 15영업일이 소요된다,"verification, procedure, processing, timeline, validation",event
양 당사자는 상호 협력한다,"cooperation, partnership, collaboration, teamwork, alliance",event
모든 손해배상 청구는 외부 전문가 의견서(필요시)를 첨부해야 한다,"legal procedure, claim, compensation, expert opinion, documentation",event
계약의 수정이나 변경은 양 당사자의 서면 합의가 선행되어야 한다.,"agreement, negotiation, contract, modification, consent",event
모든 손해배상 청구는 손해액 산정 근거 및 관련 증빙을 첨부해야 한다,"legal claim, compensation, evidence, documentation, liability",event
매도인의 손해배상 책임 한도는 매매대금의 30%로 제한된다,"liability, compensation, limitation, contract, sales",event
매매대금은 거래종결일에 전액 현금으로 지급한다,"payment, transaction, settlement, cash, finance",event
각 당사자는 자신을 위한 거래종결 전제조건을 포기할 수 있다,"contract, agreement, waiver, negotiation, legal process",event
하자가 확인되었다,"defect, inspection, quality control, fault detection, evaluation",event
소유권 관련 사항은 무기한 하자담보책임이 유효하다,"legal responsibility, ownership, warranty, liability, contract law",event
양 당사자가 종결 확인서에 서명한다,"agreement, signing, confirmation, closure, contract",event
실사 과정에서 발견된 하자나 문제점은 문서화된다,"documentation, inspection, defect identification, quality control, reporting",event
번역본과 불일치 시 한국어본이 우선한다,"translation, priority, language, discrepancy, interpretation",event
"매수인이 대상회사 발행 보통주식 10,000,000주를 매수한다.","stock acquisition, share purchase, investment, equity transaction, corporate finance",event
대한상사중재원이 검증 기관을 지정한다,"designation, verification, arbitration, institution, authorization",event
주식회사 베타홀딩스 대표이사가 계약서에 서명했다,"signing, agreement, business, contract, leadership",event
지급은 매도인이 지정한 계좌로 송금하는 방식으로 이루어진다,"payment, transaction, remittance, banking, finance",event
매수인이 인지하고 있던 사항이나 공개된 위험이 있다,"disclosure, risk, awareness, transaction, knowledge",event
일부 조항이 무효인 경우가 발생한다,"invalidity, legal issue, contract dispute, clause, nullification",event
매수인이 비용을 부담한다,"payment, transaction, buyer responsibility, cost bearing, financial obligation",event
계약에 주식회사 감마테크가 대상회사로 포함되었다,"contract, inclusion, corporation, agreement, business",event
매도인은 기존 분쟁 해결을 위해 필요한 정보를 제공한다.,"information sharing, dispute resolution, negotiation, communication, cooperation",event
필요시 시설 이전이 매수인의 책임과 비용으로 진행된다,"relocation, responsibility, cost, transfer, obligation",event
통지는 발송 후 3영업일이 경과하면 도달한 것으로 간주된다,"notification, delivery, assumption, communication, legal process",event
하자담보책임은 거래종결일로부터 60일간 유효하다,"warranty, liability, contract, validity, timeframe",event
양 당사자는 거래종결 시 종결 확인서에 서명한다,"agreement, contract, signing, closure, confirmation",event
거래종결 후 발생하는 행정적 사항이 있다,"administration, post-transaction, processing, compliance, documentation",event
예측 정보가 신뢰할 만하다,"prediction, reliability, trust, information, forecasting",event
대상회사의 재무제표가 한국채택국제회계기준에 따라 작성되었다,"accounting, financial reporting, compliance, standards, auditing",event
"대상회사를 상대로 하거나 대상회사가 당사자인 중요한 소송, 중재, 행정절차가 없다.","legal status, litigation, arbitration, administration, dispute resolution",event
하자가 확인되지 않았다,"inspection, quality control, verification, assessment, evaluation",event
대상회사는 모든 중요한 계약을 위반한 사실이 없다,"compliance, contract, legality, adherence, trust",event
대상회사의 모든 보험계약이 거래종결일 현재 유효하다,"insurance, validity, contract, coverage, agreement",event
매수인에게도 동일한 조건이 적용되었다,"agreement, condition, transaction, negotiation, contract",event
"본 계약은 매도인이 보유한 대상회사 발행 보통주식 10,000,000주를 매도하는 것","sale, stock transfer, transaction, equity, agreement",event
필요시 시설 이전은 매수인의 책임과 비용으로 진행한다,"relocation, responsibility, cost, transaction, logistics",event
통지는 발송 후 3영업일이 경과하면 도달한 것으로 본다,"notification, delivery, communication, legal process, timing",event
양 당사자는 필요한 경우 관련 등기 절차에 협력한다,"cooperation, registration, collaboration, procedure, assistance",event
양 당사자는 거래 시너지 실현을 위해 상호 협력한다,"cooperation, synergy, collaboration, partnership, business",event
본 계약은 이전의 모든 구두 또는 서면 합의를 대체한다,"agreement, contract, replacement, legal, commitment",event
매매대금 조정은 운전자본과 순부채 등의 변동에 따라 이루어진다.,"financial adjustment, capital management, debt variation, transaction settlement, financial operations",event
대상회사는 모든 중요한 계약을 위반하지 않았다,"compliance, contract, adherence, legal, obligation",event
매수인의 진술보증이 정확할 것,"warranty, assurance, accuracy, statement, guarantee",event
대상회사는 모든 환경 관련 법규를 준수하고 있다,"compliance, regulation, environmental law, adherence, legal conformity",event
"모든 손해배상 청구는 상세 보고서, 제3자 검증 보고서, 손해액 산정 근거 및 관련 증빙, 외부 전문가 의견서, 하자와 손해 간 인과관계 입증 자료를 첨부해야 한다","legal claim, documentation, evidence, verification, liability",event
매도인은 거래종결일로부터 3년간 대상회사와 경쟁하는 사업을 영위하지 않는다,"noncompete, business agreement, contract, restriction, competition ban",event
진술보증 사항에 중요한 변경이 발생한다,"contract, guarantee, amendment, legal change, liability",event
제50조는 제공된 사업계획 및 예측이 합리적인 가정에 기초하여 성실하게 작성되었다고 명시한다,"legal clause, business planning, forecasting, compliance, documentation",event
대상회사는 사업 운영에 필요한 모든 지적재산권을 적법하게 보유할 권리를 가진다,"intellectual property, legal rights, business operations, ownership, compliance",event
매도인은 본 계약 체결일 및 거래종결일 현재 다음 사항이 진실하고 정확함을 진술하고 보증한다.,"warranty, declaration, contract, assurance, legal statement",event
대상회사의 핵심 임직원은 거래종결 후 최소 1년간 근무를 유지하도록 최선의 노력을 다한다,"employee retention, commitment, post-transaction, workforce stability, contractual obligation",event
거래종결 시 종결 확인서를 작성한다,"documenting, confirmation, transaction closure, record keeping, finalization",event
필요한 정부 승인을 취득한다,"authorization, approval, compliance, regulation, certification",event
매수인은 필요시 외부 전문가를 선임한다,"outsourcing, consulting, expertise, delegation, advisory",event
각 당사자가 1부씩 보관한다,"agreement, documentation, record-keeping, custody, sharing",event
거래종결이 이루어진다,"transaction, agreement, deal, closure, settlement",event
검증 비용을 매수인이 부담한다,"cost allocation, verification, transaction, responsibility, financial burden",event
대상회사는 기존 브랜드를 계속 사용할 수 있다,"brand retention, continuity, authorization, intellectual property, trademark use",event
거래종결은 본 계약 체결일로부터 30일 이내에 이루어진다,"contract, deadline, agreement, timeline, transaction",event
매도인의 진술보증이 중요한 측면에서 정확하다,"warranty, accuracy, legal assurance, statement, reliability",event
일방이 권리를 행사하지 않는다,"waiver, forbearance, nonexercise, restraint, concession",event
대상회사는 노동조합과의 단체협약을 위반하지 않았다,"labor relations, contract compliance, collective bargaining, legal adherence, labor law",event
매도인은 매수인이 요청하는 대상회사 관련 정보를 신속히 제공한다,"information sharing, transaction, cooperation, business process, communication",event
양 당사자는 본 계약의 체결 및 이행에 있어 상호 선의와 신뢰를 바탕으로 성실히 협력한다,"agreement, cooperation, trust, commitment, partnership",event
검증 비용은 하자가 확인된 경우 매도인이 부담한다,"liability, cost allocation, defect verification, seller responsibility, contractual obligation",event
모든 손해배상 청구는 하자의 구체적 내용을 기술한 상세 보고서를 첨부해야 한다,"legal claim, compensation, damage report, documentation, liability",event
대한민국의 은행이 정상 영업한다,"banking, operation, finance, business, commerce",event
검증 기관은 양 당사자가 합의하여 선정한다,"agreement, selection, verification, consensus, cooperation",event
각 당사자는 필요시 대리인을 선임할 수 있다.,"representation, delegation, authorization, agency, substitution",event
통상 15영업일이 소요된다,"processing, duration, timeline, waiting period, business days",event
검증 절차가 진행된다,"verification, validation, testing, evaluation, inspection",event
거래 관련 공동 비용은 균등하게 분담된다,"cost sharing, transaction, fairness, cooperation, expense distribution",event
양 당사자는 선량한 관리자의 주의의무로 본 계약을 이행한다,"contract, obligation, duty, agreement, legal responsibility",event
거래종결과 동시에 매수인이 지명한 자를 대상회사의 이사로 선임한다,"appointment, corporate governance, transaction, board member, succession",event
사업 운영이 가능하다.,"business, operation, management, entrepreneurship, commerce",event
매수인은 필요시 외부 전문가를 선임하여 실사를 수행할 수 있다,"due diligence, expert consultation, investigation, assessment, verification",event
모든 정보가 중요한 측면에서 정확하고 완전하다,"accuracy, completeness, information quality, data integrity, reliability",event
매매대금은 거래종결일에 전액 현금으로 지급된다,"payment, transaction, settlement, cash, finance",event
각 당사자는 본 거래와 관련하여 발생한 자신의 비용을 부담한다,"cost allocation, expense sharing, financial responsibility, transaction settlement, mutual agreement",event
각 당사자가 진술보증 사항에 중요한 변경이 발생할 경우 즉시 상대방에게 통지한다,"notification, communication, obligation, update, responsibility",event
천재지변 등 불가항력적 사유가 발생한다,"natural disaster, force majeure, calamity, unforeseen event, emergency",event
하자는 독립된 제3자 전문기관의 검증을 거쳐야 한다,"verification, validation, third-party, inspection, certification",event
매수인은 하자를 발견한 날로부터 14일 이내에 매도인에게 서면으로 통지해야 한다,"notification, deadline, contract, obligation, communication",event
제89조에 정한 증빙자료를 첨부해야 한다,"documentation, evidence, compliance, verification, recordkeeping",event
본 계약에 따른 모든 통지는 등기우편 또는 이메일로 한다,"communication, notification, correspondence, contract, delivery",event
검증 비용을 매도인이 부담한다,"cost burden, verification, seller responsibility, transaction, expense allocation",event
모든 손해배상 청구는 하자와 손해 간 인과관계 입증 자료를 첨부해야 한다,"legal claim, compensation, causation, evidence, liability",event
대상회사의 경영이 독립적으로 유지된다,"management, autonomy, independence, governance, self-direction",event
통지에는 하자의 구체적 내용과 예상 손해액이 포함된다,"notification, defect, damage estimation, communication, legal process",event
일방이 정당한 사유 없이 거래종결을 거부할 경우,"contract dispute, breach, refusal, legal issue, transaction failure",event
기존 공급계약은 동일한 조건으로 유지된다,"contract, agreement, maintenance, consistency, business",event
매도인은 처분권한을 가진다,"authorization, ownership, disposal rights, legal authority, property transfer",event
매도인은 거래종결 후 3개월간 월별로 재무 정보를 업데이트하여 제공한다,"reporting, financial update, post-transaction, information sharing, compliance",event
매도인은 대상회사 관련 정보를 신속히 제공한다,"information sharing, disclosure, transaction, communication, business process",event
"매매주식이 담보권, 제한, 부담이 없는 상태로 양도된다","transfer, ownership, unencumbered, securities, transaction",event
본 계약의 효력 발생을 위해 아래와 같이 서명한다,"contract, agreement, signing, authorization, validation",event
매수인은 확정된 손해배상액을 상계할 수 있다,"legal settlement, compensation, offset, financial claim, contract law",event
대상회사의 모든 중요 자산이 양호한 상태로 유지되고 있다,"asset management, maintenance, stability, preservation, condition monitoring",event
거래종결 후 60일 내에 운전자본을 확정한다,"financial closing, working capital, transaction finalization, accounting, business process",event
대상회사의 핵심 임직원은 거래종결 후 최소 1년간 근무를 유지한다,"employment, retention, commitment, workforce, contract",event
매도인이 제3자에게 더 유리한 조건을 제시한다,"negotiation, offer, transaction, advantage, bargaining",event
각 당사자는 즉시 상대방에게 통지한다,"notification, communication, obligation, responsibility, alert",event
재무제표가 중요한 측면에서 정확하다,"accuracy, finance, reporting, precision, validation",event
검증 비용은 하자가 확인되지 않은 경우 매수인이 부담한다,"cost responsibility, verification, buyer obligation, defect inspection, contractual terms",event
매도인은 본 계약 체결일 현재 다음 사항이 진실하고 정확함을 진술하고 보증한다,"warranty, representation, contract, assurance, legal statement",event
"주식의 상태는 주식에 담보권, 제한, 부담이 없어야 한다","securities, collateral-free, restrictions, financial status, legal condition",event
거래 상대방은 최신 재무 정보를 받을 수 있다,"information exchange, finance, communication, data update, business",event
본 계약은 2부를 작성한다,"contract, agreement, documentation, legal process, formalization",event
본 계약 체결일이 있다,"agreement, contract, signing, commitment, legal act",event
매도인의 진술보증 위반에 대한 하자담보책임은 거래종결일로부터 60일간 유효하다,"warranty, liability, legal responsibility, contract, dispute resolution",event
대상회사의 모든 중요 문서는 거래종결 후 매수인에게 인도된다,"transaction, delivery, documentation, transfer, agreement",event
매도인의 거래종결 의무가 발생한다,"obligation, contract, transaction, duty, completion",event
각 당사자는 진술보증 사항에 중요한 변경이 발생한다,"contract, update, warranty, obligation, notification",event
매매대금이 준비된다,"payment, transaction, preparation, finance, settlement",event
매수인은 매매대금 지급에 필요한 충분한 자금을 확보했음을 확인한다,"verification, finance, transaction, payment, confirmation",event
배당이 거래종결 전에 선언되었다,"dividend, declaration, finance, transaction, announcement",event
목표액과 차이를 정산한다,"settlement, adjustment, reconciliation, finance, accounting",event
제50조는 예측 정보에 대해 설명한다,"law, regulation, information, prediction, guideline",event
상대방의 사전 서면 동의가 필요하다,"consent, agreement, permission, authorization, approval",event
재무제표에 대상회사의 부채와 우발채무가 기재되어 있다,"financial statement, liabilities, contingent liabilities, accounting, reporting",event
매수인이 실사 과정에서 실제로 인지한 사항이 있다,"due diligence, awareness, inspection, recognition, transaction",event
거래종결 후 발견된 부채는 매도인에게 귀속된다,"debt, liability, transaction, seller, obligation",event
2025년 1월 1일 매도인과 매수인이 서명한다,"contract, agreement, signing, transaction, legal process",event
제92조에 정한 바,"law, regulation, article, legal provision, statute",event
일방이 권리를 포기한 것으로 보지 않는다.,"legal decision, rights waiver, contract interpretation, dispute resolution, law analysis",event
모든 진술과 보증은 거래종결일을 기준으로 한다,"agreement, assurance, transaction, closing, guarantee",event
대상회사는 모든 세금을 적시에 신고·납부했다,"tax compliance, timely payment, financial responsibility, legal adherence, fiscal management",event
매수인의 거래종결 의무가 발생한다,"obligation, contract, transaction, legal duty, completion",event
대상회사는 노동 관련 법규를 준수한다,"compliance, labor law, regulation, adherence, legal conformity",event
양 당사자가 검증 기관 선정에 합의하지 못한다,"disagreement, negotiation, conflict, decision-making, verification process",event
매수인은 매매대금 지급을 한다,"payment, transaction, purchase, settlement, finance",event
거래종결이 이루어졌다,"transaction, agreement, deal, closure, negotiation",event
거래종결일이 도래한다,"deadline, transaction, closure, settlement, finalization",event
계약 이행 시 선관주의의무를 다한다,"contractual duty, good faith, obligation, legal responsibility, compliance",event
거래와 관련된 양도소득세는 매도인이 부담한다,"taxation, capital gains, transaction, seller responsibility, financial obligation",event
거래종결 후 6개월 내에 매수인은 매도인에게 경영 자문을 요청할 수 있다,"consultation, advisory, post-transaction, management, agreement",event
일방이 정당한 사유 없이 거래종결을 거부한다,"contract dispute, breach, refusal, negotiation failure, conflict",event
대상회사는 사업 운영에 필요한 모든 지적재산권을 적법하게 사용할 권리를 가진다,"intellectual property, legal rights, business operation, licensing, authorization",event
본 계약의 수정이나 변경은 양 당사자의 서면 합의에 의해서만 가능하다.,"contract modification, agreement, negotiation, legal process, consent",event
"운전자본, 순부채 등의 변동에 따른 매매대금 조정은 제92조에 정한 바에 따른다","financial adjustment, transaction, regulation, accounting, contract",event
본 계약은 대한민국 법률에 따라 규율된다,"contract, law, regulation, agreement, jurisdiction",event
손해배상 청구는 제89조에 정한 증빙자료를 첨부하여 서면으로 해야 한다,"legal claim, compensation, documentation, procedural requirement, litigation",event
모든 통지는 등기우편 또는 이메일로 이루어진다,"communication, notification, correspondence, delivery, formal notice",event
매도인은 거래종결 5영업일 전까지 매매대금 수령 계좌 정보를 통지한다,"notification, transaction, payment, deadline, communication",event
검증 절차는 복잡한 사안의 경우 30영업일까지 연장될 수 있다,"verification, procedure, extension, complexity, deadline",event
검증 절차가 30영업일까지 연장될 수 있다,"extension, verification, delay, procedure, process",event
공개된 위험에 대해서는 매도인이 책임지지 않는다,"liability, disclosure, risk, seller responsibility, contract law",event
향후 규제 변경에 따른 비용이 매수인에게 부담된다,"regulation, cost burden, buyer responsibility, financial impact, policy change",event
매수인이 하자를 발견한 날로부터 14일 이내에 서면으로 통지하지 않은 경우,"notification, deadline, contract, legal obligation, communication",event
매도인의 진술보증이 중요한 측면에서 정확할 것,"warranty, accuracy, statement, assurance, legal compliance",event
불이행이 발생한다,"noncompliance, breach, violation, default, infraction",event
데이터룸을 통해 모든 정보가 공개되었다,"disclosure, transparency, information sharing, data access, openness",event
