Name,Type
외부 전문가 의견서,Entity
법령,Entity
청구,Entity
제3자 검증 보고서,Entity
모든 통지,Entity
보험계약,Entity
세무 분쟁,Entity
매매대금의 30%,Entity
매도인,Entity
주식회사 알파벤처스,Entity
매매대금 지급에 필요한 충분한 자금 확보,Entity
등기우편,Entity
천재지변,Entity
거래종결 전,Entity
서울중앙지방법원,Entity
미지급된 배당,Entity
인지하고 있던 사항,Entity
매수인,Entity
환경 관련 분쟁,Entity
하자담보책임,Entity
한국어본,Entity
계약 해석에 대한 분쟁,Entity
성실,Entity
경영권과 통제권의 이전,Entity
검증 절차,Entity
일방,Entity
매매대금 수령 계좌,Entity
양 당사자,Entity
모든 정보,Entity
대상회사 관련 정보,Entity
매수인이 선임한 감사인,Entity
거래종결,Entity
통지 기한을 도과한 청구,Entity
감사인,Entity
중요한 변경,Entity
예측,Entity
보상한도,Entity
매매주식 매도 및 매수에 필요한 제반 사항,Entity
첫 회계연도,Entity
보증,Entity
우호적 해결,Entity
제1장,Entity
목표 달성 시,Entity
모든 보험계약,Entity
절차,Entity
대상회사의 독립적 경영,Entity
대리인,Entity
실사 과정,Entity
나머지 조항은 유효하다,Entity
자신의 비용,Entity
데이터 보호 관련 법규,Entity
본 계약의 일부 조항,Entity
기존 분쟁 해결에 필요한 정보,Entity
매수인의 연결 재무제표,Entity
분쟁,Entity
매수인의 추가 실사 요청,Entity
모든 부동산,Entity
공개된 위험,Entity
매도인의 사무실,Entity
"보통주식 10,000,000주",Entity
확정된 손해배상액,Entity
이사회 결의서,Entity
통지,Entity
자금,Entity
영업,Entity
모든 중요한 계약,Entity
거래종결 후 발견된 부채,Entity
권리,Entity
진행 중인 연구개발 프로젝트,Entity
시설 이전,Entity
매매조건,Entity
개인정보보호법,Entity
상대방의 비밀정보,Entity
본 계약을 체결하고 이행할 완전한 권한과 능력,Entity
하자의 구체적 내용,Entity
"담보권, 제한, 부담도 없는 상태",Entity
모든 규정,Entity
3영업일,Entity
문서,Entity
지적재산권,Entity
모든 세금,Entity
재무상태,Entity
순부채,Entity
사회공헌 활동,Entity
거래종결 후 최소 1년간,Entity
보상 절차,Entity
합리적인 가정,Entity
제3장,Entity
거래종결 후 첫 회계연도,Entity
총칙,Entity
번역본과 불일치 시,Entity
당사자,Entity
본 계약 체결일,Entity
본 계약,Entity
번역본,Entity
본 계약의 해석에 대한 분쟁이 발생한다.,Event
매도인이 주요 고객과의 관계가 원만히 유지되도록 적극 협조한다.,Event
대상회사에 대한 경영권과 통제권이 매수인에게 이전된다.,Event
실사 과정에서 발견된 하자나 문제점은 문서화되어야 한다.,Event
필요시 대한상사중재원의 중재에 따른다.,Event
매수인이 통지 기한을 넘겨서 청구한다.,Event
조세 관련 사항에 하자가 발생한다.,Event
일방이 정당한 사유 없이 거래종결을 거부한다.,Event
대상회사의 모든 중요 자산은 양호한 상태로 유지되고 있다.,Event
검증 절차가 30영업일까지 연장될 수 있다,Event
통지가 발송된 후 3영업일이 경과한다.,Event
매도인이 매매대금 수령 계좌 정보를 통지한다.,Event
소유권 관련 사항에 하자가 발생한다.,Event
"운전자본, 순부채 등이 변동된다.",Event
계약에 필요한 제반 사항이 규정된다.,Event
3영업일이 경과하면 통지가 도달한 것으로 본다.,Event
매수인은 손해배상액을 미지급 매매대금과 상계할 수 있다.,Event
계약 당사자들이 계약 내용에 따라 권리와 의무를 갖는다.,Event
매수인은 미지급 매매대금이 있다.,Event
각 당사자는 본 계약과 관련하여 취득한 상대방의 비밀정보를 제3자에게 공개하지 않는다.,Event
본 계약의 부록과 별첨이 계약의 일부를 구성한다.,Event
매매대금 조정이 이루어진다.,Event
양 당사자가 선량한 관리자의 주의의무로 본 계약을 이행한다.,Event
본 계약은 매매주식의 매매와 관련한 당사자 간의 모든 합의를 포함한다.,Event
분쟁이 대한민국 법률에 따라 해석된다.,Event
대상회사는 모든 중요한 계약을 위반한 사실이 없다.,Event
계약서 2부를 작성한다.,Event
매도인은 매도인 관련 진술보증 조항을 준수해야 한다.,Event
데이터룸을 통해 정보가 공개된다.,Event
매도인은 거래종결 시 필요 서류를 인도한다.,Event
모든 손해배상 청구는 기타 증빙 서류를 첨부해야 한다.,Event
본 계약과 관련된 분쟁이 발생한다.,Event
거래종결일이 발생한다.,Event
상대방은 손해배상을 청구할 수 있다.,Event
제2장 매매조건이 제시된다.,Event
대상회사는 진행 중인 분쟁이 없다.,Event
본 계약은 어느 일방에게 유리하게 해석되지 않는다.,Event
데이터 보호 관련 법규가 존재한다.,Event
매도인의 진술보증이 매수인이 실사 과정에서 실제로 인지한 사항에는 적용되지 않는다.,Event
대상회사는 모든 세금을 적시에 납부했다.,Event
각 당사자가 자신을 위한 거래종결 전제조건을 포기할 수 있다.,Event
행정적 사항이 발생한다.,Event
양 당사자가 거래종결 시 종결 확인서를 작성한다.,Event
각 당사자는 상대방의 서면 동의가 있는 경우 비밀정보를 공개할 수 있다.,Event
대상회사의 중요한 부채나 우발채무가 재무제표에 기재된 것 외에는 존재하지 않는다.,Event
본 계약의 수정이나 변경은 오직 서면 합의에 의해 가능하다.,Event
매수인은 취득세를 부담한다.,Event
매도인의 거래종결 의무가 발생한다.,Event
거래종결 후 매수인에게 인도된다.,Event
매수인은 거래종결일로부터 30영업일 이내에 대상회사에 대한 확인실사를 수행할 수 있다.,Event
데이터가 보호된다.,Event
제1장의 제목이 총칙으로 명명된다.,Event
양도소득세와 취득세가 발생한다.,Event
"매도인이 보유한 대상회사 발행 보통주식 10,000,000주를 매수인에게 매도하고, 매수인이 이를 매수한다.",Event
매도인은 매매주식의 처분권한을 가진다.,Event
통지 기한을 도과한 청구는 효력이 없다.,Event
매수인이 감사를 선임한다.,Event
적절한 보상한도를 유지하고 있다.,Event
양 당사자가 거래종결 시 종결 확인서에 서명한다.,Event
주요 고객에 대한 통지,Event
양 당사자는 거래 시너지 실현을 위해 상호 협력한다.,Event
본 계약이 당사자 간 완전한 합의를 구성한다.,Event
본 계약이 이전의 모든 구두 또는 서면 합의를 대체한다.,Event
대한민국의 은행이 정상 영업한다.,Event
대상회사의 모든 보험계약이 거래종결일 현재 유효하다.,Event
거래가 종결된다,Event
매수인은 본 계약을 체결한다.,Event
당사자들은 필요시 대한상사중재원의 중재에 따른다.,Event
서울특별시 강남구 소재 매도인의 사무실에 있다,Event
불가항력적 사유로 인한 불이행이 발생한다,Event
해석 원칙이 적용된다.,Event
매수인은 거래종결일 이후 매도인에게 잔금 지급을 완료한다.,Event
대상회사의 사회공헌 활동,Event
향후 규제 변경에 따른 비용을 매수인이 부담한다.,Event
대상회사는 사업 운영에 필요한 모든 지적재산권을 적법하게 보유한다.,Event
제92조에 정한 바가 있다.,Event
대상회사는 계약 상대방으로부터 위반 통지를 받은 바 없다.,Event
매도인이 요청받은 정보를 신속히 제공한다.,Event
상대방의 사전 서면 동의를 받는다.,Event
각 당사자는 즉시 상대방에게 통지한다.,Event
매도인이 손해를 배상해야 한다.,Event
추가 대가 지급 등의 조정은 없다.,Event
제공된 대상회사의 재무제표는 중요한 측면에서 정확하다.,Event
제51조에 따라 주식 양도가 완료된다.,Event
"매도인이 대상회사 발행 보통주식 10,000,000주를 매수인에게 매도한다.",Event
각 당사자가 1부씩 보관한다.,Event
매도인의 손해배상 책임이 매매대금의 30%로 제한된다.,Event
취득세를 매수인이 부담한다.,Event
"매매주식은 어떠한 담보권, 제한, 부담도 없는 상태로 양도되어야 한다.",Event
모든 진술과 보증은 본 계약 체결일과 거래종결일을 기준으로 한다.,Event
대상회사는 법규 준수를 실현하고 있다.,Event
필요한 정부 승인을 취득한다.,Event
매수인은 확정된 손해배상액을 미지급 매매대금과 상계할 수 있다.,Event
"매매주식의 총 매매가격을 일천억원(₩100,000,000,000)으로 정한다.",Event
거래 관련 공동 비용이 발생한다.,Event
각 당사자가 계약서 1부씩을 보관한다.,Event
매수인이 선임한 감사인이 감사보고서를 작성한다.,Event
매도인의 손해배상 책임 한도가 매매대금의 30%로 제한된다.,Event
하자담보책임의 청구는 본 계약에 정한 절차에 따라야 한다.,Event
브랜드 사용에 대한 규정이 제정된다.,Event
데이터룸을 통해 모든 정보가 공개된다.,Event
대상회사가 적절한 보상한도를 유지하고 있다.,Event
"매도인이 보유한 대상회사 발행 보통주식 10,000,000주를 매수인에게 매도한다.",Event
대상회사는 모든 환경 관련 법규를 준수하고 있다.,Event
일관된 회계 기준을 적용한다.,Event
대상회사는 개인정보보호법 등 데이터 보호 관련 법규를 완전히 준수한다.,Event
각 당사자는 필요시 대리인을 선임할 수 있다.,Event
매수인은 매매대금을 지급한다.,Event
기존 공급계약은 동일한 조건으로 유지된다.,Event
일방이 권리를 행사하지 않는다.,Event
고객 관계가 원만히 유지된다.,Event
검증 절차가 복잡한 사안이다,Event
매수인이 인지하고 있던 사항이나 공개된 위험에 대해서 매도인이 책임지지 않는다.,Event
나머지 조항은 유효하다.,Event
"대상회사는 사업과 관련된 모든 법령, 규정을 중요한 측면에서 준수하고 있다.",Event
매도인은 주요 고객과의 관계가 원만히 유지되도록 적극 협조한다.,Event
목표를 달성했다.,Event
매수인이 하자를 발견한다.,Event
주식 양도가 완료된다.,Event
계약일자가 2025년 1월 1일로 지정된다.,Event
대상회사의 모든 중요 문서는 거래종결 후 매수인에게 인도된다.,Event
거래종결이 발생한다.,Event
본 계약의 일부 조항이 무효이다.,Event
당사자 간에 더 이상의 추가 합의가 존재하지 않는다.,Event
사회적 책임이 수행된다,Event
본 계약은 한국어로 작성된다.,Event
대상회사는 거래종결 후 즉시 전 직원에게 경영권 변경을 통지한다.,Event
대상회사가 보유한 모든 라이선스와 허가가 유효하게 유지된다,Event
대상회사의 중요한 부채나 우발채무가 없다.,Event
대상회사는 모든 세금을 적시에 신고했다.,Event
천재지변 등 불가항력적 사유가 발생한다.,Event
대상회사는 진행 중인 세무조사가 없다.,Event
하자가 확인되지 않는다,Event
"대상회사를 상대로 중요한 소송, 중재, 행정절차가 없다.",Event
거래 종결 후 대상회사가 매수인의 연결 재무제표에 포함된다.,Event
거래종결 후 발견된 부채가 매도인에게 귀속된다.,Event
거래종결이 30일 이내 또는 당사자들이 합의한 날에 이루어진다.,Event
대상회사의 모든 중요 자산이 정상적으로 운영되고 있다.,Event
"매도인은 주권, 주주명부, 이사회 결의서 등 필요 서류를 인도한다.",Event
양 당사자는 종결 확인서를 작성하여 서명한다.,Event
모든 손해배상 청구는 하자와 손해 간 인과관계 입증 자료를 첨부해야 한다.,Event
대상회사가 사용하는 모든 부동산의 임대차계약이 정상적이다.,Event
본 계약은 대한민국 법률에 따라 규율되고 해석된다.,Event
모든 손해배상 청구는 제63조에 따른 제3자 검증 보고서를 첨부해야 한다.,Event
계약의 체결에 있어 상호 선의와 신뢰를 바탕으로 양 당사자가 성실히 협력한다.,Event
대상회사가 모든 환경 관련 법규를 준수하고 있다.,Event
거래종결 전 선언된 배당이 있다.,Event
매도인은 거래종결일로부터 3년간 대상회사와 경쟁하는 사업을 영위하지 않는다.,Event
계약을 수정하거나 변경하려고 한다,Event
매수인은 본 계약을 이행한다.,Event
매도인의 진술보증 위반에 대한 하자담보책임이 60일간 유효하다.,Event
천재지변이 발생한다,Event
본 계약과 관련된 분쟁이 발생한다,Event
거래가 종결된다.,Event
매수인이 매도인에게 하자를 서면으로 통지한다.,Event
상대방도 상대의 비밀정보를 제3자에게 공개하지 않는다.,Event
양 당사자가 주요 고객에 대한 통지를 협의하여 진행한다.,Event
주식회사 알파벤처스와 주식회사 베타홀딩스가 주식회사 감마테크를 대상으로 계약을 체결한다.,Event
거래종결이 이루어진다.,Event
매도인은 매매주식의 적법하고 완전한 소유자이다.,Event
"대상회사가 당사자인 중요한 소송, 중재, 행정절차가 없다.",Event
본 계약은 매도인과 매수인 간 매매주식 거래에 필요한 제반 사항을 규정한다.,Event
영업일이 된다.,Event
각 당사자는 법령상 요구가 있는 경우 비밀정보를 공개할 수 있다.,Event
매도인이 재무 정보를 업데이트한다.,Event
거래 관련 공동 비용은 균등 분담한다.,Event
매수인은 확정된 손해배상액을 가진다.,Event
진술과 보증의 기준일이 확정된다.,Event
환경 관련 소송이나 분쟁이 존재하지 않는다.,Event
매수인은 매도인이 지정한 계좌로 매매대금을 송금한다.,Event
매수인의 진술보증이 정확하다.,Event
거래종결일이 도래한다.,Event
거래가 발생한다.,Event
매도인의 진술보증 위반에 대한 하자담보책임은 거래종결일로부터 60일간 유효하다.,Event
매수인은 거래종결 전 언제든지 추가 실사를 요청할 수 있다.,Event
매수인은 대상회사의 독립적 경영을 보장한다.,Event
규제가 변경된다,Event
증빙이 불충분한 경우 매도인은 추가 자료를 요구할 수 있다.,Event
대상회사는 주주명부에 매수인을 기재한다,Event
손해배상 청구는 증빙자료를 첨부하여 서면으로 해야 한다.,Event
통지는 발송 후 3영업일이 경과하면 도달한 것으로 본다.,Event
매수인이 지명한 자를 대상회사의 이사로 선임한다.,Event
시설 이전이 필요하다,Event
본 계약은 당사자 간 완전한 합의를 구성한다.,Event
책임을 면한다.,Event
매도인은 매매주식에 대한 처분권한을 가진다.,Event
매수인은 거래종결 후 6개월 내에 매도인에게 경영 자문을 요청할 수 있다.,Event
시설 이전이 필요할 경우 매수인이 시설을 이전한다.,Event
증빙이 불충분한 경우,Event
매도인은 3개월간 월별로 재무 정보를 업데이트하여 제공한다.,Event
하자가 확인되지 않은 경우 검증 비용은 매수인이 부담한다.,Event
그 부채는 매도인에게 귀속된다.,Event
매도인이 거래종결 후 3개월간 원활한 경영권 이전을 지원한다.,Event
매도인의 책임이 면책된다.,Event
진행 중인 연구개발 프로젝트가 있다.,Event
본 계약이 체결된다.,Event
비밀정보를 제3자에게 공개할 수 있다.,Event
하자담보책임은 무기한 유효하다.,Event
손해배상 청구는 서면으로 해야 한다.,Event
본 계약에 따른 모든 통지는 등기우편 또는 이메일로 한다.,Event
제4장 거래종결이 시작된다.,Event
양 당사자가 검증 기관을 선정하는 데 합의하지 못한다,Event
매도인의 진술보증이 중요한 측면에서 정확하다.,Event
모든 재무 정보가 일관된 회계 기준에 따라 작성되었다.,Event
모든 손해배상 청구는 손해액 산정 근거 및 관련 증빙을 첨부해야 한다.,Event
양도소득세를 매도인이 부담한다.,Event
하자가 확인된 경우 검증 비용은 매도인이 부담한다.,Event
매도인의 거래종결 의무가 발생한다,Event
상대방이 계약을 해제할 수 있다,Event
실사 과정에서 연간 1억원 이상의 중요 계약이 공개되었다.,Event
의무를 이행하지 못한다.,Event
본 계약이 어느 일방에게 유리하게 해석되지 않는다.,Event
매수인이 본 계약을 이행할 완전한 권한과 능력을 보유한다.,Event
대상회사는 모든 세금을 적시에 신고·납부했다.,Event
매도인은 매수인의 추가 실사 요청에 성실히 협조해야 한다.,Event
하자담보책임은 공소시효 만료일까지 유효하다.,Event
재무제표에 부채가 기재되어 있다.,Event
매도인은 거래종결 시 주주명부를 인도한다.,Event
취득세는 매수인이 부담한다.,Event
"매매주식은 어떠한 담보권, 제한, 부담도 없는 상태이다.",Event
제공된 대상회사의 재무제표는 한국채택국제회계기준에 따라 작성되었다.,Event
매도인은 제공한 모든 정보의 정확성을 위해 최선을 다했다.,Event
대상회사는 매수인의 연결 재무제표에 포함된다.,Event
본 계약이 매매주식의 매매와 관련한 당사자 간의 모든 합의를 포함한다.,Event
대상회사는 사업 운영에 필요한 모든 지적재산권을 적법하게 보유하거나 사용할 권리를 가진다.,Event
번역본과 불일치 시 한국어본이 우선한다.,Event
"대상회사가 사업과 관련된 모든 법령, 규정을 중요한 측면에서 준수하고 있다.",Event
진행 중인 연구개발 프로젝트는 계속 수행된다.,Event
제89조에 정한 증빙자료를 첨부한다.,Event
매수인은 본 계약을 체결할 완전한 권한과 능력을 보유한다.,Event
거래종결 5영업일 전이 된다.,Event
대상회사는 사업을 운영할 수 있다.,Event
본 계약의 부록과 별첨이 있다,Event
거래 관련 공동 비용을 균등 분담한다.,Event
당사자들은 우호적 해결을 우선으로 한다.,Event
계약의 이행에 있어 상호 선의와 신뢰를 바탕으로 양 당사자가 성실히 협력한다.,Event
거래종결은 본 계약 체결일로부터 30일 이내에 이루어진다.,Event
매도인은 거래종결 시 주권을 인도한다.,Event
서울중앙지방법원이 제1심 관할법원이 된다,Event
부록과 별첨이 계약의 일부를 구성한다,Event
어느 당사자가 본 계약상 권리의무를 제3자에게 양도한다.,Event
통지는 발송된다.,Event
양 당사자가 거래종결 후 발생하는 행정적 사항에 대해 상호 협력한다.,Event
매수인은 필요시 외부 전문가를 선임한다.,Event
모든 손해배상 청구는 필요시 외부 전문가 의견서를 첨부해야 한다.,Event
목표 달성 시 추가 대가 지급 등의 조정은 없다.,Event
소유권 관련 사항에 대한 하자담보책임은 무기한 유효하다.,Event
대상회사의 재무제표는 한국채택국제회계기준에 따라 작성되었다.,Event
추가로 부채가 발견된다.,Event
양 당사자가 상호 선의와 신뢰를 바탕으로 한다.,Event
매수인은 매매대금 지급에 필요한 충분한 자금을 확보했음을 확인한다.,Event
매수인이 매매대금 지급에 필요한 충분한 자금을 확보했음을 확인한다.,Event
양 당사자가 서면으로 합의한다,Event
대상회사의 핵심 임직원이 최소 1년간 근무를 유지하도록 최선의 노력을 다한다.,Event
각 당사자는 대리인을 선임할 수 있다.,Event
시간을 어기면 계약 위반이 된다.,Event
공개된 모든 정보는 중요한 측면에서 정확하고 완전하다.,Event
조세 관련 사항에 대한 하자담보책임은 공소시효 만료일까지 유효하다.,Event
매도인은 매매주식에 대한 완전한 소유권을 매수인에게 이전한다.,Event
모든 재무 정보를 작성한다.,Event
모든 손해배상 청구는 하자의 구체적 내용을 기술한 상세 보고서를 첨부해야 한다.,Event
하자가 확인된다,Event
대상회사의 모든 중요 자산이 양호한 상태로 유지되고 있다.,Event
검증 절차는 통상 15영업일이 소요된다.,Event
시설 이전 시 매수인이 비용을 부담한다.,Event
진술보증 사항에 중요한 변경이 발생한다.,Event
본 계약에 정한 절차에 따라야 한다.,Event
매도인은 거래종결 시 이사회 결의서를 인도한다.,Event
모든 손해배상 청구는 제3자 검증 보고서를 첨부해야 한다.,Event
기존 공급계약이 동일한 조건으로 유지된다.,Event
매도인은 거래종결일에 매매주식에 대한 완전한 소유권을 매수인에게 이전한다.,Event
"대상회사의 재무상태, 영업, 자산에 중대한 악영향을 미치는 사건이 발생한다.",Event
매도인과 매수인이 계약을 체결한다.,Event
상대방이 손해배상을 청구할 수 있다,Event
각 당사자가 진술보증 사항에 중요한 변경이 발생할 경우 즉시 상대방에게 통지한다.,Event
"대상회사를 상대로 하거나 대상회사가 당사자인 중요한 소송, 중재, 행정절차가 없다.",Event
모든 재무 정보가 일관성을 가진다.,Event
서울중앙지방법원이 제1심 관할법원이 된다.,Event
매도인이 제3자에게 더 유리한 조건을 제시한다.,Event
매매주식이 양도된다.,Event
모든 재무 정보는 일관된 회계 기준에 따라 작성되었다.,Event
실사 과정이 진행되었다.,Event
대상회사의 핵심 임직원이 거래종결 후 최소 1년간 근무를 유지하도록 최선의 노력을 다한다.,Event
본 계약상 권리의무를 제3자에게 양도할 수 없다.,Event
복잡한 사안의 경우 검증 절차는 30영업일까지 연장될 수 있다.,Event
각 당사자는 본 거래와 관련하여 발생한 자신의 비용을 부담한다.,Event
첫 회계연도가 시작된다.,Event
대상회사의 모든 중요 문서는 매수인에게 인도된다.,Event
본 계약의 해석에 대한 분쟁이 있을 경우,Event
독립된 제3자 전문기관의 검증을 거친다,Event
제3장은 진술 및 보증에 대해 다룬다.,Event
공개된 모든 정보는 중요한 측면에서 완전하다.,Event
거래종결 후 발견된 자산이 매수인에게 귀속된다.,Event
매도인은 3년간 대상회사와 경쟁하는 사업을 영위하지 않는다.,Event
매도인이 업데이트된 재무 정보를 제공한다.,Event
"매매주식의 총 매매가격은 금 일천억원(₩100,000,000,000)으로 한다.",Event
양 당사자가 협의하여 진행한다,Event
매수인이 인지하고 있던 사항이나 공개된 위험이 있다.,Event
매매대금이 준비된다,Event
상대방의 사전 서면 동의를 받지 않는다.,Event
거래종결 후 60일 내에 거래종결일 기준 운전자본을 확정한다.,Event
대상회사는 노동 관련 법규를 준수한다.,Event
확정된 운전자본과 목표액의 차이를 정산한다.,Event
본 계약이 효력이 발생한다.,Event
매도인은 매매대금 수령 계좌 정보를 통지한다.,Event
손해배상 청구가 서면으로 이루어진다.,Event
양 당사자가 성실히 협력한다.,Event
거래종결 전 배당이 선언되었다.,Event
매매대금이 매도인의 계좌로 송금된다.,Event
대한상사중재원이 검증 기관을 지정한다,Event
매도인은 필요한 정보를 제공한다.,Event
양 당사자가 선량한 관리자의 주의의무를 지킨다.,Event
양 당사자는 상호 협력한다.,Event
이전의 모든 구두 또는 서면 합의가 대체된다.,Event
하자담보책임을 청구한다.,Event
검증 비용을 매수인이 부담한다,Event
검증 비용을 매도인이 부담한다,Event
대상회사는 사업 운영에 필요한 모든 지적재산권을 사용할 권리를 가진다.,Event
매도인은 양도소득세를 부담한다.,Event
매도인은 추가 자료를 요구할 수 있다.,Event
매수인이 실사 과정에서 실제로 어떤 사항을 인지했다.,Event
"주당 매매가격은 금 일만원(₩10,000)으로 한다.",Event
실사 과정에서 공개된 것 외에 연간 1억원 이상의 중요 계약은 존재하지 않는다.,Event
매수인이 본 계약을 체결한다.,Event
매도인은 제공한 모든 정보의 정확성을 위해 최선을 다했음을 확인한다.,Event
제15조의 확인실사에서 발견된 하자는 독립된 제3자 전문기관의 검증을 거친다.,Event
