node,conceptualized_node,node_type
대금조정이 별도 합의에 따른다.,"negotiation, agreement, adjustment, contract, settlement",event
거래 비용이 발생한다.,"exchange, transaction, cost, expenditure, economic activity",event
권리의 소유자가 바뀐다.,"transfer, succession, change, acquisition, inheritance",event
신속한 의사소통을 보장한다.,"communication, efficiency, coordination, connection, transmission",event
완전 합의가 이루어진다.,"agreement, consensus, resolution, understanding, negotiation",event
새로운 경영자가 회사의 의사결정을 주도한다.,"leadership, management, decision-making, authority, influence",event
지급은 매도인 지정 계좌로 송금된다.,"payment, transfer, transaction, remittance, settlement",event
제93조가 존재한다.,"existence, regulation, rulemaking, governance",event
매매대금의 25%로 배상 한도를 제한한다.,"compensation, limitation, restriction, liability, transaction",event
노동 관련 권리와 의무가 보장된다.,"protection, guarantee, regulation, equality, empowerment",event
추가 조정은 없다.,"agreement, negotiation, finalization, resolution, confirmation",event
불가항력이 면책된다.,"exemption, liability, contract law, force majeure, legal defense",event
연구개발을 계속한다.,"innovation, experimentation, progress, improvement, advancement",event
통상의 영업과정에 따라 운영한다.,"business operation, routine, management, administration, commerce",event
제106조를 해석한다.,"interpretation, analysis, legal reasoning, understanding, explanation",event
지원이 강화된다.,"enhancement, improvement, development, support, strengthening",event
우호적 해결을 시도한다.,"negotiation, mediation, reconciliation, conflict resolution, peacemaking",event
서명이 완료된다.,"agreement, contract, authorization, completion, validation",event
재무제표를 작성한다.,"accounting, reporting, documentation, analysis, management",event
30일 내에 거래종결이 이루어진다.,"transaction, deadline, agreement, completion, closure",event
계약의 권리와 의무를 양도한다.,"assignment, transfer, delegation, obligation, legal action",event
보험에 가입한다.,"protection, risk management, security, planning, coverage",event
손해배상을 한다.,"compensation, restitution, reimbursement, settlement, redress",event
서울에서 종결한다.,"ending, closure, conclusion, termination, finalization, resolution",event
제46조 (공개 정보) 제공 정보가 공개된다.,"disclosure, transparency, announcement, information sharing, publication",event
기존 배당이 매도인에게 귀속된다.,"allocation, entitlement, distribution, ownership, transaction",event
임원 변경이 이루어진다.,"restructuring, leadership, transition, appointment, succession",event
수정이 이루어진다.,"correction, improvement, transformation, adjustment, refinement",event
제86조가 사회적 책임을 다한다는 내용을 규정한다.,"regulation, responsibility, governance, obligation, accountability",event
세금을 각자 부담한다.,"cost sharing, responsibility, contribution, financial obligation",event
특별한 사정이 있는 경우 기간을 연장할 수 있다.,"extension, exception, permission, flexibility, regulation",event
부록도 계약의 일부이다.,"agreement, inclusion, documentation, binding, legal recognition",event
매수인이 진술한다.,"declaration, statement, affirmation, assertion, communication",event
손해를 배상한다.,"compensation, restitution, settlement, redress, reparation",event
법령상 요구 또는 상대방 동의 시 예외로 한다.,"exception, consent, regulation, compliance, permission",event
변경 사항이 발생하면 즉시 통지한다.,"notification, communication, update, alert, reporting",event
양 당사자는 성실히 협력한다.,"cooperation, agreement, partnership, collaboration, commitment",event
거래종결 전에는 통상의 영업과정에 따라 운영한다.,"business operation, transaction process, continuity, management, routine",event
세무 관련 업무가 발생했다.,"accounting, taxation, compliance, finance, reporting",event
주식 소유가 이루어진다.,"ownership, transaction, investment, acquisition, finance",event
인도 서류가 준비된다.,"preparation, documentation, processing, arrangement, organization",event
자금을 사용할 수 있게 되었다.,"financing, empowerment, liquidity, access, resource allocation",event
모든 라이선스가 유효하게 유지된다.,"authorization, validation, compliance, maintenance, regulation",event
진술보증 위반 관련 통지를 놓친 경우 청구권이 소멸된다.,"계약, 소멸, 통지, 권리, 위반, 법률",event
종결이 서울에서 이루어진다.,"conclusion, resolution, closure, location, finalization",event
상대방에게 적시 통지해야 한다.,"notification, communication, obligation, warning, informing",event
자산은 매수인에게 귀속된다.,"transfer, ownership, allocation, assignment, acquisition",event
주식매매계약서가 작성된다.,"legal process, agreement, contract drafting, documentation, transaction",event
제5장은 거래종결 후의 사항을 규정한다.,"regulation, documentation, procedure, compliance, legal process",event
특별조항 관련 통지는 반드시 등기우편으로 해야 한다.,"notification, communication, documentation, legal process, compliance",event
매매 가격이 결정된다.,"거래, 결정, 협상, 평가, 합의",event
제7조의 적시 통지를 하지 못한 경우 관련 권리가 자동 소멸된다.,"expiration, forfeiture, noncompliance, notification, legal consequence",event
즉시 통지한다.,"notification, communication, reporting, informing, alert",event
통지를 이행하지 않을 경우 관련 권리를 행사할 수 없다.,"compliance, forfeiture, enforcement, notification, waiver",event
통지 실패 시 권리 소멸 조항이 적용된다,"expiration, regulation, notification, enforcement, compliance",event
관련 조항을 따른다.,"compliance, regulation, adherence, conformity, obligation",event
데이터는 개인정보보호법을 철저히 준수한다.,"compliance, regulation, privacy, protection, security",event
전환 지원을 시작한다.,"transition, assistance, initiation, support, facilitation",event
납세 의무가 개인별로 발생한다.,"taxation, obligation, responsibility, assessment, individualization",event
계약의 체결이 이루어진다.,"agreement, negotiation, commitment, partnership, transaction",event
매도인은 매매계약의 전제조건을 충족한다.,"fulfillment, compliance, obligation, agreement, transaction",event
분쟁 해결에 협력한다.,"cooperation, negotiation, conflict resolution, agreement, diplomacy",event
각 당사자는 상대방에게 필요한 서류를 제출한다.,"submission, documentation, obligation, exchange, cooperation",event
본 계약은 매도인의 매도와 매수인의 매수에 필요한 제반 사항을 규정한다.,"contract, agreement, transaction, regulation, terms, negotiation",event
면책된다.,"exemption, release, immunity, absolution, protection",event
서면 합의가 이루어진다.,"agreement, documentation, negotiation, resolution, contract",event
적극적으로 경영을 지원한다.,"support, management, assistance, promotion, facilitation, collaboration",event
매매대금은 거래종결일에 전액 현금으로 지급된다.,"payment, settlement, transaction, completion, fulfillment",event
양 당사자가 본 계약의 체결에 있어 상호 선의와 신뢰를 바탕으로 성실히 협력한다.,"cooperation, trust, good faith, agreement, collaboration",event
매도인과 매수인의 대표이사가 서명란에 서명한다.,"contract, agreement, authorization, transaction, validation",event
관할 법원이 서울중앙지방법원으로 정해졌다.,"jurisdiction, assignment, designation, legal process, court selection",event
거래종결일은 제51조에 따라 주식 양도가 완료되는 날이다.,"contract completion, transaction, ownership transfer, legal process, agreement",event
전제조건이 충족된다.,"requirement, condition, fulfillment, prerequisite, validation",event
본 계약은 매매주식의 매매와 관련한 당사자 간의 모든 합의를 포함한다.,"agreement, contract, negotiation, transaction, commitment",event
진술보증 위반 관련 통지를 놓친 경우,"계약위반, 통지실패, 법적분쟁, 위험관리, 손해",event
상대방에게 적시 통지하지 않는다.,"notification, omission, negligence, delay, communication",event
계약 당사자들이 주식의 매매에 대해 합의한다.,"agreement, transaction, negotiation, contract, settlement",event
매매주식이 제한 없이 양도된다.,"trading, exchange, deregulation, transfer, investment",event
고용을 승계한다.,"employment, succession, transition, continuity, workforce",event
본 계약이 완성된다.,"completion, agreement, finalization, confirmation, contract formation",event
모든 거래 과정은 투명하게 진행된다.,"transparency, openness, accountability, trust, monitoring",event
자산이 양호한 상태이다.,"stability, security, prosperity, sufficiency, well-being",event
보험 만기일까지 보장이 지속된다.,"coverage, protection, continuation, assurance, security",event
매도인은 3년간 경쟁 사업을 영위하지 않는다.,"restriction, agreement, noncompete, contract, business ethics",event
재무제표는 정확하다.,"accuracy, verification, reliability, trustworthiness, assessment",event
매수인 지명 이사를 선임한다.,"appointment, delegation, authorization, assignment, decision-making",event
"""적시""는 별도 정의가 없는 한 3영업일 이내를 의미한다.","timeframe, definition, deadline, regulation, schedule",event
매도인은 매매계약을 진행할 수 있다.,"transaction, authorization, contract, negotiation, selling",event
통지의 구체적인 방법은 관련 조항에 따른다.,"notification, procedure, compliance, regulation, communication",event
사회적 책임을 다한다.,"contribution, duty, obligation, ethics, citizenship, service",event
연결이 이루어진다.,"connection, interaction, communication, relationship, union",event
모든 거래 과정은 공정하게 진행된다.,"fairness, justice, transparency, integrity, regulation",event
비밀이 유지된다.,"confidentiality, concealment, protection, silence, reservation",event
운전자본을 거래종결 후 조정한다.,"settlement, adjustment, negotiation, finance, reconciliation",event
제104조를 성실히 이행한다.,"compliance, obligation, fulfillment, duty, adherence",event
본 거래는 단순 주식 양도 방식으로 진행된다.,"transaction, transfer, ownership, agreement, exchange",event
서면으로 청구한다.,"request, documentation, communication, submission, formality",event
법적 책임을 이행한다.,"compliance, obligation, duty, accountability, fulfillment",event
권리를 포기한다.,"renunciation, waiver, abandonment, relinquishment, surrender",event
공급망을 유지한다.,"maintenance, logistics, management, continuity, coordination",event
매도인은 다음 사항을 진술한다.,"declaration, affirmation, statement, disclosure, representation",event
제1장의 총칙이 시작된다.,"initiation, introduction, preamble, commencement, opening",event
통지 방법에 대해 궁금하다.,"문의, 정보요청, 소통, 절차, 의사소통",event
변경 사항이 발생한다.,"change, transition, transformation, update, adjustment",event
모든 계약을 성실히 이행하고 있다.,"commitment, obligation, responsibility, trust, fulfillment",event
진술보증 위반에 대한 책임이 거래종결일로부터 2년간 유효하다.,"계약책임, 보증, 법적책임, 유효기간, 거래조건, 리스크관리",event
손해배상액이 산정된다.,"compensation, calculation, assessment, liability, damages",event
예측은 합리적 가정에 기초한다.,"prediction, reasoning, assumption, logic, inference",event
해당 사항은 진술보증에서 제외된다.,"exclusion, limitation, exception, warranty, disclaimer",event
적절한 보험이 유지되고 있다.,"protection, security, coverage, preparedness, risk management",event
라이선스가 유효하게 유지된다.,"approval, validation, authorization, continuation, permission",event
매수인의 진술보증이 정확하다.,"verification, accuracy, assurance, confirmation, compliance",event
경영권이 이전된다.,"succession, transition, authority change, leadership, control transfer",event
예측이 이루어진다.,"anticipation, forecasting, inference, estimation, expectation",event
합리적 가정이 수립된다.,"assumption, reasoning, formulation, deduction, hypothesis",event
권리를 포기한 것이 아니다.,"declaration, assertion, clarification, statement, denial",event
부동산에 관한 다른 활동도 정상적으로 이루어진다.,"transaction, operation, business, management, commerce",event
제90조에서 추가 조정이 없다고 명시한다.,"legal process, regulation, clarification, amendment, legislation",event
2025년 1월 1일에 계약일자가 정해진다.,"agreement, scheduling, arrangement, planning, decision",event
공동비용을 균분한다.,"cost sharing, equal division, resource allocation, cooperation, fairness",event
계약 당사자들의 의무와 책임이 명확해진다.,"clarification, specification, obligation, responsibility, agreement, definition",event
"주당 매매가격은 금 일만원(₩10,000)으로 한다.","transaction, pricing, agreement, valuation, exchange",event
매매대금이 지급되지 않는다.,"breach, nonpayment, default, dispute, contract violation",event
특별조항은 진술보증 관련 사항과 하자담보 관련 사항을 포함한다.,"contract, agreement, assurance, guarantee, liability, responsibility",event
부록이 계약의 일부가 된다.,"agreement, inclusion, extension, incorporation, formalization",event
보완이 필요한 상황이 발생한다.,"problem, deficiency, improvement, correction, issue",event
매수인을 주주명부에 기재한다.,"registration, recordkeeping, ownership transfer, documentation",event
본 거래가 단순 주식 양도 방식으로 진행된다.,"transaction, transfer, ownership change, agreement, exchange",event
공동비용은 균분된다.,"cost sharing, allocation, distribution, fairness, equality",event
대금이 준비되어야 한다.,"payment, transaction, obligation, preparation, finance",event
물품의 원활한 공급이 이루어진다.,"distribution, logistics, supply, fulfillment, delivery",event
매수인은 거래 전 언제든지 정밀 실사를 수행할 수 있다.,"inspection, verification, due diligence, assessment, evaluation",event
대한민국 법률이 준거법이 된다.,"legal determination, jurisdiction, governance, legislation, regulation",event
각 당사자가 본 계약과 관련하여 취득한 비밀정보를 보호한다.,"confidentiality, protection, information security, secrecy, obligation",event
상계할 사유가 존재한다.,"compensation, justification, legal basis, dispute, claim",event
제46조 (공개 정보) 제공 정보는 정확하다.,"information disclosure, accuracy, transparency, compliance, verification",event
특별조항에 대해 등기우편이 아닌 방식의 통지는 효력이 없다.,"notification, legal process, communication, validity, regulation",event
운전자본 등의 변동이 발생한다.,"change, fluctuation, adjustment, finance, capital, variation",event
제7조의 적시 통지를 하지 못한 경우,"violation, breach, omission, noncompliance, notification failure",event
특별조항의 적용 범위가 명확해진다.,"clarification, interpretation, regulation, specification, legal process",event
각 당사자가 상대방에게 필요한 서류를 제출한다.,"document exchange, submission, cooperation, verification, communication",event
그 사항에 대해 면책된다.,"exemption, absolution, release, waiver, immunity",event
거래종결일이 도래한다.,"completion, finalization, settlement, closure, deadline",event
모든 권리가 완전히 이전된다.,"transfer, assignment, conveyance, relinquishment, ownership change",event
각 당사자는 본 계약과 관련하여 취득한 비밀정보를 보호한다.,"confidentiality, information protection, secrecy, obligation, contract compliance",event
이용자가 필요한 정보를 빠르게 얻을 수 있다.,"information access, efficiency, convenience, satisfaction, usability",event
제93조는 준거법을 대한민국 법률로 정한다.,"legal determination, jurisdiction, regulation, legislation, authority",event
거래가 이루어진다.,"exchange, transaction, negotiation, agreement, commerce",event
매도인이 매도 대금을 수령한다.,"payment, transaction, settlement, compensation, receipt",event
매도인은 주식회사 카파벤처스로 지정된다.,"designation, appointment, authorization, assignment, transaction",event
세금을 적시에 납부했다.,"납부, 이행, 책임, 준수, 신고",event
계약 당사자들이 계약서를 작성한다.,"합의, 문서화, 거래, 체결, 협상",event
시설이 존재한다.,"existence, presence, infrastructure, availability, establishment",event
매수인에 대한 통지는 이메일로 가능하다.,"notification, communication, agreement, transaction, contract",event
권리의무를 양도할 수 없다,"restriction, limitation, transferability, legal constraint, prohibition",event
노동법규를 준수한다.,"규정준수, 법집행, 권리보호, 윤리, 책임",event
기한이 도래한다,"expiration, deadline, time limit, due date, termination",event
중요 계약이 공개되었다.,"disclosure, revelation, announcement, transparency, negotiation",event
관련 권리를 행사할 수 없다.,"restriction, limitation, prohibition, disqualification, exclusion",event
새로운 브랜드를 개발하지 않는다.,"stagnation, continuity, strategy, maintenance, decision-making",event
진술보증을 위반한다.,"계약위반, 불이행, 법적책임, 신뢰손상, 법률분쟁",event
제42조에 따라 중요 계약이 공개된 것 외에는 없다.,"disclosure, regulation, compliance, transparency, governance",event
"""적시""의 정의는 ""일반조항""에만 적용된다.","legal interpretation, rule application, definition, regulation, scope",event
잔금 지급일이 도래한다.,"payment, settlement, transaction, deadline, obligation",event
중요한 소송이 없다.,"peace, stability, calm, inactivity, normalcy",event
하자담보 관련 사항도 특별조항이다.,"agreement, warranty, obligation, contract, legal provision",event
정보가 정확하다.,"accuracy, reliability, truthfulness, correctness, verification",event
협력한다.,"collaboration, teamwork, partnership, unity, cooperation",event
매수인은 매매주식의 완전한 소유권을 갖게 된다.,"ownership, acquisition, transfer, transaction, legal right",event
매수인이 완전한 권한을 보유한다.,"ownership, authority, control, empowerment, entitlement",event
성실히 이행한다.,"diligence, responsibility, commitment, perseverance, reliability",event
나머지는 유효하다.,"validity, acceptance, approval, confirmation, inclusion",event
"매매주식의 총 매매가격은 금 일천이백억원(₩120,000,000,000)으로 한다.","transaction, valuation, agreement, pricing, finance",event
권리의 불행사가 권리의 포기를 의미하지 않는다.,"legal principle, waiver, rights, interpretation, legal doctrine",event
공급망이 중단된다.,"disruption, shortage, interruption, crisis, instability",event
보험료를 납부한다.,"payment, transaction, obligation, coverage, financial management",event
"이 정의는 ""일반조항""에만 적용된다.","restriction, limitation, applicability, regulation, interpretation",event
기존 배당이 발생한다.,"distribution, payment, finance, allocation, entitlement",event
거래 구조가 결정된다.,"agreement, decision, negotiation, settlement, structure",event
모든 계약을 성실히 이행 중이다.,"fulfillment, obligation, responsibility, trust, diligence",event
매수인은 주식회사 람다홀딩스로 지정된다.,"designation, transaction, assignment, contracting, authorization",event
소유권 이전 절차가 진행된다.,"transfer, transaction, registration, legal process, ownership",event
경영을 적극적으로 지원한다.,"assistance, support, management, promotion, encouragement",event
관련 법규를 준수한다.,"compliance, regulation, legality, governance, conformity",event
제공 정보가 정확하다.,"accuracy, reliability, trustworthiness, validation, correctness",event
자산이 귀속된다.,"ownership, transfer, assignment, inheritance, succession",event
주식회사 람다홀딩스가 주식회사 뮤테크놀로지에 대한 매수인 역할을 한다.,"acquisition, investment, business transaction, ownership transfer, corporate action",event
매수인이 이를 매수함에 있어 필요한 제반 사항을 규정한다.,"contract, regulation, transaction, agreement, compliance",event
대리인을 선임할 수 있다.,"delegation, authorization, representation, appointment, empowerment",event
법령상 요구 또는 상대방 동의 시 비밀정보 보호 의무에 예외가 발생한다.,"disclosure, exemption, regulation, compliance, consent",event
잔금이 지급된다.,"payment, transaction, completion, settlement, fulfillment",event
매매대금을 확보했다.,"자금확보, 거래완료, 재정관리, 이익실현, 금융활동",event
각 당사자가 거래 비용을 부담한다.,"cost sharing, expense allocation, responsibility, agreement, negotiation",event
불가항력이 발생한다.,"inevitability, uncontrollability, force majeure, unpredictability, externality",event
세금을 적시 납부했다.,"납부, 이행, 준수, 책임, 성실",event
잔금 지급일이 정해진다.,"payment, scheduling, agreement, transaction, deadline",event
각 당사자에게 중요한 사항이 발생한다.,"incident, notification, significance, change, impact",event
특별한 사정이 있는 경우,"exception, circumstance, situation, condition, justification",event
개인정보보호법을 철저히 준수한다.,"compliance, regulation, protection, privacy, security",event
상대방의 동의 없이 계약의 권리와 의무를 양도할 수 없다.,"consent, assignment, contract, obligation, transfer, restriction",event
주식회사 카파벤처스와 주식회사 람다홀딩스가 2025년 1월 1일에 계약을 체결한다.,"agreement, partnership, contract signing, business deal, collaboration",event
효율적인 통지 시스템을 구축한다.,"system improvement, communication, optimization, development, management",event
손해배상액을 상계할 수 있다.,"compensation, offset, deduction, legal remedy, settlement",event
"매도인이 보유한 대상회사 발행 보통주식 12,000,000주를 매수인에게 매도한다.","transaction, transfer, sale, ownership change, stock deal, agreement",event
시너지가 발생한다.,"cooperation, synergy, interaction, collaboration, amplification",event
기간을 연장할 수 있다.,"extension, postponement, delay, flexibility, adjustment",event
요청 정보가 있다.,"request, inquiry, communication, information exchange, seeking",event
양 당사자가 본 계약의 이행에 있어 상호 선의와 신뢰를 바탕으로 성실히 협력한다.,"cooperation, trust, good faith, collaboration, integrity",event
"주당 매매가격을 금 일만원(₩10,000)으로 정한다.","valuation, pricing, agreement, transaction, finance",event
관련 권리가 자동 소멸한다,"termination, expiration, dissolution, cessation, nullification",event
손해가 발생한다.,"loss, damage, disadvantage, setback, misfortune",event
거래종결일이 된다,"completion, closure, finalization, agreement, settlement",event
이 통지만이 유효하다.,"notification, validity, communication, authorization, confirmation",event
기존 브랜드가 존재한다.,"existence, branding, continuity, legacy, identity",event
보상을 청구한다.,"compensation, claim, request, reimbursement, justice",event
매수인이 어떤 사항을 인지한다.,"awareness, realization, recognition, perception, understanding",event
상대방의 동의가 없다,"disagreement, conflict, refusal, dissent, opposition",event
제90조가 규정되었다.,"legislation, regulation, enactment, legal process, codification",event
양 당사자는 본 계약을 이행한다.,"agreement, execution, compliance, partnership, obligation",event
거래가 종결된다.,"completion, closure, agreement, resolution, finalization",event
규제 대응은 매수인 책임이다.,"compliance, responsibility, regulation, accountability, obligation",event
주식회사 람다홀딩스의 대표이사가 2025년 1월 1일에 서명한다.,"signing, authorization, decision-making, leadership, documentation",event
환경이 보호된다.,"conservation, preservation, sustainability, protection, improvement",event
통지 기한은 엄격히 해석된다.,"interpretation, notification, regulation, legal strictness, compliance",event
부채는 매도인에게 귀속된다.,"liability allocation, risk transfer, contract obligation, responsibility assignment",event
제26조(데이터)가 시행된다.,"implementation, enforcement, regulation, governance, compliance",event
일부 조항이 무효가 된다.,"invalidation, legal change, annulment, regulation, amendment",event
주식회사 카파벤처스가 주식회사 뮤테크놀로지에 대한 매도인 역할을 한다.,"business transaction, divestment, intermediary role, corporate action, sale",event
제85조가 시행된다.,"enactment, regulation, implementation, legislation, governance",event
필요한 지적재산권을 보유하고 있다.,"ownership, authorization, protection, compliance, rights",event
각 당사자는 중요한 사항 발생 시 상대방에게 적시에 통지해야 한다.,"notification, communication, obligation, information sharing, responsibility",event
직원을 고용한다.,"recruitment, onboarding, staffing, employment, selection",event
손해배상액을 산정한다.,"compensation, calculation, assessment, liability, evaluation",event
분쟁이 발생한다.,"conflict, confrontation, disagreement, escalation, tension",event
문서를 인도한다.,"transfer, delivery, exchange, transaction, communication",event
본 계약의 조항은 '일반조항'과 '특별조항'으로 구분된다.,"classification, differentiation, regulation, agreement, organization",event
완전한 합의를 구성한다.,"agreement, consensus, negotiation, resolution, settlement",event
매도인은 거래종결일에 매매주식의 완전한 소유권을 매수인에게 이전한다.,"ownership transfer, transaction, agreement, contract fulfillment, asset delivery",event
공개된 것 외 중요 계약이 없다.,"disclosure, transparency, agreement, confirmation, communication",event
공동비용이 발생한다.,"cost sharing, expense, collaboration, distribution, finance",event
기한을 엄수한다.,"punctuality, compliance, responsibility, discipline, commitment",event
"매도인이 대상회사가 발행한 보통주식 12,000,000주를 매수인에게 매도한다.","share transfer, transaction, sale, acquisition, investment, ownership change",event
기한을 엄수한다,"punctuality, compliance, responsibility, discipline, reliability",event
영업일이다,"workday, business, transaction, operation, commerce",event
문서를 작성한다.,"writing, documentation, creation, preparation, composition",event
회사는 추가적인 중요 부채가 존재하지 않는다.,"disclosure, assurance, finance, transparency, risk management",event
준거법이 정해진다.,"rulemaking, legislation, regulation, governance, standardization",event
매도인은 진술과 보증을 한다.,"representation, assurance, disclosure, affirmation, agreement",event
배상 한도가 매매대금의 25%로 제한된다.,"limitation, compensation, restriction, contract, liability",event
핵심 임직원이 계속 근무한다.,"retention, stability, continuity, loyalty, commitment",event
부록이 존재한다.,"addition, supplement, inclusion, extension, attachment",event
"""적시""의 정의가 다른 조항에는 적용되지 않는다.","interpretation, exception, application, legal definition, regulation",event
기존 브랜드를 사용한다.,"brand loyalty, consumption, preference, habit, familiarity",event
제63조가 적용된다.,"regulation, enforcement, compliance, legislation, governance",event
핵심 임직원의 근무 유지를 위해 노력한다.,"retention, loyalty, motivation, management, workforce, engagement",event
행정 사항이 있다.,"notification, announcement, communication, administration, information sharing",event
양 당사자는 본 계약을 체결한다.,"agreement, contract, negotiation, commitment, transaction",event
일부가 무효이다.,"invalidation, nullification, partiality, legal decision, judgment",event
공정하게 해석한다.,"judgment, interpretation, fairness, evaluation, decision-making",event
"하자담보 관련 사항(제29조, 제73조)도 특별조항이다.","contract terms, legal regulation, warranty, liability, agreement",event
라이선스가 발급된다.,"approval, certification, authorization, recognition, validation",event
"서면은 문서, 이메일, 기타 서면 형태를 포함한다.","communication, documentation, recordkeeping, correspondence, information exchange",event
등기 절차가 시작된다.,"legal process, registration, initiation, documentation, procedure",event
매수인은 이메일로 통지를 받을 수 있다.,"notification, communication, permission, agreement, information exchange",event
특별조항은 별도의 통지 규정을 따른다.,"notification, regulation, exception, compliance, agreement",event
본 계약은 해석된다.,"interpretation, agreement, legal process, understanding, clarification",event
연결재무제표에 포함된다.,"inclusion, consolidation, accounting, integration, reporting",event
"매매주식의 총 매매가격을 금 일천이백억원(₩120,000,000,000)으로 정한다.","transaction, pricing, agreement, valuation, contract",event
매매주식의 완전한 소유자가 된다.,"ownership, acquisition, possession, transaction, investment",event
3개월간 지원한다.,"assistance, support, sponsorship, duration, provision",event
해당 사건은 서울중앙지방법원에서 심리된다.,"judicial process, legal proceeding, court hearing, litigation, adjudication",event
법령상 요구 또는 상대방 동의가 있다.,"permission, compliance, consent, authorization, legality",event
양 당사자는 상호 선의와 신뢰를 바탕으로 한다.,"agreement, trust, cooperation, goodwill, collaboration",event
계약이 체결된다.,"agreement, commitment, negotiation, partnership, authorization",event
매수인이 인지한 사항은 진술보증에서 제외된다.,"disclosure, exception, exclusion, acknowledgment, negotiation",event
계약 당사자가 결정된다.,"agreement, determination, selection, designation, resolution",event
매수인이 주주로 인정된다.,"recognition, validation, membership, acquisition, ownership",event
주식이 양도된다.,"transfer, transaction, ownership change, asset movement, investment",event
계좌 정보를 통지한다.,"notification, communication, information sharing, banking, transaction",event
비밀정보 보호 의무에서 예외가 발생한다.,"disclosure, exception, confidentiality, information sharing, legal exemption",event
"""적시""란 별도 정의가 없는 한 3영업일 이내를 의미한다.","deadline, timing, business process, regulation, scheduling",event
문서가 안전하게 저장된다.,"preservation, security, archiving, protection, storage",event
운전자본 등의 변동에 따른 대금조정은 별도 합의에 따른다.,"negotiation, agreement, adjustment, settlement, contract",event
거래종결이 이루어진다.,"agreement, completion, transaction, closure, resolution",event
종결 확인서를 작성한다.,"completion, documentation, verification, closure, confirmation",event
시너지를 위해 협력한다.,"collaboration, partnership, teamwork, unity, synergy, cooperation",event
진술보증 위반에 대한 책임이 발생한다.,"법적책임, 계약위반, 손해배상, 위반행위, 분쟁",event
종결 장소를 정한다.,"decision, selection, agreement, planning, resolution",event
제3장 진술 및 보증이 시작된다.,"contract, agreement, declaration, assurance, commitment",event
계약 당사자가 약속을 한다.,"agreement, commitment, promise, obligation, negotiation",event
진술 및 보증에 대한 내용이 설명된다.,"explanation, clarification, legal discourse, contract interpretation, statement analysis",event
매수인은 거래 후 언제든지 정밀 실사를 수행할 수 있다.,"inspection, verification, due diligence, transaction, evaluation",event
매매대금은 전액 현금으로 지급된다.,"payment, transaction, cash, settlement, agreement",event
시설을 유지한다.,"maintenance, management, operation, upkeep, preservation",event
한국어본이 있다.,"translation, localization, language adaptation, multilingual support, accessibility",event
계약 당사자가 확정된다.,"agreement, confirmation, identification, designation, legal process",event
매매주식은 어떠한 제한도 없는 상태로 양도된다.,"transfer, transaction, ownership change, exchange, agreement",event
부동산 관련 계약은 정상적이다.,"transaction, agreement, legality, validation, compliance",event
2025년 1월 1일에 서명을 한다.,"agreement, commitment, initiation, documentation, ceremony",event
당사자 간에 매매주식의 매매와 관련한 모든 합의가 이루어진다.,"agreement, transaction, negotiation, settlement, contract",event
세무 문제가 발생하지 않았다.,"compliance, legality, safety, stability, avoidance",event
각자가 세금을 부담한다.,"taxation, contribution, fiscal responsibility, duty, payment",event
