node,conceptualized_node,node_type
대상회사는 개인정보보호법 등 데이터 보호 관련 법규를 완전히 준수한다.,"compliance, regulation, protection, governance, security",event
일관된 회계 기준이 정해졌다.,"standardization, regulation, agreement, formalization, unification",event
주식회사 델타인베스트먼트와 주식회사 엡실론그룹이 2025년 1월 1일에 계약을 체결한다.,"business agreement, partnership, contract signing, collaboration, corporate deal",event
이전의 모든 구두 또는 서면 합의가 대체되었다.,"contract change, agreement, replacement, negotiation, legal action",event
통지를 발송한다.,"notification, communication, informing, alert, correspondence",event
양 당사자가 본 계약을 체결한다.,"agreement, contract formation, commitment, negotiation, legal event",event
매도인의 진술보증 위반에 대한 하자담보책임은 거래종결일로부터 2년간 유효하다.,"legal obligation, warranty, contract, liability, breach, time limitation",event
거래종결이 당사자들이 합의한 날에 이루어진다.,"agreement, contract, settlement, execution, finalization",event
매도인은 매매주식에 대한 처분권한을 가진다.,"ownership, authority, rights, transaction, control",event
매도인은 제공한 모든 정보가 작성 당시 기준으로 정확함을 확인한다.,"verification, confirmation, assurance, disclosure, documentation",event
거래종결일은 제51조에 따라 주식 양도가 완료되는 날로 정의된다.,"contract completion, stock transfer, transaction finalization, legal definition, share ownership",event
중대한 하자의 판단은 제3조의 정의에 따른다.,"legal interpretation, regulation, definition, assessment, decision-making",event
제52조에 따른 이사회가 해산된다.,"dissolution, termination, governance, closure, reorganization",event
주주총회가 거래종결 후 30일 이내에 개최된다.,"meeting, decision-making, governance, scheduling, corporate action",event
대상회사가 보유한 모든 라이선스와 허가가 거래종결 후에도 유효하게 유지된다.,"유지, 검증, 승인, 보장, 유효성, 확인",event
매도인은 매매주식의 적법하고 완전한 소유자이다.,"ownership, legality, transfer, rights, transaction",event
각 당사자가 조건을 포기한다.,"waiver, agreement, concession, negotiation, compromise",event
매수인이 선임한 감사인이 감사 업무를 수행한다.,"inspection, verification, assessment, auditing, oversight, review",event
본 계약이 당사자 간의 모든 합의를 포함하게 되었다.,"agreement, contract formation, legal binding, consensus, finalization",event
본 계약이 당사자 간 완전한 합의를 구성한다.,"agreement, contract formation, legal commitment, negotiation, settlement",event
새로운 이사회가 매수인이 지명한 이사들로 구성된다.,"leadership change, governance, appointment, restructuring, management transition",event
거래종결 즉시 대상회사가 주주명부에 매수인을 기재한다.,"계약이행, 등재, 명의변경, 거래완료, 등록",event
매수인은 중대한 하자에 해당하지 않는 사항에 대해 매도인에게 책임을 물을 수 없다,"liability, responsibility, exemption, dispute, transaction",event
계약의 일부가 무효가 된다.,"invalidation, termination, modification, dispute, legal event",event
대상회사는 해당 법규를 준수한다.,"compliance, regulation, adherence, governance, conformity",event
매도인이 지정한 자가 이사회 해산 후 신규 이사회 구성 전까지 임시로 경영권을 행사한다.,"management, succession, transition, delegation, authority",event
매도인의 진술보증이 중요한 측면에서 정확하다,"진술, 보증, 확인, 신뢰, 검증",event
불가항력으로 인한 불이행은 면책된다.,"exemption, force majeure, liability, contract law, legal defense",event
"""중대한 하자""란 대상회사의 ""정상영업""에 실질적이고 부정적인 영향을 미치는 사항을 의미한다.","business disruption, material impact, negative influence, operational risk, impairment",event
정상영업 여부가 제11조의 정의에 따라 결정된다.,"decision, regulation, compliance, evaluation, authorization",event
대상회사의 기존 이사회가 거래종결과 동시에 자동으로 해산된다.,"dissolution, termination, governance change, restructuring, transition",event
정상영업 여부가 판단된다,"evaluation, judgment, decision, assessment, operation status",event
손해배상 책임 한도가 매매대금의 20%로 제한된다,"limitation, liability, compensation, restriction, contract, risk management",event
대상회사는 노동 관련 법규를 준수한다.,"compliance, regulation, labor law, governance, legal adherence",event
면책된다.,"exemption, immunity, absolution, release, protection",event
매수인은 대상회사의 모든 경영 정보에 무제한 접근할 수 있다.,"due diligence, information access, transparency, disclosure, investigation",event
손해배상 청구는 중대한 하자임을 입증하는 자료와 함께 해야 한다.,"litigation, compensation, evidence, dispute, legal process",event
제4장 거래종결이 시작된다.,"transaction, finalization, closure, agreement, completion",event
각 당사자는 자신의 비용을 부담한다.,"cost allocation, responsibility, self-payment, financial obligation, independence",event
진행 중인 연구개발 프로젝트가 있다.,"research, development, innovation, progress, experimentation, collaboration",event
양 당사자가 거래를 한다,"transaction, negotiation, exchange, agreement, cooperation",event
권리를 포기한다.,"renunciation, abandonment, forfeiture, surrender, relinquishment",event
임원이 이사회 승인을 받지 않는다.,"rejection, disapproval, decision-making, governance, authority",event
양 당사자가 상호 선의와 신뢰를 바탕으로 한다.,"agreement, cooperation, trust, goodwill, collaboration",event
이사회가 매수인이 지명한 이사들로 이루어진다.,"governance, appointment, delegation, management, representation",event
"매수인이 대상회사가 발행한 보통주식 15,000,000주를 매도인으로부터 매수한다.","stock acquisition, share purchase, investment, transaction, ownership transfer, business deal",event
부록과 별첨이 존재한다.,"documentation, attachment, supplementation, addition, reference",event
2025년 1월 1일에 계약이 체결된다.,"agreement, commitment, initiation, arrangement, legal event",event
매도인은 매수인이 요청하는 합리적인 추가 보증을 제공한다.,"agreement, negotiation, assurance, compliance, obligation",event
신임 이사의 선임은 주주총회 결의를 거친다.,"election, appointment, decision making, governance, corporate action",event
중대한 하자임을 입증하는 자료를 준비한다.,"증거수집, 입증, 자료준비, 주장, 문서작성",event
합리적인 가정에 기초하여 사업계획 및 예측을 성실하게 작성했다.,"planning, forecasting, diligence, business, rationality",event
대상회사가 매수인의 연결 재무제표에 포함된다.,"합병, 통합, 연결, 재무보고, 기업결합, 회계처리",event
재무적 손실이 발생한다,"loss, damage, risk, setback, reduction, adversity",event
"매도인이 보유한 대상회사 발행 보통주식 15,000,000주를 매수인에게 매도한다.","transaction, sale, transfer, acquisition, ownership change, share deal",event
중대한 하자로 인한 손해배상 책임 한도는 매매대금의 20%로 제한된다.,"limitation, liability, compensation, contract, restriction",event
매수인이 기존 직원의 근로조건을 유지한다.,"continuity, protection, negotiation, stability, agreement",event
대상회사가 당사자인 중요한 중재가 없다.,"arbitration, litigation, dispute resolution, legal process, contract negotiation",event
중요 계약의 존재 여부가 확인되었다,"confirmation, verification, agreement, discovery, validation",event
모든 통지는 등기우편 또는 이메일로 한다.,"communication, notification, documentation, correspondence, information exchange",event
"매매주식은 담보권, 제한, 부담도 없는 상태로 양도된다.","transfer, ownership, transaction, rights, encumbrance",event
거래종결일이 발생한다.,"계약, 종료, 거래, 마감, 완료",event
각 당사자가 1부씩 보관한다.,"distribution, agreement, documentation, recordkeeping, sharing",event
거래종결 후 부채가 발견된다.,"discovery, liability, risk, aftermath, obligation",event
정상영업에 영향을 미치지 않는다,"continuity, stability, operation, maintenance, business",event
실사 과정에서 일부 계약이 공개되었다.,"disclosure, transparency, revelation, auditing, reporting",event
이사회 해산과 재구성 사이에 공백이 발생한다.,"transition, gap, reorganization, discontinuity, governance",event
대상회사가 모든 중요한 계약을 위반한 사실이 없다.,"compliance, adherence, legality, integrity, performance",event
양 당사자는 성실히 협력한다.,"cooperation, collaboration, agreement, partnership, diligence",event
연간 2억원 이상의 중요 계약은 존재하지 않는다.,"contract status, financial disclosure, compliance, business reporting, transparency",event
양 당사자가 상호 협력한다.,"cooperation, collaboration, partnership, agreement, alliance",event
각 당사자는 본 거래와 관련하여 발생한 자신의 비용을 부담한다.,"cost-sharing, responsibility, expense allocation, self-payment, financial obligation",event
사업계획 및 예측이 합리적인 가정에 기초하여 작성되었다.,"planning, forecasting, justification, rationality, evaluation",event
기한이 정해져 있다,"limitation, deadline, constraint, restriction, expiration",event
대상회사는 주주명부에 매수인을 기재한다.,"registration, recordkeeping, ownership transfer, documentation, shareholder management",event
본 계약이 매매주식의 매매와 관련한 당사자 간의 모든 합의를 포함한다.,"agreement, contract, settlement, transaction, negotiation",event
데이터룸을 통해 정보가 공개된다.,"disclosure, transparency, revelation, information sharing, communication",event
거래종결 후 90일 내에 거래종결일 기준 운전자본을 조정한다.,"adjustment, post-closing, reconciliation, accounting, settlement",event
대상회사가 모든 환경 관련 법규를 준수하고 있다.,"compliance, regulation, environmental protection, governance, responsibility",event
진술보증 사항에 중요한 변경이 발생한다.,"disclosure, amendment, update, compliance, notification",event
기존 공급업체와의 관계가 동일 조건으로 유지된다.,"agreement, continuity, partnership, stability, contract",event
임시 경영자는 통상의 영업 범위 내에서만 권한을 행사할 수 있다.,"authority, limitation, management, responsibility, governance",event
모든 기한은 준수되어야 한다.,"compliance, regulation, obligation, punctuality, responsibility",event
임시 경영자는 매수인과 협의하여 진행한다.,"negotiation, management, collaboration, decision-making, business",event
양 당사자는 거래 과정에서 알게 된다.,"encounter, discovery, interaction, negotiation, connection",event
매수인이 매도인이 지정한 계좌로 매매대금을 송금한다.,"transaction, payment, transfer, settlement, remittance",event
각 당사자가 자신을 위한 조건을 포기한다.,"compromise, concession, negotiation, sacrifice, agreement",event
중대한 하자가 발생한다,"error, failure, crisis, malfunction, disruption",event
실사 과정에서 정보가 공개되었다,"disclosure, revelation, transparency, exposure, communication",event
매도인은 6개월간 경영 정상화를 적극 지원한다.,"support, cooperation, management, stabilization, transition",event
양 당사자는 거래 과정에서 알게 된 영업비밀을 외부에 누설하지 않는다.,"confidentiality, secrecy, protection, trust, obligation",event
신규 이사회가 구성된다.,"formation, organization, governance, restructuring, leadership",event
대상회사는 매수인의 연결 재무제표에 포함된다.,"회계처리, 통합, 연결, 재무보고, 기업결합",event
대상회사는 기존 브랜드와 상호를 계속 사용할 수 있다.,"brand retention, continuity, authorization, licensing, agreement",event
본 계약이 효력을 발생한다.,"contract formation, agreement, legal effect, activation, commencement",event
이전의 모든 구두 또는 서면 합의가 있었다.,"agreement, negotiation, contract, arrangement, understanding",event
거래 관련 공동 비용을 균등 분담한다.,"cost sharing, cooperation, fairness, resource allocation, collaboration",event
매도인은 그 사항에 대해 책임지지 않는다,"disclaimer, exemption, exclusion, limitation, waiver",event
감사인이 첫 회계연도의 감사를 수행한다.,"audit, verification, assessment, compliance, examination",event
이사회 승인을 받지 않은 임원은 적격 경영진으로 인정되지 않는다.,"disqualification, authority, governance, legitimacy, compliance",event
새로운 이사회가 구성된다.,"organization, governance, leadership, restructuring, decision-making",event
매도인은 중대한 하자에 해당하지 않는 사항에 대해 책임지지 않는다,"limitation, exemption, responsibility, liability, contract",event
진행 중인 세무분쟁이 존재하지 않는다.,"resolution, agreement, compliance, settlement, harmony",event
자산은 매수인에게 귀속된다.,"ownership, transfer, acquisition, assignment, allocation",event
재무제표가 중요한 측면에서 정확하다.,"accuracy, reliability, verification, assessment, evaluation",event
부록과 별첨이 본 계약의 일부로 규정된다.,"agreement, incorporation, documentation, supplementation, annexation",event
본 계약은 대한민국 법률에 따라 규율되고 해석된다.,"legal interpretation, regulation, jurisdiction, governance, law application",event
보상 절차가 개시된다.,"compensation, settlement, process, initiation, legal action",event
공동 비용을 균등 분담한다.,"cost sharing, distribution, equalization, cooperation, fairness",event
소송을 제기한다.,"litigation, dispute, conflict, legal action, justice",event
이사회가 일시적으로 존재하지 않는다.,"dissolution, suspension, vacancy, governance gap, inactivity",event
대상회사의 CSR 활동이 시작된다.,"social responsibility, community engagement, philanthropy, sustainability, corporate initiative",event
대리인이 선임된다.,"appointment, representation, delegation, substitution, authorization",event
대상회사는 모든 중요한 계약을 위반한 사실이 없다.,"compliance, legality, integrity, adherence, trustworthiness",event
하자가 발생한다,"malfunction, breakdown, defect, error, failure",event
의무를 이행하지 못한다.,"failure, negligence, omission, irresponsibility, noncompliance",event
천재지변 등 불가항력으로 인해 의무를 이행하지 못한다.,"force majeure, impossibility, exemption, contract frustration, nonperformance",event
한국어본이 우선한다.,"priority, preference, selection, decision",event
업계 표준과 과거 실적을 기준으로 삼는다,"evaluation, benchmarking, comparison, assessment, standardization",event
매수인은 기존 직원의 고용을 승계한다.,"employment succession, workforce transition, job continuity, labor transfer, personnel integration",event
서울중앙지방법원이 제1심 관할법원이 된다.,"judicial process, jurisdiction, legal ruling, court assignment, case allocation",event
실사 과정에서 연간 2억원 이상의 중요 계약이 공개되지 않았다,"disclosure, compliance, transparency, oversight, accountability",event
주식회사 델타인베스트먼트가 본 계약에 서명한다.,"agreement, contract signing, authorization, business transaction, formalization",event
제4장 거래종결의 각 조항이 적용된다.,"agreement, contract, enforcement, transaction, legal process",event
통지는 도달한 것으로 본다.,"notification, communication, legal effect, acknowledgement, confirmation",event
어느 당사자도 상대방의 사전 서면 동의 없이 본 계약상 권리의무를 제3자에게 양도할 수 없다.,"restriction, prohibition, contract, assignment, consent, approval",event
임원이 적격 경영진이 된다.,"promotion, selection, leadership, appointment, management",event
필요한 제반 사항을 규정한다.,"regulation, rulemaking, standardization, formalization, governance",event
비밀정보가 제3자에게 공개될 수 있다.,"disclosure, exposure, risk, leakage, vulnerability",event
나머지 부분은 유효하다.,"validation, approval, acceptance, confirmation",event
양 당사자가 서면으로 합의한다,"agreement, contract, negotiation, documentation, consensus",event
대상회사의 모든 중요 문서는 매수인에게 인도된다.,"document transfer, information sharing, disclosure, transaction, handover",event
각 당사자가 자신을 위한 거래종결 전제조건을 포기할 수 있다.,"waiver, negotiation, agreement, flexibility, condition removal",event
"""거래종결일""이 된다.","completion, finalization, closing, settlement, transition",event
대상회사가 당사자인 중요한 소송이 없다.,"disclosure, litigation, risk, compliance, transparency",event
일시적인 경영진 부재가 정상영업에 영향을 미치지 않는다.,"operation, management, continuity, stability, business",event
하자의 재무적 손실의 규모를 검토한다.,"evaluation, assessment, analysis, calculation, investigation, estimation",event
천재지변 등 불가항력이 발생한다.,"disaster, accident, crisis, uncertainty, inevitability, emergency, unpredictability",event
매수인이 즉시 완전한 경영권을 행사한다.,"takeover, authority transfer, control, acquisition, management",event
제51조에 따라 주식 양도가 완료된다.,"legal process, transfer, transaction, ownership change, compliance",event
본 계약이 한국어로 작성된다.,"contracting, documentation, language selection, agreement, formalization",event
공정하게 해석된다.,"judgment, fairness, interpretation, evaluation, neutrality",event
거래종결이 본 계약 체결일로부터 45일 이내에 이루어진다.,"계약이행, 거래완료, 기간준수, 일정관리, 법적절차",event
직간접적으로 50% 이상의 지분을 보유한다.,"ownership, control, investment, majority stake, governance",event
권리 불행사가 권리 포기로 간주되지 않는다.,"legal principle, rights protection, non-waiver, legal interpretation, procedural safeguard",event
거래종결이 합의된 장소에서 이루어진다.,"agreement, negotiation, transaction, settlement, decision",event
"운전자본, 순부채 등의 변동이 발생한다.","financial change, liquidity, capital flow, balance adjustment, asset management",event
매매주식에 대한 완전한 소유권이 매수인에게 이전된다.,"ownership transfer, transaction, acquisition, conveyance, legal transfer, possession, property rights",event
매도인은 거래종결 후 6개월간 경영 정상화를 적극 지원한다.,"support, transition, cooperation, stabilization, collaboration, assistance, post-sale integration",event
대상회사의 재무제표가 중요한 측면에서 정확하다.,"audit, verification, assurance, reliability, accuracy",event
부채가 추가로 발견된다.,"discovery, acquisition, collection, asset increase, financial event",event
거래가 종결된다,"completion, closure, agreement, finalization, settlement",event
대상회사의 재무제표가 한국채택국제회계기준에 따라 작성되었다.,"financial reporting, compliance, accounting, standardization, verification",event
제28조에 정한 기간 동안 진술보증이 유효하다.,"guarantee, validity, obligation, assurance, duration",event
규제가 변경된다.,"policy change, regulation, adjustment, governance, modification",event
성과에 따른 추가 대가 조정이 없다.,"evaluation, compensation, adjustment, fairness, performance",event
법령상 요구되거나 상대방의 서면 동의가 있는 경우는 예외로 한다.,"exception, consent, permission, regulation, agreement",event
양 당사자가 관련 등기 절차에 협력한다.,"agreement, cooperation, legal process, documentation, compliance",event
매도인은 매매대금 수령 계좌 정보를 통지한다.,"notification, transaction, communication, payment, instruction",event
일시적인 경영진 부재가 발생한다,"leadership vacuum, management gap, organizational disruption, transition, instability",event
사무실이 현재 상태로 유지 관리된다.,"maintenance, stability, management, preservation, continuity",event
대상회사에 대한 경영권과 통제권이 매수인에게 이전된다.,"ownership transfer, acquisition, control change, management shift, authority transition",event
이사회 재구성이 이루어진다.,"restructuring, governance, decision-making, leadership change, organization",event
제4장 거래종결 내용이 작성된다.,"document writing, contract, agreement, finalization, negotiation",event
기존 대표이사가 직무를 수행한다.,"leadership, management, authority, responsibility, governance",event
양 당사자는 거래 과정에서 알게 된 영업비밀을 보호한다.,"confidentiality, protection, secrecy, agreement, obligation",event
통지는 발송 후 3영업일이 경과하면 도달한 것으로 본다.,"notification, delivery, communication, assumption, timing",event
양 당사자가 거래종결 장소에 대해 합의한다.,"agreement, negotiation, decision, settlement, consensus",event
대상회사에 환경 관련 소송이나 분쟁이 없다.,"litigation absence, legal stability, environmental compliance, dispute avoidance, regulatory adherence",event
본 계약의 효력 발생을 위해 서명한다.,"agreement, authorization, validation, commitment, contract formation",event
본 계약을 대한민국 법률에 따라 해석한다.,"legal interpretation, governance, jurisdiction, contract law, regulation",event
서울중앙지방법원이 제1심 관할법원이 된다,"jurisdiction, designation, legal process, court assignment, authority",event
진행 중인 세무조사나 분쟁이 없다.,"compliance, stability, peace, order, regulation",event
주주총회가 개최된다.,"meeting, decision-making, governance, voting, discussion, organization",event
거래종결일 기준 90일이 경과한다.,"deadline, expiration, waiting, time passage, contract, period",event
매수인은 매매대금 전액을 자기자본으로 조달했음을 확인한다.,"verification, financing, confirmation, transaction, funding",event
매도인은 본 계약 체결일 및 거래종결일 현재 다음 사항이 진실하고 정확함을 진술하고 보증한다.,"contract, representation, warranty, assurance, legal statement",event
주식매매계약서가 작성된다.,"contracting, agreement, transaction, documentation, negotiation",event
본 계약 체결일 및 거래종결일에 진술과 보증의 대상이 된다.,"agreement, transaction, guarantee, confirmation, obligation",event
대상회사가 개인정보보호법 등 데이터 보호 관련 법규를 완전히 준수한다.,"규정준수, 법률이행, 데이터보호, 개인정보관리, 기업윤리",event
대상회사가 기존 브랜드와 상호를 계속 사용할 수 있다.,"continuation, licensing, branding, permission, business agreement",event
거래종결 전 선언된 배당이 매도인에게 귀속된다.,"allocation, entitlement, declaration, ownership, distribution",event
당사자 간 완전한 합의가 성립된다.,"agreement, consensus, contract, negotiation, understanding",event
매수인이 매매대금을 거래종결일에 전액 현금으로 지급한다.,"payment, transaction, settlement, fulfillment, exchange",event
3영업일이 경과한다.,"waiting, passing, time elapse, duration, process",event
대상회사는 법규 위반에 따른 제재를 방지할 수 있다.,"compliance, risk management, prevention, regulation, protection",event
매수인은 필요시 외부 전문가를 통한 정밀 실사를 수행할 수 있다.,"investigation, verification, evaluation, assessment, confirmation",event
정밀 실사 결과에 따라 매수인의 판단이 달라질 수 있다.,"decision making, evaluation, assessment, judgment, information analysis",event
대상회사의 모든 중요 문서는 거래종결 후 매수인에게 인도된다.,"document transfer, transaction completion, ownership change, information handover, legal process",event
진행 중인 세무조사가 존재하지 않는다.,"absence, inactivity, investigation, audit, status",event
제공된 대상회사의 재무제표는 한국채택국제회계기준에 따라 작성되었다.,"accounting, reporting, compliance, standardization, auditing",event
단순한 일시적 변동이나 업계 전반의 상황은 중대한 하자로 보지 않는다.,"judgment, evaluation, standards, exception, defect, industry",event
양 당사자는 거래 후 시너지 창출을 위해 적극 협력한다.,"cooperation, collaboration, partnership, synergy, alliance",event
사업 전망이 제공되었다.,"opportunity, prediction, information, guidance, planning",event
거래종결 후 자산이 발견된다.,"discovery, asset recovery, post-transaction, surprise, realization",event
본 계약이 체결되었다.,"agreement, authorization, transaction, commitment, validation",event
대상회사를 상대로 중요한 소송이 없다.,"legal status, litigation, dispute, risk assessment, compliance",event
제5장 거래종결 후 사항이 언급된다.,"follow-up, post-transaction, discussion, clarification, agreement",event
기한을 엄격히 준수해야 한다고 규정한다,"restriction, regulation, enforcement, compliance, deadline, obligation",event
대상회사의 핵심 임직원은 최소 1년간 근무를 유지하도록 노력한다,"employment, retention, commitment, obligation, workforce stability",event
대상회사가 사용하는 모든 부동산의 임대차계약은 유효하다.,"contract, validation, agreement, tenancy, legality",event
대상회사는 노동조합과의 단체협약을 위반한 바 없다.,"agreement, compliance, negotiation, labor relations, collective bargaining",event
대상회사가 사업과 관련된 모든 법령과 규정을 중요한 측면에서 준수하고 있다.,"compliance, regulation, governance, legality, conformity",event
공개된 모든 정보는 중요한 측면에서 정확하고 완전하다.,"verification, accuracy, completeness, transparency, disclosure",event
경영권 승계가 이루어진다.,"succession, inheritance, leadership transition, power transfer, authority change",event
