node,conceptualized_node,node_type
대상회사의 모든 중요 문서는 거래종결 후 매수인에게 인도된다.,"document transfer, information sharing, asset handover, transaction completion, legal process",event
대상회사의 정상영업에 영향이 미친다,"business disruption, operational impact, interference, instability, risk",event
공동 비용을 균등하게 분담한다.,"cost sharing, fairness, cooperation, equality, collaboration",event
서울중앙지방법원이 제1심 관할법원이 된다.,"jurisdiction, legal decision, court authority, judicial process, case assignment",event
본 계약은 이전의 모든 구두 또는 서면 합의를 대체한다.,"contract, agreement, replacement, supersession, legal event",event
대상회사가 사용하는 모든 부동산의 임대차계약은 정상적이다.,"contract, legality, compliance, leasing, transaction",event
중요 계약이 모두 실사 과정에서 공개되었다.,"disclosure, transparency, verification, audit, inspection",event
영업일이 된다,"business, commerce, operation, workday, service",event
본 계약은 한국어로 작성된다.,"agreement, documentation, communication, language, formality",event
중요한 소송이 대상회사를 상대로 제기되지 않았다.,"litigation, risk assessment, legal status, dispute, corporate safety",event
천재지변 등 불가항력이 발생한다.,"disaster, emergency, crisis, unpredictability, force majeure",event
권리를 행사하지 않는다.,"abstention, waiver, inaction, renunciation, passivity",event
대상회사는 거래종결 즉시 주주명부에 매수인을 기재한다.,"등록, 기록, 이전, 거래, 등재",event
신임 이사를 선임한다.,"appointment, selection, leadership, decision-making, governance",event
기존 대표이사가 주주총회 개최 전까지 직무를 수행한다.,"leadership, management, governance, responsibility, continuity",event
"주식의 상태에 담보권, 제한, 부담이 존재하지 않는다.","ownership, freedom, security, investment, legality",event
대상회사가 기존 브랜드와 상호를 계속 사용할 수 있다.,"brand retention, brand continuity, trademark use, brand identity, business agreement",event
취득세는 매수인이 부담한다.,"taxation, payment, obligation, transaction, responsibility",event
기한이 정해진다.,"deadline, time limit, restriction, scheduling, constraint",event
부록과 별첨이 본 계약의 조항과 동일한 효력을 가진다.,"contractual agreement, legal validity, equivalence, documentation, authority",event
대상회사의 재무제표가 한국채택국제회계기준에 따라 작성되었다.,"회계처리, 재무보고, 기준적용, 감사, 공시",event
대상회사가 매수인의 연결 재무제표에 포함된다.,"consolidation, acquisition, integration, accounting, merger",event
매수인이 감사인을 선임한다.,"appointment, selection, evaluation, authorization, decision",event
매도인의 거래종결 의무가 발생한다.,"obligation, contract fulfillment, legal duty, transaction, responsibility",event
거래종결이 서울특별시에 위치한 양 당사자가 합의한 장소에서 이루어진다,"contract, agreement, negotiation, transaction, settlement",event
매도인은 기존 분쟁 해결에 필요한 모든 지원을 제공한다.,"assistance, cooperation, resolution, support, obligation",event
거래종결 후 90일 내에 거래종결일 기준 운전자본을 조정한다.,"settlement, adjustment, calculation, reconciliation, contract, finance",event
각 당사자가 자신을 위한 거래종결 전제조건을 포기할 수 있다.,"waiver, negotiation, flexibility, agreement, concession",event
임원이 적격 경영진이어야 한다.,"qualification, leadership, management, selection, suitability",event
거래종결일 기준 운전자본을 90일 내에 확정하고 조정한다.,"settlement, adjustment, negotiation, finalization, agreement",event
매수인의 거래종결 의무가 발생한다,"obligation, transaction, duty, fulfillment, contract",event
거래종결과 동시에 대상회사의 기존 이사회가 자동으로 해산된다.,"contract completion, dissolution, board termination, governance change, corporate restructuring",event
임시 경영자는 통상의 영업 범위 내에서만 권한을 행사한다.,"authority, limitation, business, management, restriction",event
생산시설과 사무실이 현재 상태로 유지 관리된다.,"maintenance, operation, preservation, management, continuity",event
성과에 따른 추가 대가 조정은 없다.,"compensation, adjustment, fairness, reward policy, work performance",event
진술보증 위반이 제3조의 '중대한 하자'에 해당한다,"contract breach, warranty violation, legal dispute, liability, contractual defect",event
신임 이사가 선임된다.,"appointment, leadership, promotion, selection, management",event
제공된 모든 정보는 작성 당시 기준으로 정확하다.,"information sharing, communication, verification, data, reporting",event
매수인은 매매대금 전액을 자기자본으로 조달했다.,"financing, investment, payment, funding, capital allocation, ownership",event
성과에 따른 추가 대가 조정이 없다.,"compensation, adjustment, reward, evaluation, fairness",event
대상회사는 재무제표를 한국채택국제회계기준에 따라 작성한다.,"financial reporting, accounting, compliance, standardization, regulation",event
계약이 체결된다,"agreement, transaction, negotiation, partnership, arrangement",event
외부 전문가를 통한 정밀 실사가 수행된다.,"inspection, evaluation, assessment, verification, auditing",event
배당이 매도인에게 귀속된다.,"allocation, entitlement, transfer, ownership, distribution",event
매수인은 기존 직원의 고용을 승계한다.,"employment transfer, succession, workforce continuity, labor transition, staff retention",event
양 당사자가 본 계약을 이행한다.,"agreement, fulfillment, obligation, cooperation, transaction",event
재무제표가 중요한 측면에서 정확하다.,"accuracy, reliability, validation, assessment, evaluation",event
대상회사에 대한 경영권과 통제권이 매수인에게 이전된다.,"acquisition, transfer, control, ownership, authority",event
하자가 중대한 하자인지 판단한다,"assessment, evaluation, judgment, analysis, decision-making",event
중요한 부정적 변동이 없다,"stability, maintenance, consistency, calmness, continuity",event
매수인은 기존 직원의 근로조건을 유지한다.,"contract, employment, agreement, obligation, continuity, protection",event
대상회사가 사용하는 모든 부동산의 임대차계약이 유효하다.,"contract validation, legal assurance, property agreement, compliance, certification",event
일시적인 경영진 부재가 발생한다,"leadership gap, management vacuum, disruption, organizational change, transition",event
양 당사자는 관련 등기 절차에 협력한다.,"cooperation, agreement, legal process, documentation, procedure",event
부록과 별첨이 존재한다.,"documentation, attachment, addition, supplement, annexation",event
계약을 해석한다,"interpretation, analysis, understanding, clarification, negotiation",event
기한을 어길 수 없다.,"deadline, obligation, time management, responsibility, punctuality",event
중요한 진술보증이 제28조에 정한 기간 동안 유효하다.,"계약, 보증, 유효기간, 조항, 법률, 보장",event
매도인은 추가 보증을 제공한다.,"guarantee, assurance, contract, obligation, security",event
매수인이 정보 접근권을 가진다.,"access, authorization, permission, information rights, control",event
"운전자본, 순부채 등이 변동된다.","financial change, liquidity management, asset adjustment, debt fluctuation, capital movement",event
대상회사가 당사자인 중요한 소송이 존재하지 않는다.,"litigation, legal status, disclosure, compliance, risk assessment",event
거래종결 후 발견된 부채가 매도인에게 귀속된다.,"책임귀속, 채무이전, 거래종결, 법적분쟁, 위험부담",event
모든 통지는 등기우편 또는 이메일로 한다.,"communication, notification, correspondence, documentation, delivery",event
양도소득세는 매도인이 부담한다.,"taxation, obligation, responsibility, payment, ownership",event
본 계약을 2부 작성한다.,"agreement, documentation, contract, formalization, record-keeping",event
임원이 적격 경영진으로 인정되지 않는다.,"disqualification, rejection, evaluation, leadership, management",event
복구 가능성이 고려된다,"recovery, restoration, evaluation, feasibility, assessment",event
객관적이고 합리적인 기준이 적용된다.,"judgment, standardization, fairness, rationality, objectivity, evaluation",event
계열회사가 된다,"restructuring, affiliation, integration, acquisition, consolidation",event
양 당사자가 등기 절차에 협력한다.,"cooperation, agreement, legal process, documentation, registration",event
"""중대한 하자""란 의미가 성립한다.","definition, interpretation, legal concept, qualification, agreement",event
양 당사자는 그 영업비밀을 보호한다.,"protection, confidentiality, agreement, responsibility, obligation",event
모든 기한이 엄격히 준수된다.,"compliance, punctuality, discipline, regulation, order",event
각 당사자는 자신을 위한 거래종결 전제조건을 포기할 수 있다.,"contractual waiver, negotiation, legal action, agreement, decision-making",event
상대방이 손해배상을 청구한다,"dispute, compensation, litigation, claim, demand",event
행정적 사항이 발생한다.,"administration, management, regulation, procedure, governance",event
매도인이 진술하고 보증한다,"representation, assurance, commitment, guarantee, transaction, declaration",event
본 계약은 어느 일방에게 유리하게 해석되지 않는다.,"fairness, neutrality, interpretation, equality, contract law",event
각 당사자가 계약서 1부씩 보관한다.,"agreement, documentation, recordkeeping, contract management, archiving",event
신임 이사의 선임은 주주총회 결의를 거쳐야 한다.,"appointment, decision-making, governance, authorization, leadership transition",event
단순한 일시적 변동이나 업계 전반의 상황은 발생한다.,"change, fluctuation, trend, occurrence, industry shift",event
대상회사는 모든 세금을 적시에 신고했다.,"compliance, reporting, taxation, responsibility, administration",event
이사회가 제52조에 따라 해산된다.,"dissolution, termination, governance, legal process, organizational change",event
모든 부록과 별첨이 본 계약의 일부를 구성한다.,"integration, inclusion, agreement, documentation, annexation",event
양 당사자는 본 계약을 체결한다.,"agreement, contract, negotiation, commitment, partnership",event
매도인이 책임지지 않는다,"disclaimer, exemption, waiver, liability, avoidance",event
매수인이 실사 권한을 행사한다.,"inspection, verification, due diligence, authority exercise, evaluation",event
사무실은 현재 상태로 유지 관리된다.,"maintenance, preservation, management, stability, operation",event
매수인은 외부 전문가를 통한 정밀 실사를 수행할 수 있다.,"investigation, verification, assessment, evaluation, due diligence",event
연구개발 프로젝트가 중단 없이 계속된다.,"progress, continuity, persistence, innovation, advancement",event
매도인은 경영 정상화를 적극 지원한다.,"support, cooperation, recovery, management, assistance",event
거래종결일이 된다,"completion, finalization, agreement, confirmation, closure",event
부록과 별첨이 본 계약의 일부를 구성한다.,"agreement, inclusion, supplementation, documentation, annexation",event
"매매주식이 담보권, 제한, 부담 없이 양도된다.","transfer, transaction, ownership, freedom, security, exchange",event
거래종결일 기준 운전자본을 확정하고 조정한다.,"settlement, adjustment, calculation, negotiation, finance",event
임원이 이사회 승인을 받는다.,"authorization, approval, governance, decision-making, supervision",event
연간 2억원 이상의 중요 계약이 존재하지 않는다.,"contract, disclosure, reporting, compliance, confirmation",event
손해배상 청구는 서면으로 해야 한다.,"legal action, claim, documentation, procedure, compensation",event
대상회사는 모든 중요한 계약을 위반한 사실이 없다.,"compliance, legality, integrity, fulfillment, adherence",event
매수인이 매매대금 전액을 자기자본으로 조달했음을 확인한다.,"verification, financing, payment, confirmation, ownership",event
재무 정보의 작성 기준이 일관성을 갖게 되었다.,"standardization, consistency, regulation, improvement",event
양 당사자는 최대한의 성실함으로 계약을 이행한다.,"performance, obligation, compliance, agreement, trust, responsibility",event
대상회사의 모든 보험계약이 거래종결일 현재 유효하다.,"validation, confirmation, compliance, assurance, verification",event
중요한 의사결정은 매수인과 협의하여 진행한다.,"negotiation, decision making, consultation, collaboration, agreement",event
적격 경영진이 회사를 관리한다,"management, leadership, supervision, governance, organization, oversight",event
각 당사자는 진술보증 사항에 중요한 변경이 발생할 경우 즉시 상대방에게 통지한다.,"notification, disclosure, communication, obligation, transparency",event
양 당사자는 시너지 창출을 위해 적극 협력한다,"collaboration, partnership, cooperation, alliance, teamwork, synergy",event
부채가 추가로 발견된다.,"discovery, acquisition, increase, finding, accumulation",event
거래종결은 서울특별시 소재 양 당사자가 합의한 장소에서 이루어진다.,"agreement, negotiation, settlement, transaction, decision",event
매매의 조건이 설정된다.,"agreement, negotiation, transaction, contracting, arrangement",event
대상회사는 사업 운영에 필요한 모든 지적재산권을 적법하게 보유한다.,"compliance, ownership, authorization, legal protection, intellectual property",event
양 당사자가 거래 시너지 실현을 위해 상호 협력한다.,"collaboration, partnership, cooperation, synergy, alliance, joint effort",event
거래가 발생한다.,"exchange, transaction, interaction, commerce, negotiation",event
대상회사가 모든 환경 관련 법규를 준수하고 있다.,"compliance, regulation, adherence, governance, responsibility",event
거래종결이 발생한다.,"종결, 완료, 변화, 종료, 이행, 합의",event
거래 관련 공동 비용을 균등 분담한다.,"cost sharing, cooperation, fairness, distribution, agreement",event
매도인은 거래종결일에 매매주식에 대한 완전한 소유권을 매수인에게 이전한다.,"ownership transfer, transaction, completion, delivery, agreement, exchange",event
거래에 관련된 공동 비용이 발생한다.,"cost sharing, transaction, collaboration, expense, cooperation",event
대상회사가 사용하는 모든 부동산의 임대차계약이 정상적이다.,"compliance, verification, regulation, legality, contract review, property management",event
중대한 하자가 발생한다.,"problem, malfunction, error, breakdown, crisis, issue",event
본 계약을 수정하거나 변경한다,"modification, amendment, agreement, negotiation, adjustment",event
본 계약의 효력 발생을 위해 아래와 같이 서명한다.,"agreement, authorization, validation, commitment, confirmation",event
30일 이내에 주주총회를 개최한다.,"decision-making, governance, meeting, organization, resolution",event
법령상 요구되거나 상대방의 서면 동의가 있는 경우는 예외로 한다.,"exception, consent, regulation, compliance, authorization",event
일방이 정당한 사유 없이 거래종결을 거부한다.,"거래거부, 계약불이행, 분쟁, 거래중단, 신뢰위반",event
매수인이 거래종결 전후 언제든지 대상회사의 경영 상태를 점검할 수 있다.,"inspection, monitoring, evaluation, oversight, due diligence, assessment",event
3영업일이 경과한다.,"waiting, passage, duration, delay, time",event
대상회사의 핵심 임직원이 최소 1년간 근무를 유지하도록 노력한다,"employment, retention, commitment, continuity, obligation",event
"매도인은 주권, 주주명부, 이사회 결의서 등 필요 서류를 인도한다.","document delivery, transaction, legal process, transfer, compliance",event
매도인은 거래종결일로부터 3년간 대상회사와 경쟁하는 사업을 영위하지 않는다.,"non-compete, restriction, agreement, contract, compliance",event
주식회사 델타인베스트먼트의 대표이사가 계약서에 서명한다.,"agreement, authorization, leadership, commitment, business transaction",event
업계 표준과 과거 실적이 존재한다,"benchmarking, comparison, evaluation, performance, standardization",event
대상회사가 당사자인 중요한 행정절차가 존재하지 않는다.,"absence, nonexistence, procedure, administration, legality",event
어느 당사자가 본 계약상 권리의무를 제3자에게 양도한다.,"assignment, transfer, delegation, succession, agreement",event
대상회사가 통상의 사업활동을 수행한다.,"operation, business, activity, commerce, management, routine, process",event
양 당사자가 계약을 최대한의 성실함으로 이행한다.,"contract performance, good faith, obligation, compliance, trust",event
매수인은 미지급 대금과 상계할 수 있다.,"compensation, settlement, setoff, payment, legal right",event
매수인이 이에 대응한다.,"response, negotiation, transaction, interaction, reaction",event
거래종결일이 발생한다.,"closing, settlement, finalization, completion, transaction",event
주식회사 델타인베스트먼트가 주식회사 제타시스템즈를 대상으로 계약을 체결한다.,"contracting, agreement, partnership, transaction, business negotiation",event
이 통지는 본 계약에 따른 모든 통지이다.,"notification, communication, correspondence, legal process, agreement",event
매도인의 진술보증 위반에 대한 하자담보책임은 거래종결일로부터 2년간 유효하다.,"contract, warranty, liability, guarantee, agreement, duration, transaction",event
일시적인 경영진 부재는 정상영업에 영향을 미치지 않는다.,"business continuity, management absence, operational stability, leadership transition",event
계약 당사자가 상대방의 사전 서면 동의 없이 본 계약상 권리의무를 제3자에게 양도하는 것을 금지한다.,"restriction, transfer, assignment, prohibition, contract, obligation",event
정상영업 여부는 제11조의 정의에 따라 판단된다.,"judgment, evaluation, compliance, regulation, assessment",event
중대한 하자임을 입증하는 자료를 함께 제출한다.,"evidence submission, documentation, legal procedure, verification, dispute resolution",event
거래가 종결된다,"completion, closure, resolution, agreement, transaction",event
해석이 어느 일방에게 유리하게 되지 않는다,"fairness, neutrality, balance, impartiality, equality",event
"매도인이 대상회사 발행 보통주식 15,000,000주를 매수인에게 매도한다.","stock transaction, share transfer, equity sale, ownership change, investment",event
대한민국 법률이 존재한다.,"regulation, governance, authority, order, legality, control",event
매도인은 매매주식의 적법하고 완전한 소유자이다.,"ownership, legality, transaction, rights, property",event
데이터룸을 통해 정보가 공개된다.,"disclosure, communication, transparency, sharing, access",event
불가항력으로 인한 불이행이 발생한다.,"impossibility, nonperformance, disruption, obstacle, limitation",event
거래종결 전 배당이 선언된다.,"distribution, finance, allocation, transaction, declaration",event
매도인은 거래종결일까지 대상회사를 통상의 영업과정에 따라 운영한다.,"business operation, management, compliance, transaction, continuity",event
매도인이 지정한 계좌로 대금을 송금한다.,"payment, transaction, remittance, settlement, transfer",event
정상적으로 운영되고 있다.,"operation, function, maintenance, continuity, status",event
"대상회사는 사업과 관련된 모든 법령, 규정을 중요한 측면에서 준수하고 있다.","compliance, regulation, governance, legality, adherence",event
대상회사가 개인정보보호법 등 데이터 보호 관련 법규를 완전히 준수한다.,"compliance, regulation, protection, governance, adherence",event
각 당사자가 본 거래와 관련하여 비용을 부담한다.,"cost allocation, responsibility, financial arrangement, expense sharing, agreement",event
양 당사자가 서면으로 합의한다,"agreement, contract, negotiation, documentation, consent",event
계약상 권리의무의 양도가 허용되지 않는다.,"restriction, limitation, prohibition, contract law, transferability",event
대상회사는 계약 상대방으로부터 위반 통지를 받은 바 없다.,"notification, compliance, contract, communication, confirmation",event
손해배상 책임 한도가 매매대금의 20%로 제한된다.,"liability limitation, compensation, contract restriction, risk management",event
영업일은 대한민국의 은행이 정상 영업하는 날을 의미한다.,"business day, banking, financial transaction, service availability, operation day",event
대상회사는 기존 브랜드와 상호를 계속 사용할 수 있다.,"branding, licensing, continuity, permission, business arrangement",event
각 당사자는 본 계약과 관련하여 취득한 상대방의 비밀정보를 제3자에게 공개하지 않는다.,"confidentiality, secrecy, nondisclosure, protection, trust",event
재무적 손실이 발생한다,"loss, damage, setback, risk, crisis",event
대상회사에 환경 관련 소송이나 분쟁이 없다.,"legal status, compliance, dispute absence, environmental regulation, risk assessment",event
신규 이사회가 구성되기 전까지 매도인이 지정한 자가 임시로 경영권을 행사한다.,"delegation, management, transition, authority, appointment, interim",event
계약의 일부가 무효이다.,"무효화, 해지, 계약분쟁, 법적효력, 합의실패",event
어느 당사자가 상대방의 사전 서면 동의 없이 본 계약상 권리의무를 제3자에게 양도한다.,"contract, assignment, transfer, obligation, consent, authorization",event
중대한 하자는 대상회사의 정상영업에 실질적이고 부정적인 영향을 미치는 사항을 의미한다.,"risk, disruption, impact, materiality, impairment",event
하자가 발생한다,"breakdown, malfunction, defect, error, failure",event
제1장 총칙이 제시된다.,"introduction, establishment, declaration, regulation, foundation",event
규제가 변경된다.,"regulation, policy change, adjustment, governance, transformation",event
양 당사자가 서면 합의로 계약을 수정하거나 변경한다.,"contract amendment, agreement, modification, negotiation, legal process",event
매수인이 취득세를 부담한다.,"taxation, transaction, obligation, payment, acquisition",event
의무의 불이행이 발생한다.,"breach, violation, neglect, noncompliance, default",event
계약의 일부가 무효가 된다.,"무효화, 계약해지, 법적효과, 소멸, 변경",event
양 당사자가 종결 확인서를 작성하여 서명한다.,"agreement, confirmation, closure, documentation, validation",event
별도 합의가 없다.,"agreement, negotiation, settlement, decision, consensus",event
실사 과정에서 공개된 것 외에 연간 2억원 이상의 중요 계약은 없다.,"contract, disclosure, finance, agreement, transparency",event
대상회사가 보유한 모든 라이선스와 허가가 유효하게 유지되어야 한다.,"compliance, regulation, authorization, maintenance, validity",event
이전의 모든 구두 또는 서면 합의가 존재했다.,"agreement, contract, negotiation, arrangement, understanding",event
거래가 종결된다.,"contract, completion, settlement, agreement, closure",event
적절한 보상한도를 유지하고 있다.,"risk management, limitation, control, regulation, compliance",event
"대상회사의 정상영업에 미치는 영향, 재무적 손실의 규모, 복구 가능성 및 소요 기간을 고려한다","영향평가, 손실분석, 복구가능성, 기간산정, 재무평가",event
매도인이 거래종결 후 6개월간 경영 정상화를 적극 지원한다.,"support, collaboration, stabilization, transition, assistance",event
각 당사자는 자신의 비용을 부담한다.,"cost allocation, expense sharing, responsibility, independence, self-sufficiency",event
자산은 매수인에게 귀속된다.,"ownership, transfer, allocation, acquisition, assignment",event
면책된다.,"exemption, absolution, immunity, release, forgiveness",event
양 당사자는 최대한의 성실함을 보인다.,"good faith, sincerity, trust, cooperation, honesty",event
제4장 거래종결이 시작된다.,"agreement, negotiation, transaction, closure, initiation",event
매수인은 본 계약을 체결한다.,"contract signing, agreement, transaction, commitment, legal act",event
주식매매계약서가 작성된다,"contracting, agreement, documentation, transaction, negotiation",event
대상회사 제공 재무제표는 중요한 측면에서 정확하다.,"accuracy, verification, assessment, reporting, evaluation",event
주주총회에서 결의를 거친다.,"decision-making, approval, voting, governance, resolution",event
대상회사가 주식회사 제타시스템즈로 결정되었다.,"selection, decision, designation, corporate action, organizational change",event
본 계약과 관련된 분쟁이 발생한다,"dispute, conflict, disagreement, negotiation, legal issue",event
대상회사는 해당 지적재산권을 사용하여 사업을 운영할 수 있다.,"licensing, commercialization, operation, intellectual property, business activity",event
대상회사는 사업 운영에 필요한 모든 지적재산권을 사용할 권리를 가진다.,"authorization, licensing, intellectual property, legal rights, business operations",event
본 계약의 효력 발생을 위해 서명한다.,"agreement, validation, confirmation, authorization, formalization",event
각 당사자가 본 거래와 관련하여 발생한 자신의 비용을 부담한다.,"cost allocation, expense sharing, responsibility, financial arrangement, self-payment",event
본 계약의 효력이 발생한다.,"activation, initiation, effectiveness, commencement, enforcement",event
매도인은 처분권한을 가진다.,"authorization, ownership, rights, control, legal authority",event
거래종결이 이루어진다.,"completion, agreement, settlement, finalization, closure",event
제11조의 정의를 참고한다,"definition, clarification, explanation, legal interpretation, reference",event
진행 중인 연구개발 프로젝트가 있었다.,"research, innovation, development, experimentation, progress",event
매도인이 지정한 자가 임시로 경영권을 행사한다.,"delegation, management, authority transfer, temporary control, representation",event
매도인은 매매주식에 대한 처분권한을 가진다.,"ownership, authority, control, transaction, rights",event
"매수인이 매도인으로부터 대상회사 발행 보통주식 15,000,000주를 매수한다.","transaction, acquisition, investment, ownership transfer, stock purchase, business deal",event
매수인은 본 계약을 체결하고 이행할 완전한 권한과 능력을 보유한다.,"contracting, authorization, legal capacity, execution, agreement",event
상대방이 계약을 해제한다,"termination, cancellation, dissolution, agreement ending, contract resolution",event
거래종결 후 첫 회계연도의 감사는 매수인이 선임한 감사인이 수행한다.,"audit, appointment, financial review, compliance, oversight",event
2025년 1월 1일에 계약이 체결되었다.,"agreement, commitment, legal act, transaction, formality, initiation",event
거래종결 5영업일이 된다.,"completion, deadline, settlement, business process, transaction",event
대상회사가 보험계약의 적절한 보상한도를 유지하고 있다.,"risk management, compliance, financial protection, insurance adequacy, regulation",event
매수인이 매매대금을 준비한다.,"preparation, transaction, payment, finance, arrangement",event
매수인은 확정된 손해배상액을 미지급 대금과 상계할 수 있다.,"compensation, deduction, offsetting, settlement, legal right",event
"주당 매매가격을 일만원(₩10,000)으로 정한다.","pricing, valuation, transaction, agreement, financial decision",event
일관된 회계 기준이 정해졌다.,"standardization, regulation, harmonization, unification, establishment",event
본 계약에 따른 모든 통지는 등기우편 또는 이메일로 한다.,"notification, communication, agreement, documentation, correspondence",event
사업계획 및 예측이 합리적인 가정에 기초하여 성실하게 작성되었다.,"planning, forecasting, reasoning, diligence, preparation",event
당사자들은 관련 정보를 외부에 공개하지 않는다.,"confidentiality, secrecy, privacy, discretion, information control",event
정상영업에 영향을 미치지 않는다,"continuity, stability, operation, maintenance, unaffected",event
분쟁 해결이 필요하다.,"negotiation, mediation, reconciliation, resolution, compromise",event
대상회사는 모든 세금을 적시에 납부했다.,"tax compliance, responsibility, obligation, financial management, punctuality",event
대상회사는 법규 위반에 따른 제재를 받지 않는다.,"exemption, compliance, legality, leniency, regulation",event
본 계약 체결일 및 거래종결일 현재 다음 사항이 진실하고 정확하다,"confirmation, verification, accuracy, certification, truthfulness",event
하자가 중대한 하자에 해당하는지 판단한다.,"evaluation, assessment, decision-making, judgment, classification",event
매수인은 거래종결 전후 언제든지 대상회사의 경영 상태를 점검할 수 있다.,"due diligence, inspection, evaluation, assessment, verification, monitoring",event
매수인은 즉시 완전한 경영권을 행사할 수 있다,"ownership transfer, authority assumption, management control, power exercise, business acquisition",event
대상회사는 진행 중인 세무조사나 분쟁이 없다.,"compliance, stability, transparency, assurance, audit",event
중대한 하자로 인한 손해배상 책임 한도는 매매대금의 20%로 제한된다.,"liability, compensation, limitation, damages, contract",event
주식회사 델타인베스트먼트와 주식회사 엡실론그룹이 2025년 1월 1일에 계약을 체결한다.,"agreement, partnership, transaction, commitment, negotiation",event
양 당사자가 거래종결 시 종결 확인서에 서명한다.,"agreement, confirmation, documentation, completion, authorization",event
양 당사자는 상호 선의와 신뢰를 바탕으로 한다.,"trust, goodwill, agreement, cooperation, relationship",event
권리를 포기하지 않는다.,"assertion, resistance, perseverance, self-determination, autonomy",event
매도인은 6개월간 경영 정상화를 적극 지원한다.,"support, cooperation, management, recovery, assistance",event
대상회사는 개인정보보호법을 완전히 준수한다.,"compliance, regulation, data protection, privacy, legal adherence",event
매수인은 대상회사의 모든 경영 정보에 무제한 접근할 수 있다.,"information access, due diligence, transparency, disclosure, investigation",event
제5장은 거래종결 후 사항을 다룬다.,"contract, agreement, settlement, procedure, documentation",event
