node,conceptualized_node,node_type
확인서가 완성된다.,"completion, certification, documentation, verification, approval",event
핵심인력을 유지하기 위해 노력한다.,"retention, management, motivation, engagement, preservation",event
재무제표가 정확하다.,"accuracy, validation, transparency, reliability, auditing",event
제106조가 존재한다.,"existence, legislation, regulation, law formation, enactment",event
새 이사 선임한다.,"appointment, selection, leadership, management, decision-making",event
우호적 해결을 우선한다.,"conciliation, mediation, prioritization, agreement, diplomacy",event
매매주식을 거래종결일에 양도한다.,"transfer, transaction, settlement, conveyance, ownership change",event
주식회사 크사이인베스트가 주식회사 오미크론테크의 지분 또는 자산을 매수한다.,"acquisition, investment, ownership transfer, business transaction, capital movement",event
회계가 이루어졌다.,"transaction, settlement, calculation, bookkeeping, reconciliation",event
모든 진술과 보증이 계약 체결일과 거래종결일을 기준으로 한다.,"contracting, assurance, legal process, verification, agreement, transaction",event
대한민국 법률이 적용된다.,"jurisdiction, governance, regulation, authority, legality",event
나머지 조항은 유효하다.,"contract, validity, enforcement, agreement, clause",event
조정된 최종 매매가격을 지급한다.,"payment, transaction, settlement, agreement, compensation",event
성실히 이행한다.,"fulfillment, diligence, responsibility, commitment, dedication",event
매도인이 보유한 매매주식을 매도하고 매수인이 이를 매수한다,"transaction, exchange, trading, transfer, agreement",event
필요한 제반 사항을 규정한다,"regulation, stipulation, requirement, provision, establishment, framework",event
통지한다.,"notification, communication, announcement, information, reporting",event
새로운 주체가 경영을 담당한다.,"change, transition, management, leadership, responsibility, governance",event
"유동자산에는 현금, 매출채권, 재고자산 등이 포함된다","asset classification, liquidity, accounting, financial analysis, resource management",event
제45조가 존재한다.,"law, regulation, provision, governance, authority",event
법규가 존재한다.,"regulation, governance, control, order, organization",event
양 당사자가 본 계약의 체결에 있어 성실히 협력한다.,"cooperation, agreement, obligation, commitment, partnership",event
임원에 관한 규정이 있다.,"regulation, governance, policy, management, rules",event
주식회사 뉴파이낸스와 주식회사 크사이인베스트가 2025년 1월 1일에 계약을 체결한다.,"agreement, partnership, negotiation, collaboration, transaction",event
대한민국 법률을 적용한다.,"legal action, governance, regulation, jurisdiction, authority",event
제51조의 종결 절차가 진행된다.,"termination, procedure, conclusion, process, closure",event
운전자본은 유동자산에서 유동부채를 뺀 값으로 정의된다.,"calculation, definition, finance, accounting, measurement",event
"""거래종결일""이 된다.","completion, finalization, closure, termination, agreement",event
주식회사 크사이인베스트의 대표이사가 2025년 1월 1일에 서명한다.,"agreement, authorization, leadership, commitment, initiation",event
제43조의 거래종결일이 도래한다.,"completion, deadline, finalization, execution, settlement",event
매수인은 진술한다.,"statement, declaration, affirmation, communication, transaction",event
시너지가 발생한다.,"cooperation, synergy, collaboration, amplification, interaction",event
차입금이 10억 증가한다.,"financing, debt increase, borrowing, capital infusion, financial activity",event
서울에서 종결한다.,"termination, conclusion, closure, finalization, decision",event
세금 체납에 따른 불이익이 발생하지 않았다.,"noncompliance, exemption, leniency, consequence avoidance, regulation",event
2025년 1월 1일에 계약이 체결되었다,"agreement, signing, contract, legal event, commitment",event
R&D를 계속한다.,"innovation, development, progress, experimentation, advancement",event
개인정보를 보호한다.,"protection, privacy, security, confidentiality, safeguarding",event
소유자는 완전한 소유권을 보유한다.,"ownership, authority, control, possession, entitlement",event
본 계약은 매매주식의 매매와 관련한 당사자 간의 모든 합의를 포함한다.,"agreement, transaction, negotiation, contract, settlement",event
면책된다.,"exemption, immunity, absolution, waiver, release",event
부채가 증가한다.,"financial change, debt increase, liability, risk, burden",event
"매도인이 대상회사 발행 보통주식 10,000,000주를 매수인에게 매도한다.","transaction, sale, transfer, agreement, ownership change, equity deal",event
예측은 합리적이어야 한다.,"reasoning, judgment, logic, analysis, rationality",event
매도인이 보증한다.,"guarantee, assurance, responsibility, commitment, warranty",event
계약을 성실히 이행한다.,"obligation, fulfillment, compliance, responsibility, trust",event
차입금이 증가한다.,"borrowing, debt increase, financing, obligation, liability",event
배당 재원을 차입금으로 조달할 수 있다.,"financing, borrowing, funding, dividend, leverage",event
양 당사자가 본 계약을 체결한다.,"agreement, contract formation, legal act, negotiation, transaction",event
상대방 동의 없이 양도하다.,"transfer, assignment, violation, breach, unauthorized action",event
3년간 경쟁 사업이 금지된다.,"restriction, prohibition, competition, regulation, exclusivity",event
2025년 1월 1일이 된다.,"time passing, new beginning, transition, anticipation, celebration",event
공정하게 해석한다.,"interpretation, judgment, fairness, decision-making, analysis",event
제94조가 규정된다.,"legislation, regulation, enactment, governance, codification",event
충분한 자금을 확보했다.,"financing, funding, acquisition, preparation, resource securing",event
계약을 체결한다.,"agreement, negotiation, commitment, partnership, legalization",event
"유동부채에는 매입채무, 단기차입금 등이 포함된다","finance, liabilities, accounting, obligation, debt",event
시설을 유지한다.,"maintenance, management, operation, preservation, upkeep",event
"매수인이 매도인으로부터 대상회사 발행 보통주식 10,000,000주를 매수한다.","purchase, acquisition, transaction, investment, share transfer, ownership change",event
데이터를 처리한다.,"analysis, computation, processing, manipulation, transformation",event
보험 사고 발생 시 보상을 받을 수 있다.,"compensation, protection, risk management, security, financial support",event
차입금 증가를 2배수로 차감한다.,"debt adjustment, financial calculation, reduction, multiplication, accounting",event
영업비밀이 존재한다.,"confidentiality, secrecy, protection, exclusivity, information control",event
본 계약이 체결된다.,"agreement, contract, formalization, commitment, legal act",event
추가보장이 제공된다.,"protection, enhancement, support, improvement, security",event
최종 매매가격은 제14조의 조정 메커니즘에 따라 결정된다.,"price determination, negotiation, adjustment, transaction, agreement",event
주식의 상태가 제한 없이 양도 가능한 상태가 된다.,"transferability, liquidity, deregulation, freedom, accessibility",event
운전자본 금액이 변동될 수 있다.,"financial change, capital adjustment, liquidity, asset management, fluctuation",event
부록이 계약의 일부가 된다.,"agreement, incorporation, documentation, legal event, contract formation",event
대한민국의 은행이 정상 영업한다.,"operation, service, finance, transaction, stability",event
부록도 계약 일부이다.,"agreement, inclusion, documentation, contract, annexation",event
변경이 발생한다.,"transformation, transition, shift, adaptation, evolution",event
매도인이 다음 사항을 진술 보증한다.,"guarantee, assurance, declaration, representation, commitment",event
적절한 보험을 유지한다.,"risk management, protection, prevention, financial planning, security",event
손해배상을 해야 한다.,"compensation, liability, restitution, obligation, redress",event
거래비용을 각자 부담한다.,"cost sharing, expense allocation, responsibility, division, agreement",event
진술과 보증이 거래종결일 기준으로 평가된다.,"evaluation, assessment, verification, due diligence, compliance",event
제50조는 예측에 대해 규정한다.,"regulation, legislation, prediction, governance, legal framework",event
프로젝트를 원활하게 진행할 수 있었다.,"achievement, progress, success, collaboration, efficiency",event
매매가격에서 20억이 차감된다.,"discount, deduction, adjustment, negotiation, transaction",event
각 당사자는 상대방의 요청에 따라 추가로 필요한 서류를 제공한다.,"document exchange, cooperation, compliance, assistance, provision",event
직원의 고용이 승계된다.,"employment, succession, transfer, transition, continuity",event
매수인을 주주명부에 기재한다.,"registration, recordkeeping, ownership, documentation, transfer",event
"유동부채에는 매입채무, 단기차입금 등이 포함된다.","finance, liabilities, accounting, obligation, debt",event
거래종결이 이루어진다.,"agreement, completion, transaction, closure, fulfillment",event
부동산 임대차계약을 체결한다.,"agreement, transaction, negotiation, legal process, property, commitment",event
거래종결일이 된다.,"completion, finalization, closure, settlement, transition",event
통지를 이메일로 한다.,"communication, notification, messaging, informing, correspondence",event
계약의 해석은 대한민국 법률에 따른다.,"legal interpretation, jurisdiction, governing law, contract law, dispute resolution",event
환경법규를 준수한다.,"regulation, compliance, protection, preservation, responsibility",event
대리인을 선임할 수 있다.,"delegation, authorization, representation, appointment, agency",event
행정사항이 발생한다.,"administration, management, procedure, processing, documentation",event
고객 관계를 원만히 유지한다.,"relationship management, communication, trust building, cooperation, customer retention",event
직원 고용이 승계된다.,"employment, succession, transition, workforce, continuity",event
정보를 제공한다.,"communication, information sharing, reporting, explanation, interaction",event
주식회사 뉴파이낸스가 주식회사 오미크론테크의 지분 또는 자산을 매도한다.,"divestment, transaction, asset sale, ownership transfer, business restructuring",event
양 당사자는 성실히 협력한다.,"cooperation, collaboration, agreement, partnership, mutual effort",event
매수인에게 책임이 발생한다.,"obligation, accountability, liability, responsibility, duty",event
거래종결일이 도래한다.,"completion, deadline, closure, finalization, transaction",event
매도인의 조건으로 대금이 준비되어야 한다.,"payment condition, transaction requirement, obligation, contract term, prerequisite",event
배당이 이루어진다.,"distribution, allocation, payment, finance, disbursement",event
비밀이 유지된다.,"confidentiality, concealment, privacy, trust, protection",event
제93조가 적용된다.,"regulation, enforcement, compliance, governance, legal action",event
계약 해석이 필요하다,"dispute, interpretation, negotiation, clarification, understanding",event
통상 영업과정을 유지한다.,"business operation, routine, maintenance, continuity, management",event
문서를 인도한다.,"delivery, transfer, transaction, communication, exchange",event
서면으로 청구한다.,"request, application, communication, documentation, procedure",event
제104조가 규정된다.,"legislation, regulation, lawmaking, governance, codification",event
운전자본은 제77조에 정의된 바에 따른다.,"definition, regulation, legislation, clarification, legal interpretation",event
추가로 발견된 자산이 있다.,"discovery, acquisition, asset identification, financial event, resource finding",event
일관된 기준을 적용했다.,"consistency, standardization, uniformity, fairness, objectivity",event
매매주식이 제한 없이 양도된다.,"trade, transaction, transfer, deregulation, exchange, ownership",event
제68조가 적용된다.,"application, enforcement, regulation, governance, compliance",event
제40조 적용된다.,"legal application, enforcement, regulation, compliance, legislation",event
직전 회계연도 말이 운전자본 계산의 기준일로 정해진다.,"accounting, financial reporting, standardization, calculation, regulation",event
시너지를 위해 협력한다.,"cooperation, collaboration, teamwork, alliance, partnership",event
가격 조정이 이루어진다.,"negotiation, adjustment, transaction, regulation, agreement",event
지적재산권이 적용된다.,"protection, regulation, ownership, restriction, authorization",event
모든 라이선스를 유효하게 유지한다.,"compliance, validation, maintenance, regulation, authorization",event
각 당사자가 자신의 비용을 스스로 지불한다.,"cost bearing, expense sharing, self-payment, financial responsibility, independence",event
불행사가 포기가 아니다.,"resilience, perseverance, adversity, optimism, endurance",event
"""영업일""이 된다.","business, operation, opening, commerce, service",event
거래종결일이 발생한다.,"completion, settlement, agreement, closure, transaction",event
조건을 포기한다.,"abandonment, relinquishment, sacrifice, surrender, decision-making",event
계약이 성립된다.,"agreement, formation, negotiation, commitment, transaction",event
"유동자산에는 현금, 매출채권, 재고자산 등이 포함된다.","재무, 회계, 자산관리, 분류, 평가",event
모든 가격 조정이 그 기준을 따른다.,"regulation, standardization, adjustment, conformity, governance",event
상계를 할 수 있다.,"negotiation, calculation, agreement, decision-making, resolution",event
진술보증이 정확해야 한다.,"verification, accuracy, compliance, assurance, obligation",event
상계가 가능하다.,"compensation, offset, reconciliation, adjustment, settlement",event
영업비밀이 보호된다.,"protection, confidentiality, security, secrecy, safeguarding",event
완전한 권리 이전된다.,"transfer, assignment, conveyance, authorization, ownership",event
분쟁해결 협력한다.,"cooperation, negotiation, mediation, agreement, reconciliation",event
합리적 예측이다.,"forecasting, reasoning, inference, estimation, judgment",event
기업이 사회적 책임(CSR)을 다한다.,"philanthropy, accountability, sustainability, ethics, contribution",event
기한을 엄수한다.,"punctuality, responsibility, discipline, commitment, time management",event
공급계약을 유지한다.,"contract, agreement, continuity, commitment, business",event
매수인 감사 선임한다.,"appointment, selection, designation, decision, governance",event
제1장 총칙이 명시된다.,"legislation, declaration, regulation, enactment, formalization",event
계좌정보를 알게 된다.,"acquisition, discovery, information access, awareness, financial data",event
보험을 적절하게 유지한다.,"risk management, financial protection, security, planning, prevention",event
하자담보가 거래종결일로부터 1년간 유효하다.,"contract, warranty, validity, duration, obligation, agreement",event
매매주식의 매매와 관련한 당사자 간의 모든 합의가 본 계약에 포함된다.,"계약체결, 합의, 거래, 법률관계, 약정",event
서명란에 대표이사가 서명한다.,"authorization, validation, approval, agreement, endorsement",event
문서를 준비한다.,"preparation, organization, planning, documentation, arrangement",event
공개 외 중요부채 없다.,"disclosure, transparency, announcement, communication, information",event
"""운전자본""의 의미가 정해진다.","definition, clarification, concept formation, terminology, understanding",event
제16조가 규정된다.,"legislation, regulation, governance, enactment, codification",event
진술과 보증이 계약 체결일 기준으로 평가된다.,"assessment, evaluation, contract, verification, legal review",event
부채는 매도인에게 귀속된다.,"allocation, assignment, responsibility, obligation, ownership",event
합리적 추가보장을 제공한다.,"insurance, protection, enhancement, improvement, benefit",event
양도가 불가하다.,"restriction, limitation, prohibition, exclusivity, inalienability",event
충분한 자금 확보했다.,"fundraising, acquisition, finance, resource securing, investment",event
환경법규를 준수한다,"규제준수, 보호, 책임, 지속가능성, 의무",event
공급이 이루어진다.,"distribution, provision, allocation, delivery, supply chain",event
가격이 상향 조정된다.,"increase, adjustment, inflation, escalation, change",event
제54조에 따라 장소가 결정된다.,"decision, designation, authorization, determination, assignment",event
보험이 만료된다.,"만기, 종료, 소멸, 변경, 갱신",event
권리를 행사하지 않았다.,"abstention, waiver, forbearance, inaction, omission",event
거래종결일에 대금을 지급한다.,"payment, transaction, fulfillment, settlement, obligation",event
라이선스가 유효하게 유지된다.,"maintenance, validation, authorization, continuity, approval",event
수정은 서면합의로 이루어진다.,"agreement, documentation, negotiation, consent, authorization",event
매도인이 진술한다.,"declaration, disclosure, representation, communication, transaction",event
신뢰를 쌓을 수 있다.,"bonding, relationship, trust-building, connection, cooperation",event
노동법을 준수한다.,"compliance, regulation, protection, fairness, governance",event
부채 증가분을 매매가격에서 차감한다.,"금융조정, 거래, 상계, 부채감면, 가격조정",event
서면합의가 이루어진다.,"agreement, negotiation, documentation, consent, settlement",event
권리가 이전된다.,"transfer, succession, assignment, delegation, transition",event
2024년 12월 31일 기준 운전자본을 목표로 삼는다.,"goal setting, planning, finance, target setting, management",event
운전자본 증감분은 매매가격에 100% 반영된다.,"finance, transaction, adjustment, valuation, calculation",event
매수인이 권한을 보유한다.,"authorization, ownership, entitlement, control, power",event
당사자 합의가 이루어진다.,"agreement, settlement, negotiation, consensus, resolution",event
차입금이 10억 증가할 때 20억을 차감한다.,"financial adjustment, debt management, accounting, transaction, offsetting",event
지원한다.,"application, participation, volunteering, enrollment, commitment",event
종결이 이루어진다.,"ending, completion, closure, resolution, finalization",event
서울중앙지방법원이 관할이 된다.,"jurisdiction, legal authority, court assignment, case allocation, administration",event
각자 세금을 부담한다.,"taxation, responsibility, payment, contribution, finance",event
인지 사항이 제외된다.,"exclusion, omission, exception, disregard",event
손해배상에서 상계가 가능하다.,"compensation, offsetting, legal process, dispute resolution, adjustment",event
조정된 최종 매매가격이 결정된다.,"agreement, negotiation, settlement, transaction, pricing",event
본 계약은 매도인의 매도와 매수인의 매수에 필요한 제반 사항을 규정한다.,"agreement, transaction, regulation, negotiation, contract",event
매도인이 보유한 매매주식을 매도한다,"trading, transaction, transfer, liquidation, divestment",event
대리 행위가 가능해진다.,"delegation, substitution, representation, agency, empowerment",event
제69조가 적용된다.,"legal action, enforcement, regulation, compliance, governance",event
중요 소송이 없다.,"stability, peace, inactivity, calmness, uneventfulness",event
경업금지 조항이 적용된다.,"restriction, regulation, competition, prohibition, enforcement",event
제52조가 적용된다.,"regulation, enforcement, compliance, legislation, governance",event
매도인은 거래종결 전 배당을 실시할 수 있다.,"distribution, entitlement, rights exercise, transaction, financial arrangement, corporate action",event
서명이 이루어진다.,"agreement, authorization, validation, commitment, confirmation",event
매매가격에서 해당 차입금 증가분의 2배가 차감된다.,"deduction, calculation, adjustment, finance, reduction",event
종결확인서를 작성한다.,"documentation, confirmation, completion, verification, administration",event
거래종결일은 본 계약 체결일로부터 정확히 90일 후로 정해진다.,"agreement, scheduling, deadline, contract, timing",event
목표 운전자본 대비 실제 운전자본의 차이를 조정한다.,"adjustment, optimization, correction, management, reconciliation",event
계약이 체결된다.,"agreement, transaction, negotiation, commitment, partnership",event
