node,conceptualized_node,node_type
재무제표가 정확하다.,"accuracy, verification, reliability, transparency, validation",event
"주당 매매가격은 금 일만원(₩10,000)으로 한다.","transaction, agreement, pricing, negotiation, contracting",event
필요시 조항을 보완한다.,"revision, amendment, adjustment, improvement, update",event
손해배상액을 상계할 수 있다.,"compensation, offset, adjustment, legal remedy, settlement",event
별도 합의에 따른다.,"agreement, negotiation, arrangement, consensus, decision",event
손해배상을 한다.,"compensation, restitution, settlement, remedy, reparation",event
손해배상 책임이 발생한다.,"compensation, liability, obligation, accountability, restitution",event
권리를 포기한 것은 아니다.,"reservation, assertion, rights, clarification, statement",event
부동산과 관련된 다른 절차도 정상적으로 진행된다.,"transaction, process, management, operation, completion",event
매수인 주식회사 람다홀딩스의 대표이사가 서명한다.,"authorization, agreement, endorsement, transaction, contract",event
특별한 사정이 있는 경우,"exception, circumstance, situation, consideration, allowance",event
대한민국의 은행이 정상 영업한다,"operation, business, finance, service, transaction",event
종결 장소를 정한다.,"decision, selection, agreement, planning, resolution",event
제19조의 적시 정의가 일반조항에만 적용된다.,"legal interpretation, regulation, application, statutory provision, legal principle",event
"하자담보 관련 사항(제29조, 제73조)도 특별조항이다.","legal regulation, contract clause, warranty, liability, compliance",event
나머지는 유효하다.,"유효성, 인정, 판단, 평가, 결과",event
R&D를 수행한다.,"innovation, experimentation, discovery, problem solving, advancement",event
거래종결일이 된다,"completion, finalization, closure, settlement, agreement",event
특별조항은 별도의 통지 규정을 따른다.,"notification, regulation, agreement, exception, compliance",event
운전자본을 조정한다.,"management, adjustment, optimization, resource allocation, finance",event
매매주식은 어떠한 제한도 없는 상태이다.,"freedom, deregulation, trading, autonomy, openness",event
매매대금은 거래종결일에 전액 현금으로 지급된다.,"payment, transaction, settlement, completion, transfer",event
노동 관련 분쟁이나 처벌을 예방할 수 있다.,"prevention, protection, risk reduction, conflict avoidance, compliance, safety",event
양 당사자가 상호 선의와 신뢰를 바탕으로 한다.,"agreement, trust, cooperation, mutual understanding, collaboration",event
영업일이 된다,"opening, business, commerce, operation, transaction",event
매도인은 다음 사항을 진술한다.,"declaration, statement, disclosure, representation, assertion",event
적절한 보험이 유지되고 있다.,"maintenance, security, protection, coverage, assurance",event
예측은 합리적 가정에 기초한다.,"inference, reasoning, assumption, logic, forecasting",event
필요한 지적재산권을 보유하고 있다.,"ownership, possession, rights, authorization, entitlement",event
주식회사 뮤테크놀로지가 대상회사가 된다,"acquisition, merger, ownership change, corporate event, business transaction",event
"매수인이 매도인으로부터 대상회사 발행 보통주식 12,000,000주를 매수한다.","stock acquisition, transaction, investment, ownership transfer, business deal",event
매수인의 진술보증이 정확하다.,"verification, assurance, confirmation, accuracy, representation",event
모든 라이선스가 유효하게 유지된다.,"validation, compliance, authorization, regulation, maintenance",event
주식매매계약서가 작성된다.,"contract signing, transaction, agreement, documentation, legal process",event
서울중앙지방법원이 관할이다.,"jurisdiction, authority, legal process, court system, governance",event
양 당사자가 성실히 협력한다.,"collaboration, partnership, cooperation, agreement, trust",event
양 당사자는 거래종결 후 일정 기간 동안 비밀유지 의무를 부담한다.,"confidentiality, obligation, agreement, restriction, secrecy",event
제79조가 존재한다.,"legislation, regulation, codification, governance, lawmaking",event
제106조가 있다.,"existence, legislation, regulation, provision, codification",event
서명한다.,"authorization, approval, agreement, confirmation, validation",event
상대방의 동의를 받는다.,"agreement, consent, approval, permission, cooperation",event
제106조를 공정하게 해석한다.,"interpretation, judgment, fairness, law, analysis",event
세금이 발생한다.,"obligation, payment, liability, imposition, finance",event
서울중앙지방법원이 관할 법원으로 지정된다.,"designation, jurisdiction, assignment, administration, regulation",event
법령상 요구 또는 상대방 동의 시 예외로 한다.,"exception, regulation, consent, compliance, legal provision",event
개인정보보호법을 철저히 준수한다.,"regulation, compliance, protection, governance, privacy, responsibility",event
각자가 세금을 부담한다.,"taxation, obligation, responsibility, contribution, payment",event
불가항력은 면책된다.,"exemption, liability, unforeseen event, legal principle, responsibility",event
부록이 계약의 일부가 된다.,"agreement, inclusion, binding, documentation, annexation",event
제공 정보가 정확하다.,"accuracy, validation, reliability, trustworthiness, correctness",event
불가항력이 발생한다.,"disaster, inevitability, accident, crisis, emergency",event
서면 합의가 이루어진다.,"agreement, negotiation, documentation, resolution, consent",event
매도인에 대한 통지는 등기우편으로만 유효하다.,"notification, communication, legal process, documentation, formality",event
계약을 체결했다.,"agreement, transaction, commitment, negotiation, partnership",event
경영권이 이전된다.,"succession, transition, takeover, authority transfer, leadership change",event
본 계약에서 필요한 제반 사항을 규정한다.,"regulation, agreement, stipulation, arrangement, governance",event
거래종결 후 운전자본을 조정한다.,"adjustment, management, reallocation, optimization, post-transaction, finance",event
매도인이 매수인에게 진술과 보증을 제공한다.,"agreement, assurance, disclosure, confirmation, negotiation",event
재무제표는 정확하다.,"accuracy, verification, reliability, auditing, assessment",event
3개월간 지원한다.,"assistance, support, aid, sponsorship, commitment",event
주식회사 카파벤처스의 대표이사가 2025년 1월 1일에 서명한다,"contract, agreement, authorization, endorsement, leadership, business",event
주식회사 카파벤처스와 주식회사 람다홀딩스가 계약 당사자가 된다,"agreement, partnership, business relationship, contract formation, collaboration",event
협력한다.,"collaboration, teamwork, alliance, partnership, cooperation",event
그 사람은 매매주식의 완전한 소유자가 된다,"acquisition, ownership, possession, transaction, investment",event
성과가 발생한다.,"achievement, success, result, accomplishment, progress",event
기한을 엄수한다.,"punctuality, responsibility, compliance, discipline, reliability",event
핵심 임직원의 근무 유지를 위해 노력한다.,"retention, motivation, management, loyalty, workforce",event
분쟁이 발생한다.,"conflict, dispute, confrontation, escalation, disagreement",event
매수인은 완전한 권한을 보유한다.,"authorization, ownership, control, entitlement, legal right",event
요청 정보를 신속히 제공한다.,"assistance, support, response, service, efficiency",event
통지 시스템이 신속한 의사소통을 보장한다.,"communication, notification, information sharing, efficiency, connectivity",event
손해를 배상한다.,"compensation, reparation, settlement, restitution, redress",event
양 당사자가 본 계약의 이행에 있어 상호 선의와 신뢰를 바탕으로 성실히 협력한다.,"협력, 신뢰, 성실, 상호작용, 계약 관계, 의무 이행",event
주식회사 카파벤처스가 주식회사 뮤테크놀로지의 지분을 매도한다.,"equity sale, investment, divestment, transaction, ownership transfer",event
매매대금을 확보했다.,"financing, transaction, acquisition, preparation, resource securing",event
대금조정을 진행한다.,"negotiation, adjustment, bargaining, agreement, transaction",event
부채가 추가로 발견된다.,"discovery, acquisition, increase, detection, accumulation",event
라이선스가 유효하게 유지된다.,"authorization, validation, continuation, permission, compliance",event
모든 거래 과정이 공정하게 진행된다.,"fairness, justice, transparency, trust, integrity",event
시너지가 발생한다.,"collaboration, synergy, cooperation, integration, amplification",event
거래가 이루어진다.,"exchange, transaction, negotiation, agreement, commerce",event
의무가 충실히 수행된다.,"fulfillment, responsibility, diligence, duty, obligation",event
수정한다.,"modification, correction, improvement, adjustment, revision",event
매매주식의 완전한 소유자가 된다.,"ownership, acquisition, possession, transfer, transaction",event
계좌가 생성된다.,"registration, initiation, onboarding, activation, enrollment",event
권리의무를 양도할 수 있다.,"transfer, delegation, assignment, obligation, authorization",event
양도가 허용되지 않는다.,"restriction, prohibition, limitation, regulation, control",event
적극적으로 경영을 지원한다.,"support, management, assistance, facilitation, leadership",event
누군가가 주식을 매매한다,"investment, trading, finance, speculation, risk-taking",event
계약이 체결된다.,"agreement, commitment, partnership, transaction, formalization",event
관련 법규가 존재한다.,"regulation, governance, control, compliance, restriction",event
노동법규를 준수한다.,"compliance, regulation, protection, legislation, enforcement",event
진술보증 및 하자담보 관련 사항이 특별조항으로 분류된다.,"legal classification, contract terms, warranty, liability, legal agreement",event
배상 한도가 매매대금의 25%로 제한된다.,"limitation, restriction, compensation, liability, agreement",event
각 당사자가 거래 비용을 부담한다.,"cost sharing, distribution, responsibility, agreement, transaction",event
통지 기한은 엄격히 해석된다.,"interpretation, regulation, deadline, limitation, compliance",event
인지한 사항이 면책된다.,"exemption, responsibility, awareness, legal process, notification",event
전제조건을 포기할 수 있다,"compromise, flexibility, negotiation, acceptance, adjustment",event
특별조항의 범위는 별도로 정한다.,"agreement, negotiation, specification, clarification, legal process",event
매매대금은 전액 현금으로 지급한다.,"payment, transaction, settlement, finance, agreement",event
자산이 귀속된다.,"ownership, transfer, succession, allocation, inheritance",event
양 당사자가 본 계약을 이행한다.,"agreement, fulfillment, transaction, cooperation, obligation",event
제2장 매매조건이 제시된다.,"negotiation, proposal, transaction, agreement, contracting",event
거래 비용이 발생한다.,"exchange, transaction, cost, expense, economic activity, negotiation",event
경영을 적극적으로 지원한다.,"assistance, support, facilitation, collaboration, empowerment",event
라이선스가 발급된다.,"authorization, certification, approval, permission, validation",event
중요한 소송이 없다.,"peace, stability, resolution, tranquility, inactivity",event
매수인은 매매대금을 매도인이 지정한 계좌로 송금한다.,"payment, transaction, remittance, banking, transfer",event
특별조항과 관련된 통지가 필요하다.,"notification, legal process, communication, obligation, compliance",event
중재가 이루어진다.,"negotiation, conflict resolution, intervention, agreement, mediation",event
매매대금을 현금으로 지급한다.,"payment, transaction, exchange, settlement, cash transfer",event
지적재산권이 필요한 상황이 존재한다.,"protection, regulation, ownership, authorization, legal rights, innovation",event
계약 당사자가 상대방 동의 없이 권리와 의무를 양도할 수 없다.,"contractual restriction, assignment, limitation, legal obligation, consent requirement",event
자산이 추가로 발견된다.,"discovery, acquisition, increase, expansion, surprise",event
매수인은 진술한다.,"declaration, statement, communication, negotiation, transaction",event
매수인은 정밀 실사를 수행할 수 있다.,"inspection, evaluation, verification, assessment, due diligence",event
운전자본 등의 변동에 따른 대금조정을 별도 합의에 따른다.,"negotiation, adjustment, agreement, contract, settlement",event
진술 및 보증에 관한 내용을 설명하는 장이 시작된다.,"legal process, disclosure, explanation, documentation, representation, contract negotiation",event
각 당사자가 중요한 사항 발생 시 상대방에게 적시에 통지한다.,"notification, communication, obligation, information sharing, duty",event
매도인은 3년간 경쟁 사업을 영위하지 않는다.,"restriction, prohibition, agreement, noncompete, contract",event
양 당사자가 상호 선의와 신뢰를 바탕으로 성실히 협력한다.,"cooperation, trust, goodwill, collaboration, partnership",event
공개된 것 외 중요 계약이 없다,"disclosure, transparency, agreement, business, announcement",event
특별한 사정이 있는 경우 기간을 연장할 수 있다.,"extension, exception, permission, allowance, approval",event
신속한 의사소통을 보장한다.,"communication, efficiency, assurance, coordination, connection",event
거래가 진행된다.,"exchange, negotiation, transaction, agreement, commerce",event
법적 책임을 면할 수 있다.,"exemption, immunity, avoidance, protection, exoneration",event
수정은 서면 합의로 이루어진다.,"agreement, negotiation, documentation, consent, authorization",event
제94조는 관할을 규정한다.,"regulation, jurisdiction, legislation, authority, governance",event
거래가 종결되기 전이다.,"negotiation, transaction, anticipation, decision-making, uncertainty",event
고용을 승계한다.,"succession, transition, inheritance, employment, continuity",event
완전한 합의를 구성한다.,"agreement, consensus, negotiation, resolution, collaboration",event
특별조항 관련 통지는 반드시 등기우편으로 해야 한다.,"notification, communication, documentation, formal process, compliance",event
매도인에게 귀속된다.,"ownership, transfer, assignment, entitlement, allocation",event
이메일로 통지가 가능하다.,"communication, notification, permission, information exchange, authorization",event
등기우편으로만 통지가 유효하다.,"communication, notification, regulation, restriction, validation",event
진술보증이 정확해야 한다.,"accuracy, compliance, verification, responsibility, assurance",event
세무 관련 의무를 정상적으로 이행했다.,"compliance, reporting, fulfillment, regulation, obligation",event
계약을 성실히 이행하고 있다.,"compliance, fulfillment, responsibility, diligence, trust",event
매매대금은 거래종결일에 전액 현금으로 지급한다.,"payment, transaction, completion, settlement, agreement",event
관련 법규를 준수한다.,"compliance, regulation, obligation, adherence, responsibility",event
시설이 노후된다.,"deterioration, aging, decay, degradation, obsolescence",event
매매주식의 완전한 소유권을 매수인에게 이전한다.,"ownership transfer, transaction, agreement, asset exchange, legal process",event
해당 사항은 진술보증에서 제외된다.,"exclusion, limitation, exception, contract, warranty",event
대금조정이 이루어진다.,"negotiation, adjustment, agreement, bargaining, settlement",event
제품이나 서비스의 공급이 원활하게 이루어진다.,"유통, 제공, 운영, 관리, 효율성",event
"매수인이 대상회사 발행 보통주식 12,000,000주를 매수한다.","investment, acquisition, transaction, share purchase, ownership transfer",event
중요 부채가 공개되었다.,"disclosure, revelation, transparency, accountability, announcement",event
제7조의 적시 통지를 하지 못한 경우 관련 권리가 자동 소멸한다.,"legal consequence, right expiration, forfeiture, compliance, notification",event
청구권이 소멸한다,"소멸, 종료, 만료, 권리변동, 법적효력상실",event
2025년 1월 1일이 도래한다.,"time passing, new beginning, transition, renewal, milestone",event
진술보증 위반에 대한 책임이 거래종결일로부터 2년간 유효하다.,"legal obligation, warranty, contract duration, liability, agreement",event
주식 양도가 완료된다,"transfer, transaction, ownership change, agreement, completion",event
등기에 협력한다.,"cooperation, legal process, agreement, assistance, documentation",event
반드시 등기우편으로 통지해야 한다.,"notification, communication, legal process, formality, documentation",event
거래종결일이 발생한다.,"completion, settlement, finalization, closure, agreement",event
양 당사자가 본 계약을 체결한다.,"agreement, contract formation, negotiation, legal process, partnership",event
공동비용이 발생한다.,"cost sharing, expense, collaboration, resource allocation, cooperation",event
비밀이 유지된다.,"confidentiality, concealment, privacy, trust, discretion",event
매매주식이 제한 없이 양도된다.,"transfer, transaction, deregulation, liquidity, exchange",event
조항을 보완한다.,"revision, amendment, improvement, modification, update",event
통지 기한은 엄격히 해석된다,"interpretation, notification, strictness, legal compliance, regulation",event
법령상 요구 또는 상대방 동의가 있다.,"consent, permission, compliance, legality, authorization",event
본 계약이 매매주식의 매매와 관련한 당사자 간의 모든 합의를 포함한다.,"agreement, contract, transaction, settlement, understanding",event
"""적시""는 별도 정의가 없는 한 3영업일 이내를 의미한다.","definition, clarification, regulation, time frame, business rules",event
기존 배당이 매도인에게 귀속된다.,"allocation, entitlement, distribution, ownership, rights",event
정보 제공 요청이 들어온다.,"request, inquiry, communication, interaction, notification",event
배상 한도를 매매대금의 25%로 제한한다.,"limitation, compensation, restriction, agreement, contract, liability",event
규제가 발생한다.,"restriction, limitation, intervention, control, governance",event
협력 당사자들이 행정 사항에 협력한다.,"collaboration, coordination, partnership, administration, teamwork",event
대금이 준비되어야 한다.,"preparation, arrangement, readiness, obligation, transaction",event
주식을 매수한다.,"investment, speculation, finance, trading, acquisition",event
데이터와 관련된 활동을 수행한다.,"analysis, processing, computation, management, evaluation",event
서면이 된다,"agreement, contract, documentation, formalization, approval",event
소송이 없다.,"harmony, agreement, peace, resolution, reconciliation",event
"주당 매매가격을 금 일만원(₩10,000)으로 정한다.","pricing, valuation, transaction, agreement, finance",event
본 계약은 매도인의 보통주식 매도와 매수인의 매수를 위한 제반 사항을 규정한다.,"transaction, agreement, regulation, exchange, contract",event
시설이 정상적으로 운영된다.,"operation, functioning, maintenance, management, stability",event
면책된다,"exemption, absolution, release, immunity, forgiveness",event
공급망이 안정적으로 운영된다.,"operation, stability, management, logistics, reliability",event
거래가 종결된다.,"contract completion, transaction, closure, agreement, finalization",event
제75조가 제정된다.,"legislation, enactment, lawmaking, governance, institution",event
변경 사항이 발생한다,"change, transition, alteration, adjustment, transformation",event
권리를 포기한 것으로 간주되지 않는다.,"waiver, forfeiture, assumption, legal interpretation, rights",event
필요가 발생한다.,"demand, necessity, requirement, motivation, trigger",event
"매도인이 보유한 대상회사 발행 보통주식 12,000,000주를 매수인에게 매도한다.","transaction, stock sale, share transfer, ownership change, investment, agreement",event
진술보증 위반에 대한 책임이 2년간 유효하다.,"liability, contract, warranty, duration, legal obligation",event
배상액이 매매대금의 25%를 초과하지 않는다.,"limitation, compensation, payment, restriction, contract",event
진술보증 위반 관련 통지를 놓친 경우,"위반, 실수, 통지, 책임, 누락, 분쟁, 계약",event
부채가 귀속된다.,"assignment, liability, obligation, transfer, debt",event
부동산 관련 계약은 정상적이다.,"agreement, transaction, legality, validation, compliance",event
본 거래가 단순 주식 양도 방식으로 진행된다.,"transaction, transfer, agreement, ownership change, exchange",event
효율적인 통지 시스템을 구축한다.,"system improvement, communication, notification, optimization, information sharing",event
진술보증 관련 사항(제31조-제50조)은 '특별조항'으로 분류된다.,"classification, regulation, legal provision, categorization, law",event
본 계약은 대한민국 법률에 따라 해석된다.,"legal interpretation, jurisdiction, contract law, governance, regulation",event
기존 권리자의 권리 행사가 불가능해진다.,"권리 소멸, 권리 제한, 권리 이전, 권리 변경, 권리 상실",event
제4장 거래종결이 시작된다.,"contract, closure, transaction, initiation, process",event
보상을 청구한다.,"compensation, request, claim, reimbursement, redress",event
시설을 유지한다.,"maintenance, management, upkeep, operation, preservation",event
자금을 확보했다.,"funding, acquisition, resource securing, financial support, investment",event
관련 권리가 자동 소멸한다,"expiration, termination, invalidation, discontinuation, annulment",event
매도인이 다음 사항을 진술하고 보증한다.,"warranty, representation, assurance, declaration, guarantee",event
종결이 확인된다.,"ending, confirmation, closure, finalization, verification",event
매도인은 다음 사항을 보증한다.,"warranty, assurance, agreement, commitment, obligation",event
전제조건의 이행 여부와 무관하게 다음 단계로 진행할 수 있다,"progression, bypass, flexibility, process, continuation",event
서울에서 종결한다.,"ending, closure, completion, resolution, finalization",event
모든 거래 과정은 공정하게 진행된다.,"fairness, transparency, integrity, trust, justice, regulation",event
분쟁 해결에 협력한다.,"cooperation, negotiation, mediation, reconciliation, collaboration",event
본 거래는 단순 주식 양도 방식으로 진행된다.,"transaction, transfer, ownership change, agreement, investment",event
모든 정보는 최선을 다해 준비되었다.,"preparation, readiness, completion, diligence",event
대리인을 선임할 수 있다.,"delegation, authorization, representation, appointment",event
상대방이 문서를 받는다.,"delivery, reception, communication, transaction, interaction",event
보험 계약이 체결되었다.,"agreement, contract, transaction, protection, commitment",event
모든 계약을 성실히 이행 중이다.,"fulfillment, responsibility, compliance, commitment, trust",event
보상 청구가 서면으로 이루어진다.,"compensation, documentation, claim, procedure, request",event
매도인은 거래종결일에 매매주식의 완전한 소유권을 매수인에게 이전한다.,"ownership transfer, transaction, completion, conveyance, legal event",event
제93조가 존재한다,"legislation, regulation, governance, authority, lawmaking",event
연결재무제표가 작성된다.,"consolidation, reporting, integration, accounting, data aggregation",event
제5장 거래종결 후 사항이 규정된다.,"regulation, finalization, closure, governance, procedure",event
법령상 요구 또는 상대방 동의 시 비밀정보 보호의 예외가 인정된다.,"disclosure, exception, compliance, confidentiality, consent",event
필요 서류를 인도한다.,"delivery, handover, transfer, documentation, transaction",event
문서를 작성한다.,"writing, documentation, creation, communication, organization",event
지명 이사를 선임한다.,"appointment, delegation, leadership, selection, administration",event
중요 계약이 공개되었다,"disclosure, announcement, revelation, communication, transparency",event
매도인 지정 계좌로 매매대금을 송금한다.,"transaction, payment, remittance, transfer, settlement",event
모든 거래 과정은 투명하게 진행된다.,"openness, accountability, fairness, honesty, trust",event
매도인 지정 계좌로 송금한다.,"payment, remittance, transaction, transfer, settlement",event
인지한 사항이 있다,"awareness, realization, cognition, understanding, perception",event
관할이 규정된다.,"regulation, jurisdiction, governance, authority, determination",event
진술보증 위반 관련 통지를 놓친 경우 청구권이 소멸한다.,"계약, 통지, 권리소멸, 법적절차, 책임",event
재무제표가 작성된다.,"회계, 기록, 보고, 정보제공, 평가",event
등기가 이루어진다.,"registration, documentation, certification, authorization, formalization",event
본 계약의 조항이 일반조항과 특별조항으로 구분된다.,"classification, differentiation, organization, stipulation, regulation",event
모든 정보가 최선을 다해 준비되었다.,"preparation, readiness, completion, organization, planning",event
문서를 인도한다.,"delivery, transfer, handover, communication, exchange",event
주식매매계약서를 작성한다.,"contract drafting, agreement, negotiation, documentation, transaction",event
기존 브랜드를 사용한다.,"brand loyalty, preference, selection, consumption, habit",event
권리를 행사하지 않는다.,"waiver, abstention, forfeit, inaction, relinquishment",event
CSR을 실천한다,"philanthropy, social responsibility, ethical action, community engagement, sustainability",event
"매매주식의 총 매매가격을 금 일천이백억원(₩120,000,000,000)으로 정한다.","transaction, agreement, valuation, pricing, contract",event
필요 서류를 준비한다.,"preparation, organization, documentation, planning, readiness",event
거래종결이 이루어진다.,"합의, 종료, 결정, 성사, 확정, 마무리",event
매매주식의 매매와 관련한 당사자 간에 합의가 있다.,"거래, 계약, 합의, 교환, 협상",event
공개된 것 외 중요 부채가 없다.,"disclosure, transparency, accountability, financial management, assurance",event
새로운 경영권 보유자가 경영을 담당하게 된다.,"leadership change, succession, management transition, authority transfer, governance, organizational shift",event
환경 법규를 준수한다.,"regulation, compliance, protection, preservation, responsibility",event
제68조가 적용된다.,"legal action, enforcement, regulation, compliance, adjudication",event
매수인이 어떤 사항을 인지한다.,"awareness, realization, recognition, perception, comprehension",event
비밀정보 보호 의무에 예외가 인정된다.,"disclosure, exception, confidentiality, legal duty, permission",event
정보가 정확하다.,"accuracy, correctness, verification, reliability, fact-checking",event
전환 지원이 3개월간 제공된다.,"assistance, support, transition, adaptation, service provision",event
시너지를 위해 협력한다.,"collaboration, teamwork, partnership, synergy, cooperation",event
기한이 도래한다.,"deadline, expiration, termination, time limit, due date",event
변경 사항이 발생하면 즉시 통지한다.,"communication, notification, reporting, response, information sharing",event
상계가 발생한다.,"settlement, reconciliation, adjustment, resolution",event
환경을 보호한다.,"conservation, preservation, stewardship, sustainability, responsibility",event
한국어본이 우선한다.,"priority, preference, selection, decision, hierarchy",event
거래 구조가 결정된다.,"negotiation, agreement, structuring, arrangement, decision",event
제93조의 준거법을 결정한다,"legal decision, law selection, rule application, jurisdiction, interpretation",event
이전의 경영권 보유자가 경영권을 상실한다.,"ownership transfer, power shift, authority loss, leadership change, succession",event
통지 기한이 정해져 있다,"deadline, notification, time limit, scheduling, procedure",event
매도인에게 통지를 보내야 한다.,"notification, communication, obligation, legal process, transaction",event
주식회사 람다홀딩스의 대표이사가 2025년 1월 1일에 서명한다,"agreement, authorization, leadership, execution, commitment",event
본 계약의 조항은 '일반조항'과 '특별조항'으로 구분된다.,"classification, differentiation, structuring, organization, division",event
당사자 간의 모든 합의가 본 계약에 포함된다.,"agreement, contract, negotiation, inclusion, legal arrangement",event
자산은 양호한 상태이다.,"financial assessment, stability, evaluation, asset quality, condition analysis",event
대한민국 법률에 따른다,"legal compliance, regulation, governance, adherence, jurisdiction",event
매수인이 주주로 인정된다.,"recognition, status change, membership, validation, legal acknowledgment",event
서면으로 청구한다.,"request, notification, documentation, communication, application",event
양 당사자는 거래종결 후 일정 기간 동안 경업금지 의무를 부담한다.,"agreement, restriction, obligation, noncompete, contract, compliance",event
권리의 소유자가 변경된다.,"transfer, succession, inheritance, assignment, ownership change",event
"매매주식의 총 매매가격은 금 일천이백억원(₩120,000,000,000)으로 한다.","transaction, pricing, agreement, valuation, finance",event
"""적시""란 별도 정의가 없는 한 3영업일 이내를 의미한다.","deadline, time limit, regulation, business process, compliance",event
매수인이 진술보증의 제한에 관한 사항을 인지한다.,"acknowledgment, awareness, disclosure, negotiation, limitation",event
매도인 주식회사 카파벤처스의 대표이사가 서명한다.,"contract signing, authorization, execution, representation, legal act",event
사회적 책임을 다한다,"contribution, obligation, ethics, duty, citizenship",event
다른 언어본보다 한국어본이 먼저 적용된다.,"preference, prioritization, sequence, language selection, localization",event
"매도인이 대상회사 발행 보통주식 12,000,000주를 매수인에게 매도한다.","주식매도, 거래, 계약, 이전, 투자, 양도",event
해당 사건은 서울중앙지방법원에서 심리된다.,"legal process, litigation, court hearing, adjudication, judiciary",event
2025년 1월 1일에 계약일자가 지정된다,"agreement, arrangement, scheduling, designation, commitment",event
영업비밀을 보호한다.,"confidentiality, protection, secrecy, compliance, information security",event
매수인이 감사를 선임한다.,"appointment, selection, oversight, governance, auditing",event
거래종결일이 도래한다.,"계약완료, 종료, 기한도래, 마감, 이행",event
전제조건이 존재한다,"precondition, requirement, dependency, condition, prerequisite",event
직원 고용을 승계한다.,"employment, succession, transition, workforce, continuity",event
감사가 선임된다.,"appointment, selection, assignment, designation, employment",event
매수인에게 통지를 보내야 한다.,"notification, communication, obligation, transaction, information",event
각 1부씩 준비한다.,"preparation, allocation, distribution, arrangement",event
진술보증 위반 시 손해를 배상한다.,"compensation, liability, breach, indemnification, remedy",event
연결재무제표에 포함된다.,"inclusion, consolidation, accounting, reporting, integration",event
하자담보 관련 사항도 특별조항이다.,"contract, warranty, agreement, obligation, legal protection",event
종결 장소가 서울로 정해진다.,"decision, selection, designation, finalization, location",event
매매주식은 양도된다.,"transfer, transaction, ownership change, exchange, financial activity",event
규제 대응이 매수인의 책임이다.,"compliance, responsibility, obligation, negotiation, risk management",event
공정하게 해석한다.,"judgment, interpretation, fairness, evaluation, decision-making",event
제19조의 적시 정의는 일반조항에만 적용된다.,"legal interpretation, statutory application, general provision, regulation, definition",event
각자 비용을 부담한다.,"payment, splitting, independence, responsibility, sharing",event
본 계약이 체결된다.,"agreement, contract, commitment, transaction, formalization",event
기존 배당이 있다.,"distribution, allocation, finance, entitlement, investment",event
면책된다.,"exemption, acquittal, immunity, absolution, release",event
