text_id:ID,original_text,numeric_id,:LABEL
d7a22c19d310988b06dd88f83d3962841033fa16917663f641ceaf83e3bf2d35,### 제8조 (비밀유지) ① 각 당사자는 본 계약과 관련하여 취득한 비밀정보를 보호한다. ② 법령상 요구 또는 상대방 동의 시 예외로 한다.,10,Text
d698eb3b98072b0b4ecea391ab8ab43f6723c622f9a87e4c4307a9aa96f4f551,### 제9조 (대금지급) ① 매매대금은 거래종결일에 전액 현금으로 지급한다. ② 지급은 매도인 지정 계좌로 송금한다.,11,Text
5a8bbef067c5be411ba1efef21e4a045779be92abb414b7cf4e8b7f866687b79,### 제10조 (계약의 해석) 본 계약은 대한민국 법률에 따라 해석된다.,12,Text
9ab3deab8d73c371d9302dcc3c07a9f711c9f14a8680ea7872dcd7424220a9e0,## 제2장 매매조건,13,Text
e2f1fbbccc6eb1306552a41ee55c1daaef210de84ca2a338004662d8955f30e5,### 제11조 (주식의 양도) 매도인은 거래종결일에 매매주식의 완전한 소유권을 매수인에게 이전한다.,14,Text
ac27d6369476ddc545ad99a06baa775f3b755a63091185917fd0d0b3c6c78929,### 제12조 (실사 권한 강화) 매수인은 거래 전후 언제든지 정밀 실사를 수행할 수 있다.,15,Text
42ea9d217f455f57e4ba5a68bbeeb0d06f68976ed0619c928e479d15bb072496,### 제13조 (대금조정) 운전자본 등의 변동에 따른 조정은 별도 합의에 따른다.,16,Text
5aa931ff1594516779eb2eb29d2fa4d86a6375b9a43ae64f15dfc20ef8232952,### 제14조 (주식의 상태) 매매주식은 어떠한 제한도 없는 상태로 양도된다.,17,Text
eff98aae7b6efadce4ca07324e603bb5cb3dc370864d87b0b215eeccb1ddac69,### 제15조 (거래 구조) 본 거래는 단순 주식 양도 방식으로 진행된다.,18,Text
04af07ca381aec9e2bb43d0db631371ac981d7c002cc9adf3e64c5cc5dfc1fe0,### 제16조 (경업금지) 매도인은 거래종결일로부터 3년간 경쟁 사업을 영위하지 않는다.,19,Text
303ee6cbefe14d0c7b579df65107f48068b2d5d8512953b4d2b0a3fe9b91a22a,### 제17조 (핵심인력) 핵심 임직원의 근무 유지를 위해 노력한다.,20,Text
73116f124e1060704ec57f676c1ad390fbaa915e5c8a04f57b72e94df78bc666,### 제18조 (통지 시스템) 효율적인 통지 시스템을 구축하여 신속한 의사소통을 보장한다.,21,Text
27262ecca02f0b994114674157819f323512211c7df86e57e70b4ff723e2dfcf,"### 제19조 (적시의 정의) ① ""적시""란 별도 정의가 없는 한 3영업일 이내를 의미한다. ② 단, 이 정의는 ""일반조항""에만 적용된다. ③ 특별한 사정이 있는 경우 기간을 연장할 수 있다.",22,Text
b0d08a3233207ba4904bef8c7e1a5cc358b4cf6a3558fbf291d6ce935cc01f57,### 제20조 (라이선스) 모든 라이선스는 유효하게 유지된다.,23,Text
f98e63ebe58af123146af7fd61fdd5da164a67a156865df8b504d814a8a2d85a,### 제21조 (보험) 적절한 보험이 유지되고 있다.,24,Text
35b28c85bc8d0016af256335014515384d5ad2b7c1594cb5b079ffc692b85a36,### 제22조 (부동산) 부동산 관련 계약은 정상적이다.,25,Text
4282bd055fe4f4eef4e67115451af77f8802ef87bed136507f0b1284a66c78c6,### 제23조 (지적재산권) 필요한 지적재산권을 보유하고 있다.,26,Text
07ad113169e44aaa0e1a166d3debc82f21ba75442ec79b88e743dd67cdb09cc8,### 제24조 (계약 양도) 상대방 동의 없이 권리의무를 양도할 수 없다.,27,Text
fa177b1c4a45f36a634d5f06a409ffbb0abfb69732e62613876237eae8a37772,### 제25조 (환경) 환경 법규를 준수한다.,28,Text
930784bebfcc390c8e1e1b6bafb5b6942d6e2a28de8d5c98cccab3dc6ddd8c44,### 제26조 (데이터) 개인정보보호법을 철저히 준수한다.,29,Text
8b6639dd86149f7964b90994d24a36f8875b72fe299d05a1bb18edeafc53b297,### 제27조 (거래종결 전 운영) 통상의 영업과정에 따라 운영한다.,30,Text
521572ceefe0b09a9a8aa96052e075915882d331de9d665c74b8cfeb10e0a2e9,### 제28조 (정보 제공) 요청 정보를 신속히 제공한다.,31,Text
ba69ead4b4338cf07ef0ddccc53e8f6f8f7920503166b015b40d9f3ffaa7b5e5,### 제29조 (하자담보) 진술보증 위반에 대한 책임은 거래종결일로부터 2년간 유효하다.,32,Text
01013f6958df90d33684775a69ab5e70f9770f42ef679295c38f0e9c512d3c6f,### 제30조 (거래 비용) 각자 비용을 부담한다.,33,Text
4880b93c63121bdd9b0d31c3d82d187b4e91cc35cf6ada6a7631ada21ecac837,## 제3장 진술 및 보증,34,Text
97a585e75fe073f5a499c39614c329656b041319d00cc8d8eb24ab22ddd21a44,### 제31조 (매도인 진술보증) 매도인은 다음 사항을 진술하고 보증한다.,35,Text
3d535ba0dfd1dfc2a33125ce7f1646f2d6f59339ed7dabe232c4e8d2f1812eab,### 제32조 (주식 소유) 매매주식의 완전한 소유자이다.,36,Text
a424f45696c6fdc170826c25c9063b8f16727d744feb9ca69ba415529e9b2450,### 제33조 (재무제표) 재무제표는 정확하다.,37,Text
f1818758e366dd668bff984d64ee5bf6eac21487d165c4b965b96599e5ead445,### 제34조 (부채) 공개된 것 외 중요 부채가 없다.,38,Text
7ba27c9a28d1a73311080463ef8a9fac2c648ade248902468935e7e70ca4086a,### 제35조 (소송) 중요한 소송이 없다.,39,Text
7b967441b94b9adbe5d348a8cf57c3ab138a226f341e6c68d82ddc1c8a6a2485,### 제36조 (계약 이행) 모든 계약을 성실히 이행 중이다.,40,Text
f152f3f5a8c6ee3c9071d032c10d55fb4ba383c3d0a797691da021aeb7500475,### 제37조 (법규 준수) 관련 법규를 준수한다.,41,Text
662d6844ebdf4c3f15093a3870b7248f859dcf000ddace8eeef84960b604d3c7,"### 제38조 (조항 분류) ① 본 계약의 조항은 ""일반조항""과 ""특별조항""으로 구분된다. ② 제19조의 적시 정의는 일반조항에만 적용된다. ③ 특별조항의 범위는 별도로 정한다.",42,Text
0f4f784317e7a96a1b70deb763ae8dec118cf1001d473de9b3ae40dcc30f01a7,### 제39조 (세무) 세금을 적시 납부했다.,43,Text
372dd24db6665bf4222143161466a480df40f7ba42ad285e255d5f8d31b5bbaf,### 제40조 (노동) 노동법규를 준수한다.,44,Text
26ded1a2707ab970dfe704bdacdb82b5f2721e05cbf9afadc689c620809a8d9e,### 제41조 (자산) 자산은 양호한 상태이다.,45,Text
facab2b2ae7aaddc4679665273fc1122d95072ec8db306f6ca07369a3d8d8e1f,### 제42조 (중요 계약) 공개된 것 외 중요 계약이 없다.,46,Text
99f58109c5121bd1772f3b28ed050a5850bf41a14b92d779ee2794a86e129408,### 제43조 (매수인 진술) 매수인은 완전한 권한을 보유한다.,47,Text
56220ad66de2093b351260aa88949ea2c5118b423ea45813544e0f6a7b2a71bb,### 제44조 (자금) 매매대금을 확보했다.,48,Text
c33e357a26a47b3d501cc65bc751899ced167265bf6fdfd1995a70a0d811e375,### 제45조 (진술보증 제한) 매수인이 인지한 사항은 제외된다.,49,Text
cd2f9fd524dcbee5cd37279fde4965d7c1d674a9f18a79b1cf9c86ac7dcba2c5,### 제46조 (공개 정보) 제공 정보는 정확하다.,50,Text
4105b2cb57f62c04900864a6c2fc3f40f6e4a687335eaec04dce0b7c16f6c328,### 제47조 (변경 사항) 변경 시 즉시 통지한다.,51,Text
f9a450e980ae6768afacc713a1916b33eb211c5a32489f1f8e3b8dc7f06f0d2c,### 제48조 (위반 효과) 진술보증 위반 시 손해를 배상한다.,52,Text
5a85fdd27989a341e56b3041eb2144dc9224d33b520d5ccfd46611f163bd2379,### 제49조 (정보 정확성) 모든 정보는 최선을 다해 준비되었다.,53,Text
6c8cd311fa56cb7435e8a9210535e5d9559e9bfe63df08ae4b5c9871d56fd56e,### 제50조 (예측) 예측은 합리적 가정에 기초한다.,54,Text
dad4ef248de3cfd31070402e12fa80508a2342b1fda621a845664f61c2b62a31,## 제4장 거래종결,55,Text
4f4d0f9ce7ab690b20f022ce5c68cc07f504468ea2b3d27df36be8244ab97ff9,### 제51조 (거래종결) 거래종결은 계약일로부터 30일 내 이루어진다.,56,Text
dbee0acecc90f208d267aa5a31a2b5f68bd1e7dcffd3fa8659e583faf3c6a768,### 제52조 (전제조건 - 매수인) 진술보증이 정확해야 한다.,57,Text
9f4263d0c944bb41a4a1f3081629e2cf3a819aa86315adc4c91aeee34e673709,### 제53조 (전제조건 - 매도인) 대금이 준비되어야 한다.,58,Text
a3547046d10b410137eac10cf1df4ed45fec5b93e5805954f0c641e2e6156491,### 제54조 (종결 장소) 서울에서 종결한다.,59,Text
d359e4cc1dfeb661d4d2b77e53d6153ff77dcdd6faa300f18274697e6266ddd4,### 제55조 (인도 서류) 필요 서류를 인도한다.,60,Text
da88e565293fd7e1e3015f56bb58c6ceea0192a3827b1d18e82f7b0714d36f1a,"### 제56조 (특별조항 범위) ① 진술보증 관련 사항(제31조-제50조)은 ""특별조항""으로 분류된다. ② 하자담보 관련 사항(제29조, 제73조)도 특별조항이다. ③ 특별조항은 별도의 통지 규정을 따른다.",61,Text
e75c714130806c1c62e92ef62c2a4a5a7f26c42882a9435d2fd4a5e860564da0,### 제57조 (임원 변경) 매수인 지명 이사를 선임한다.,62,Text
e6c0603314a4e3743fc9d0a619a98231584b5fbd6d85b3cb0a6d5b306c2b0a0d,### 제58조 (완전한 이전) 모든 권리가 완전히 이전된다.,63,Text
1b6af3b9e7fc79876191395ef52e9eb804a630ee1dcdeef6f297174ba7a4a23c,### 제59조 (종결 확인) 종결 확인서를 작성한다.,64,Text
4ff054fc70f5939dc3fb426ca0583bfb3477d67e49cfa845689616cf589ff3ea,### 제60조 (주주명부) 매수인을 주주명부에 기재한다.,65,Text
52bce2cfcbd9f45d061a9086f6872d132ac0d112b3d9f1eff411916ba08d565f,### 제61조 (경영권) 경영권이 이전된다.,66,Text
55d74e0d5d6728be278cd20ed5ce9530f3359b456809ea6b2af4e3a2eaabba89,### 제62조 (불이행) 불이행 시 손해배상한다.,67,Text
6317a7cee087eda0483d5e6d8f0b0c54f84880e4eb9d706dc86c6189d0e3acaa,### 제63조 (조건 포기) 전제조건을 포기할 수 있다.,68,Text
0efce89a65cb9dd333cecbfb6926a44591bd8ea4b9059601cc8c48a33f2b1ec5,### 제64조 (협력) 행정 사항에 협력한다.,69,Text
741e2f71aceccc1e19940c9c6b758aea2039c5375502da3fdd34fe0820268aa3,### 제65조 (계좌) 계좌 정보를 통지한다.,70,Text
91f9384b91b41ae30ea378c5a2cd8201c1d93f689a81f26afca93557a4c4c996,### 제66조 (세금) 각자 세금을 부담한다.,71,Text
c706e649928addad31e328a122d9f7167618844ecbfe72bb4cd9de0acd5bd9d2,### 제67조 (등기) 등기에 협력한다.,72,Text
4a291012980ebd98043b7dd51c6bd0d38a9c32bcdeea5e6d8807a592ffd94ca5,### 제68조 (직원) 고용을 승계한다.,73,Text
994e76676df1e14c8219007d9e6ba23ec76279c27f7ee03cdbe7112a212252cc,### 제69조 (감사) 매수인이 감사를 선임한다.,74,Text
e2bbdea3162a0eaec192c3d5139181dba887d8ae0b6d03d827443dc0183de6e5,### 제70조 (문서) 문서를 인도한다.,75,Text
b8c7efb5da30df7b3f95f29d6b963a29e571066dc3b86085d4ae5b92837d898e,## 제5장 거래종결 후 사항,76,Text
a60992a3e01d0c63597c0ae876ac5171672d16ca3fd5ae64ffea906bfdb1f05c,### 제71조 (전환 지원) 3개월간 지원한다.,77,Text
1643b44a481785e526e735b2aac8ab7ac1a984611b609a9dc9200043cabffae2,### 제72조 (배상 한도) 매매대금의 25%로 제한한다.,78,Text
c4afdb2edf74258bef5334e49cfcbfd6c56c663b391edbe4bac60039efcb94b7,### 제73조 (통지 실패 효과) ① 제7조의 적시 통지를 하지 못한 경우 관련 권리가 자동 소멸한다. ② 특히 진술보증 위반 관련 통지를 놓친 경우 청구권이 소멸한다. ③ 통지 기한은 엄격히 해석된다.,79,Text
bca8df78ee97822c44184044c85a09fc412d3dc7a2296a1b213ff244163def3a,### 제74조 (면책) 인지한 사항은 면책된다.,80,Text
26afca736328d6404c0ddfaf6de50e745e26bdbbf1d8fb8e33e982b9dea1c9de,### 제75조 (지원 강화) 적극적으로 경영을 지원한다.,81,Text
2e2ff648c5d66fc60836ed44a4bee4b9439be2e4b33fcd44d8bd32206b3d7294,### 제76조 (보상 절차) 서면으로 청구한다.,82,Text
08a8be74e9d61b859806a7071ee0561c0b1e2319fc3f5c8474cc85541e631d7d,### 제77조 (상계) 손해배상액을 상계할 수 있다.,83,Text
111a7a4c38ea6416f88972d940b38850fec6acac57dd394dd393d455d4f0fdce,"### 제78조 (추가 발견) 자산은 매수인, 부채는 매도인에게 귀속된다.",84,Text
76a1b7d80d668e6f541d6dc9b89a98d597a5ffc585c5bdcd90ce842af642ed9b,### 제79조 (브랜드) 기존 브랜드를 사용한다.,85,Text
f62dbb2884d5ca4ee52dbe4ed897196ade4eaa6b10a60cdeb84da41d249fbdfc,### 제80조 (배당) 기존 배당은 매도인에게 귀속된다.,86,Text
021875959e93e18e42cc881d0193893b7c684e1de96ea14e20556a649d045f05,### 제81조 (연결) 연결재무제표에 포함된다.,87,Text
2b44f9ef2236be0f6f330bbd252ef712169be2b9f1684e6fc9d172f9eb9b0463,### 제82조 (시너지) 시너지를 위해 협력한다.,88,Text
558acd03df1e32538d5ecac7b2da62e7e3b3f114ccae466274357651bbd47bbf,### 제83조 (비밀) 영업비밀을 보호한다.,89,Text
815b2d9918f358c1dca5de9ae5fd62d14a822f073d28ea7eae5c2ede967a88bf,### 제84조 (공급망) 공급망을 유지한다.,90,Text
30f231123e075389520b287963c062f196fee121e770f08a80b72339c13d794c,### 제85조 (R&D) 연구개발을 계속한다.,91,Text
2d83a9689b6a37142b3c3a36d555204b1a8285e8c4e024814fd6347ddb96774a,### 제86조 (CSR) 사회적 책임을 다한다.,92,Text
c389beadec2103a6391c5ded8dcc814cb0abc5e65a7c85b38da371b3d2d22bf8,### 제87조 (규제) 규제 대응은 매수인 책임이다.,93,Text
6d2809f30340688d5c40725b70ab74ce0708168d3f0e91bace9013b3e9394e1f,### 제88조 (시설) 시설을 유지한다.,94,Text
fd37341c2a82362b6b7b45aac15fd73139944efd8baceb6314dc1f3a5150ed08,### 제89조 (분쟁) 분쟁 해결에 협력한다.,95,Text
59e4ea1af8994e69776af79fc863396732c8b907810c9eac6dda19e59f906561,### 제90조 (성과) 추가 조정은 없다.,96,Text
4e56e06be9c6149c2ceb468b8e7149a3481a4d1fb835a17ef5be205ea4223e04,## 제6장 일반조항,97,Text
b20c7a28125f7033982993f2dc7f20341a395b85aa60d39b8528c0206232f85f,### 제91조 (통지 방법) ① 매도인에 대한 통지: 등기우편으로만 유효하다. ② 매수인에 대한 통지: 이메일로 가능하다. ③ 특별조항 관련 통지는 반드시 등기우편으로 해야 한다.,98,Text
904948dc18bbbe7b84540f4b279be79ead4da0b6d9fabbf82d12accd9f55855b,### 제92조 (운전자본) 거래종결 후 조정한다.,99,Text
51743837deaa21cf005a9c052b13c0ee4394d595c52d0497bfc128be3d12b47a,### 제93조 (준거법) 대한민국 법률에 따른다.,100,Text
b4a53e73938884d8736c70a4bbc51eeb9be74cf2f5dd662aa8885e37b4247bdc,### 제94조 (관할) 서울중앙지방법원 관할이다.,101,Text
0be9279be15f24d47055671f4c7c83ba2352fdb6c824a11c953246facceaf439,### 제95조 (중재) 우호적 해결을 우선한다.,102,Text
a554aef4b84b3389298f189093bfd0b8c30abffe726701f2f9508800fad73a12,### 제96조 (수정) 서면 합의로 수정한다.,103,Text
b6ceccad5977f14336b706264e6c6d8dca16df95b9c967dc3064145252f74620,### 제97조 (분리가능성) 일부 무효여도 나머지 유효하다.,104,Text
4ecd436a9e6e9628a42e86c33757d9c129893ef02a3a9e57336354e6b9f1c191,### 제98조 (권리 포기) 불행사가 포기는 아니다.,105,Text
7f3be00d29d205ccb825aabbda84c8917eea02cf477de563ca0fe8ed3e0f19e1,### 제99조 (완전 합의) 완전한 합의를 구성한다.,106,Text
a9d52d5183c1e32807c5b9e7f6b91cff0c73b9e0bd7e8bb6eed0a007fedee6c4,### 제100조 (언어) 한국어본이 우선한다.,107,Text
3a15e3207afbee53200b5974a9fb720222a53c8f7a5b27e5742749eba266cae9,### 제101조 (부록) 부록도 계약의 일부이다.,108,Text
d2b77c988009540ba4f1d6a9e9053518bec4f29837a0ddb8f35ea4742e36b6cb,### 제102조 (보관) 각 1부씩 보관한다.,109,Text
ab133705a402adf24a5a6e4cfd109f8000c8be36cfd534ee4813fac458c0e9b1,### 제103조 (대리인) 대리인 선임 가능하다.,110,Text
c215ead0131a5a0e85f4dd5653371351a0ac0b8668b372930ccc4078a402102a,### 제104조 (성실) 성실히 이행한다.,111,Text
50c5662c709f034c7b0b0dcd74c307a535cd43108c80460db11c04069ee8d67a,### 제105조 (불가항력) 불가항력은 면책된다.,112,Text
4463f8e2914387594abc0c8b573c40b310699f3593579c01446790c11bd8f0da,### 제106조 (해석) 공정하게 해석한다.,113,Text
0fad91c30a81b1dd08354a33b02d2fcd80e24bfff0645bf308bcbbcd44b705a1,### 제107조 (기한) 기한을 엄수한다.,114,Text
aa6e4fff6bfade97f835dc26bf23071aa376cbea6e0f35890b13137c7eb29240,### 제108조 (비용) 공동비용은 균분한다.,115,Text
3fb645de43adca2ba9e1330435059c850813f37a1c8065785ca347eaa7f8966a,### 제109조 (보완) 필요시 조항을 보완한다.,116,Text
efe4abb32068b8d2e01037045d2034d423d721c7cb667b2847d270f998d3a63c,### 제110조 (서명) 아래와 같이 서명한다. --- **2025년 1월 1일** **매도인: 주식회사 카파벤처스** 대표이사: _________________ (인) **매수인: 주식회사 람다홀딩스** 대표이사: _________________ (인),117,Text
