node,conceptualized_node,node_type
모든 기한이 철저하게 지켜진다.,"punctuality, discipline, order, compliance, reliability",event
데이터룸을 통해 정보가 공개된다.,"disclosure, transparency, information sharing, communication, access",event
그 자산은 매수인에게 귀속된다.,"ownership transfer, acquisition, allocation, asset transfer, property rights",event
양 당사자가 상호 선의와 신뢰를 바탕으로 성실히 협력한다.,"cooperation, trust, good faith, collaboration, mutualism",event
재무제표에 기재된 것 외에 부채나 우발채무가 없는 것으로 확인된다.,"확인, 증명, 검토, 신뢰, 평가",event
대상회사의 재무제표가 중요한 측면에서 정확하다.,"accuracy, reliability, assurance, audit, verification",event
매도인은 거래종결 후 6개월간 경영 정상화를 적극 지원한다.,"support, cooperation, management, stabilization, transition, assistance",event
매매대금 조정이 필요하다.,"negotiation, adjustment, agreement, transaction, settlement",event
거래가 종결된다,"completion, closure, agreement, resolution, transaction",event
매수인이 미지급 대금과 상계할 수 있다.,"compensation, settlement, offset, deduction, financial adjustment",event
기한을 준수해야 한다.,"obligation, responsibility, punctuality, compliance, discipline",event
양 당사자는 본 계약의 체결 및 이행에 있어 상호 선의와 신뢰를 바탕으로 한다.,"agreement, cooperation, trust, good faith, contract, mutual benefit",event
"매도인이 보유한 대상회사 발행 보통주식 15,000,000주를 매수인에게 매도한다.","sale, transaction, transfer, acquisition, investment",event
매수인은 필요시 외부 전문가를 통한 정밀 실사를 수행할 수 있다.,"inspection, verification, evaluation, assessment, due diligence",event
계약의 나머지 부분은 유효하다.,"contract validity, legal effectiveness, enforceability, partial agreement",event
매수인이 실사 권한을 행사한다.,"due diligence, verification, inspection, evaluation, authorization",event
계약일자가 2025년 1월 1일로 정해진다.,"agreement, scheduling, arrangement, decision, commitment",event
계약 당사자들이 각자의 진술과 보증에 대해 설명한다.,"negotiation, explanation, clarification, representation, assurance",event
본 계약 체결일 및 거래종결일 현재 다음 사항이 진실하고 정확함을 매도인이 진술하고 보증한다.,"representation, assurance, verification, transaction, agreement, certification, disclosure",event
임원이 이사회 승인을 받는다.,"authorization, approval, decision-making, governance, oversight",event
매수인이 매매주식을 매수한다.,"transaction, acquisition, investment, trading, exchange",event
거래종결이 발생한다.,"contract completion, transaction, agreement, closure, settlement",event
대상회사는 모든 세금을 적시에 신고·납부했다.,"compliance, reporting, payment, obligation, taxation",event
기존 분쟁 해결에 필요한 모든 지원을 매도인이 제공한다.,"assistance, dispute resolution, support, cooperation, compliance",event
매매대금 조정이 별도 합의에 따라 이루어진다.,"negotiation, agreement, adjustment, contract, settlement",event
행정적 사항이 발생한다.,"administration, regulation, management, governance, organization",event
양 당사자가 본 계약을 체결한다.,"agreement, negotiation, transaction, commitment, formalization",event
본 계약은 한국어로 작성된다.,"contract, agreement, documentation, language, communication",event
진술보증 위반이 제3조의 '중대한 하자'에 해당한다.,"legal violation, contract breach, noncompliance, liability, dispute",event
이사회 해산과 재구성 사이에 공백이 발생할 수 있다.,"transition, restructuring, governance, uncertainty, change",event
매수인은 거래종결 전후 언제든지 대상회사의 경영 상태를 점검할 수 있다.,"inspection, evaluation, due diligence, verification, monitoring",event
대상회사는 환경 관련 소송이나 분쟁이 없다.,"compliance, risk management, litigation, environmental responsibility, legal status",event
대상회사가 개인정보보호법 등 데이터 보호 관련 법규를 준수한다.,"compliance, regulation, data protection, privacy, governance",event
대상회사의 모든 중요 문서는 거래종결 후 매수인에게 인도된다.,"document transfer, asset delivery, transaction completion, handover, information exchange",event
대상회사에 진행 중인 세무 분쟁이 없다.,"confirmation, verification, compliance, assurance, risk assessment",event
매도인은 기존 분쟁 해결에 필요한 모든 지원을 제공한다.,"assistance, cooperation, agreement, resolution, support",event
신임 이사의 선임을 위한 결의가 이루어진다.,"appointment, decision-making, leadership, selection, governance",event
거래종결일이 발생한다.,"completion, finalization, settlement, closure, transaction",event
매도인과 매수인이 서명한다.,"agreement, contract, transaction, negotiation, authorization",event
거래종결일은 제51조에 따라 주식 양도가 완료되는 날이다.,"contract completion, transaction, transfer, settlement, finalization",event
대상회사는 보험계약에 대해 적절한 보상한도를 유지하고 있다.,"risk management, coverage, compliance, insurance policy, financial protection",event
매도인은 제공한 모든 정보가 작성 당시 기준으로 정확함을 확인한다.,"confirmation, verification, assurance, disclosure, certification",event
합리적인 가정에 기초한다.,"assumption, reasoning, logic, deduction, inference",event
본 계약 체결일이 도래한다.,"commencement, initiation, agreement, execution, activation",event
"운전자본, 순부채 등이 변동된다.","financial change, liquidity, capital flow, accounting, asset management",event
대한민국 법률에 따라 규율되고 해석된다.,"governing, interpretation, jurisdiction, regulation, legal framework",event
매도인은 매매대금 수령 계좌 정보를 통지한다.,"notification, communication, transaction, instruction, banking",event
통지를 발송한다,"notification, communication, messaging, informing, announcement",event
거래 관련 공동 비용을 균등 분담한다.,"cost sharing, cooperation, equal division, collaboration, fairness",event
상대방의 서면 동의가 있는 경우 비밀정보가 공개될 수 있다.,"disclosure, permission, consent, authorization, information sharing",event
거래에 관련된 공동 비용이 발생한다.,"transaction, cost sharing, expense, cooperation, partnership",event
나머지 부분은 유효하다.,"validation, acceptance, confirmation, approval, agreement",event
매도인이 추가 보증을 제공한다.,"guarantee, assurance, commitment, risk management, trust",event
손해배상은 진술보증 위반으로 인해 청구될 수 있다.,"lawsuit, compensation, liability, breach, claim",event
대상회사는 주주명부에 매수인을 기재한다,"registration, documentation, ownership transfer, recordkeeping, shareholder update",event
대한민국의 은행이 정상 영업한다,"business, operation, finance, transaction, service",event
각 당사자가 본 계약과 관련하여 취득한 상대방의 비밀정보를 제3자에게 공개하지 않는다.,"confidentiality, non-disclosure, privacy, secrecy, protection",event
공개된 모든 정보는 중요한 측면에서 완전하다.,"disclosure, completeness, accuracy, transparency, information quality",event
각 당사자가 비밀정보를 제3자에게 공개할 수 있다.,"disclosure, permission, confidentiality, information sharing, authorization",event
적격 경영진은 해당 업무에 필요한 전문성과 경험을 보유해야 한다.,"qualification, expertise, experience, competency, requirement",event
중요한 진술보증은 유효하다.,"validation, affirmation, confirmation, legality, assurance",event
매도인은 매수인이 요청하는 합리적인 추가 보증을 제공한다.,"guarantee, assurance, negotiation, commitment, agreement",event
공개된 모든 정보는 중요한 측면에서 정확하다.,"verification, accuracy, disclosure, transparency, information validation",event
해당 하자가 중대한 하자가 아니다.,"evaluation, judgment, assessment, interpretation, classification",event
적격 경영진이 대상회사를 관리한다.,"management, supervision, leadership, governance, oversight",event
성과에 따른 추가 대가 조정이 없다.,"compensation, adjustment, reward, fairness, evaluation",event
양 당사자는 본 계약을 체결한다.,"agreement, contract formation, legal event, negotiation, commitment",event
대상회사는 개인정보보호법 등 데이터 보호 관련 법규를 완전히 준수한다.,"compliance, regulation, protection, privacy, adherence",event
"대상회사의 정상영업에 미치는 영향, 재무적 손실의 규모, 복구 가능성 및 소요 기간을 고려한다","assessment, evaluation, impact analysis, financial loss, recovery estimation, risk management",event
사무실은 현재 상태로 유지 관리된다.,"maintenance, preservation, management, stability, operation",event
배당은 매도인에게 귀속된다.,"allocation, entitlement, distribution, ownership, compensation",event
하자가 발생한다,"malfunction, defect, error, failure, breakdown",event
대상회사는 사업 운영에 필요한 모든 지적재산권을 사용할 권리를 가진다.,"authorization, licensing, rights, ownership, legal permission, access",event
중대한 하자가 아닌 경우 매도인은 책임을 부담하지 않는다.,"liability, exemption, contract, responsibility, transaction",event
매수인이 감사인을 선임한다.,"designation, appointment, selection, authorization, delegation",event
"매도인이 대상회사 발행 보통주식 15,000,000주를 매수인에게 매도한다.","transaction, transfer, sale, ownership change, share transfer, equity deal",event
매수인의 거래종결 의무가 발생한다.,"obligation, transaction, completion, duty, contract fulfillment",event
각 당사자가 자신을 위한 거래종결 전제조건을 포기할 수 있다.,"waiver, negotiation, modification, agreement, flexibility",event
매수인이 매매대금 전액을 자기자본으로 조달했다.,"self-financing, investment, acquisition, payment, funding",event
중대한 하자로 인한 손해배상 책임 한도가 매매대금의 20%로 제한된다.,"limitation, compensation, liability, contract, damages",event
대상회사가 재무제표를 작성하였다.,"accounting, reporting, documentation, compliance, management",event
매도인은 6개월간 경영 정상화를 적극 지원한다.,"support, management, assistance, cooperation, commitment",event
매도인은 거래종결 시 필요 서류를 인도한다.,"document delivery, transaction completion, obligation fulfillment, legal process, agreement execution",event
상대방이 손해배상을 청구한다,"compensation, claim, dispute, litigation, reparation",event
소송 전에 중재를 통해 해결을 우선으로 한다.,"resolution, mediation, negotiation, settlement, dispute prevention",event
대상회사가 당사자인 중요한 행정절차가 없다.,"absence, exclusion, omission, inactivity, nonparticipation",event
천재지변 등 불가항력이 발생한다.,"disaster, unpredictability, inevitability, force majeure, emergency, crisis",event
양 당사자는 관련 등기 절차에 협력한다.,"cooperation, agreement, registration, legal process, collaboration",event
분쟁이 발생한다.,"conflict, confrontation, escalation, discord, dispute",event
"중요한 소송, 중재, 행정절차가 없다.","stability, routine, tranquility, inactivity, peace",event
기존 분쟁이 해결된다.,"resolution, reconciliation, settlement, agreement, peace",event
매도인이 거래와 관련된 양도소득세를 부담한다.,"taxation, liability, seller obligation, financial responsibility, transaction",event
중대한 하자에 해당하지 않는 사항이 있다.,"exception, exclusion, limitation, assessment, evaluation",event
대상회사는 매수인의 연결 재무제표에 포함된다.,"consolidation, acquisition, integration, financial reporting, corporate restructuring",event
진행 중인 연구개발 프로젝트는 중단 없이 계속된다.,"continuation, persistence, development, progress, research, innovation",event
매도인은 매매주식에 대한 처분권한을 가진다.,"ownership, authority, transaction, rights, control",event
매수인은 매매주식의 완전한 소유권을 얻게 된다.,"acquisition, ownership, transfer, transaction, entitlement",event
통지가 도달한 것으로 본다,"notification, delivery, receipt, communication, acknowledgment",event
손해배상액이 확정된다.,"compensation, settlement, calculation, legal process, resolution",event
"매도인은 거래종결 시 주권, 주주명부, 이사회 결의서 등 필요 서류를 인도한다.","document delivery, transaction completion, legal process, transfer, compliance",event
향후 규제 변경에 따른 대응은 매수인의 책임이다.,"responsibility, compliance, risk management, legal obligation, accountability",event
계약서를 2부 작성한다.,"agreement, documentation, duplication, preparation, formalization",event
모든 부록과 별첨이 본 계약의 일부를 구성한다.,"contractual inclusion, legal binding, agreement, documentation, incorporation",event
"""적격 경영진""은 ""이사회 승인""을 받은 임원을 의미한다.","approval, qualification, management, authorization, governance",event
대상회사가 사용하는 모든 부동산의 임대차계약은 정상적이다.,"contract, leasing, legality, compliance, property management",event
연간 2억원 이상의 중요 계약이 존재하지 않는다.,"disclosure, transparency, contract status, financial reporting, compliance",event
양 당사자는 시너지 창출을 위해 적극 협력한다.,"cooperation, partnership, collaboration, synergy, teamwork",event
정상영업 여부를 판단한다,"decision-making, assessment, evaluation, judgment, operation",event
제5장 거래종결 후 사항이 언급된다.,"contract completion, post-transaction, legal process, agreement fulfillment, obligation",event
본 계약이 대한민국 법률에 따라 해석된다.,"interpretation, legislation, jurisdiction, governance, legal framework",event
임시 경영자는 통상의 영업 범위 내에서만 권한을 행사할 수 있다.,"authority limitation, business operation, management, restriction, governance",event
매수인은 매매대금 전액을 자기자본으로 조달했음을 확인한다.,"confirmation, financing, verification, transaction, investment",event
기한이 정해진다.,"deadline, scheduling, restriction, limitation, time management",event
당사자는 본 계약에 명시되지 않은 다른 합의나 약속에 구속되지 않는다.,"agreement, contract, obligation, restriction, legal binding, autonomy",event
재무제표에 기재된 것 외에 대상회사의 중요한 부채나 우발채무는 없다.,"disclosure, assurance, verification, liability, transparency",event
매수인은 외부 전문가를 통한 정밀 실사를 수행할 수 있다.,"inspection, evaluation, assessment, due diligence, verification",event
제11조의 정의에 따른다,"definition, regulation, stipulation, classification, interpretation",event
대상회사에 진행 중인 세무조사가 없다.,"compliance, audit status, risk assessment, transparency",event
권리 포기로 간주되지 않는다.,"waiver, relinquishment, consent, interpretation, rights",event
제공된 대상회사의 재무제표는 한국채택국제회계기준에 따라 작성되었다.,"reporting, compliance, accounting, standardization, disclosure",event
거래종결이 서울특별시 소재 합의한 장소에서 이루어진다.,"계약체결, 완료, 거래, 협상, 합의",event
양 당사자는 상호 협력한다.,"cooperation, alliance, collaboration, partnership, agreement",event
본 계약에 따른 통지이다,"notification, communication, agreement, correspondence, legal action",event
"주권, 주주명부, 이사회 결의서 등이 인도된다.","transfer, documentation, authorization, ownership, corporate action",event
본 계약은 당사자 간 완전한 합의를 구성한다.,"agreement, contract, negotiation, commitment, understanding",event
모든 기한이 엄격히 준수된다.,"punctuality, discipline, enforcement, compliance, regulation",event
하자가 '중대한 하자'에 해당하는지 판단한다,"evaluation, assessment, judgment, classification, appraisal",event
3영업일이 경과한다,"waiting, passage, delay, progression, anticipation",event
별도 합의가 없는 한 추가 대가 조정이 없다.,"agreement, negotiation, contract, settlement, limitation",event
제공한 모든 정보가 작성된다.,"information processing, documentation, recording, communication, data management",event
대상회사의 모든 중요 문서가 매수인에게 인도된다.,"document transfer, information sharing, disclosure, transaction, handover",event
모든 통지는 등기우편 또는 이메일로 한다,"communication, notification, information exchange, correspondence, documentation",event
거래종결 전 배당이 선언된다.,"allocation, distribution, finance, transaction, announcement",event
"대상회사가 사업과 관련된 모든 법령, 규정을 중요한 측면에서 준수하고 있다.","legal compliance, regulation adherence, governance, risk management, corporate responsibility",event
대상회사의 핵심 임직원은 최소 1년간 근무를 유지하도록 노력한다.,"employment, retention, obligation, commitment, continuity",event
매수인은 본 계약을 이행한다.,"contract fulfillment, obligation, transaction, performance, agreement",event
매도인은 거래종결일에 매매주식에 대한 완전한 소유권을 매수인에게 이전한다.,"ownership transfer, transaction, completion, conveyance, acquisition",event
임시 경영자가 중요한 의사결정을 해야 한다.,"decision making, leadership, management, responsibility, authority",event
매수인은 근로조건을 유지한다.,"guarantee, preservation, agreement, continuity, protection",event
거래종결 즉시 대상회사는 주주명부에 매수인을 기재한다.,"registration, documentation, transfer, recordkeeping, ownership change",event
제52조에 따라 이사회가 해산된다.,"dissolution, governance, termination, decision, legal process",event
진술보증 위반이 제3조의 '중대한 하자'에 해당하지 않는다.,"legal interpretation, contract dispute, liability, breach, judgment",event
신임 이사의 선임은 주주총회 결의를 거쳐야 한다.,"appointment, decision-making, governance, authorization, leadership",event
주주총회 개최 전까지는 기존 대표이사가 직무를 수행한다.,"leadership, management, continuity, governance, transition",event
"주당 매매가격을 금 일만원(₩10,000)으로 정한다.","transaction, pricing, agreement, valuation, negotiation",event
계약 해석 시 한쪽에만 유리한 판단이 내려지지 않는다.,"공정성, 중립성, 해석, 형평, 균형",event
양 당사자는 거래 과정에서 알게 된 영업비밀을 보호한다.,"confidentiality, protection, obligation, agreement, secrecy",event
거래종결일에 매매대금을 전액 현금으로 지급한다.,"payment, transaction, settlement, completion, fulfillment",event
업계 표준과 과거 실적을 확인한다,"benchmarking, evaluation, comparison, assessment, verification",event
계약의 일부가 무효이다.,"invalidation, annulment, contract law, legal dispute, partial voidance",event
진술보증 사항에 중요한 변경이 발생한다.,"disclosure, update, modification, notification, alteration",event
본 계약의 해석에 대한 분쟁이 발생한다.,"dispute, misunderstanding, conflict, interpretation, disagreement",event
계약이 대한민국 법률에 따라 규율되고 해석된다.,"legal interpretation, jurisdiction, governance, regulation, contract law",event
"대상회사는 사업과 관련된 모든 법령, 규정을 중요한 측면에서 준수하고 있다.","compliance, regulation, governance, legality, oversight, adherence",event
본 계약은 이전의 모든 구두 또는 서면 합의를 대체한다.,"agreement, replacement, finalization, supersession, contract formation",event
본 계약이 어느 일방에게 유리하게 해석되지 않는다.,"fairness, neutrality, equality, impartiality, contract interpretation",event
매도인은 매매주식의 적법한 소유자이다.,"ownership, legality, transaction, rights, property",event
계약은 매도인의 매도와 매수인의 매수에 필요한 제반 사항을 규정한다.,"agreement, transaction, regulation, obligation, negotiation, contract formation",event
매수인의 책임이 발생한다,"liability, obligation, transaction, accountability, duty",event
매수인은 본 계약을 체결할 완전한 권한과 능력을 보유한다.,"authorization, contract, agreement, capacity, legal power",event
매도인이 중대한 하자에 해당하지 않는 사항에 대해 책임지지 않는다.,"liability, exemption, contract, responsibility, limitation",event
각 당사자는 자신의 비용을 부담한다.,"cost sharing, responsibility, self-support, expense allocation, independence",event
계약 당사자 모두가 서로에 대해 성실히 행동한다.,"신뢰, 협력, 의무, 약속, 상호작용",event
영업일이 된다,"opening, business, operation, commerce, transaction",event
"대상회사를 상대로 하거나 대상회사가 당사자인 소송, 중재, 행정절차가 발생하지 않았다.","dispute absence, legal stability, procedural inactivity, conflict avoidance, litigation prevention",event
재무적 손실의 규모를 기준으로 하자가 중대한 하자인지 판단한다.,"assessment, evaluation, judgment, criteria, financial impact, materiality, decision-making",event
운전자본을 확정한다.,"approval, confirmation, decision-making, finance, planning",event
기존 공급업체와의 관계는 동일 조건으로 유지된다.,"contract maintenance, business relationship, continuity, agreement, partnership",event
대리인이 당사자를 대신하여 행동할 수 있다.,"representation, delegation, agency, substitution, empowerment",event
권리 불행사가 권리 포기로 간주되지 않는다.,"legal principle, rights protection, non-waiver, legal interpretation, entitlement",event
중대한 하자가 발생한다.,"problem, malfunction, crisis, breakdown, disruption, failure",event
"매매주식의 총 매매가격을 금 일천오백억원(₩150,000,000,000)으로 정한다.","transaction, agreement, valuation, negotiation, contract",event
이전의 모든 구두 또는 서면 합의를 대체한다.,"replacement, supersession, agreement, termination, renewal",event
대상회사가 법규를 위반하지 않는다.,"compliance, legality, regulation adherence, conformity, lawful conduct",event
매도인이 지정한 자가 임시로 경영권을 행사한다.,"delegation, authority transfer, management, interim control, representation",event
매도인의 진술보증 위반에 대한 하자담보책임은 거래종결일로부터 2년간 유효하다.,"liability, warranty, contract, assurance, duration, legal responsibility",event
대상회사의 재무제표가 한국채택국제회계기준에 따라 작성되었다.,"회계처리, 기준적용, 보고, 공시, 표준화",event
매수인이 감사를 선임한다.,"appointment, selection, governance, oversight, decision-making",event
공급망이 유지된다.,"operation, stability, management, continuity, logistics",event
규제가 변경된다,"change, adaptation, transition, adjustment, policy shift",event
보상 절차가 진행된다.,"compensation, resolution, negotiation, settlement, reimbursement",event
중요 자산이 정상적으로 운영되고 있다.,"operation, stability, maintenance, monitoring, functionality",event
거래가 발생한다.,"exchange, transaction, commerce, negotiation, agreement",event
신임 이사를 선임한다.,"appointment, selection, leadership change, organizational decision, management",event
계약의 일부가 무효가 된다.,"무효화, 소멸, 해지, 변경, 법률효과",event
"매매주식은 어떠한 담보권, 제한, 부담도 없는 상태로 양도되어야 한다.","ownership, transfer, freedom, legal status, transaction",event
매도인이 지정한 계좌로 송금하는 방식으로 지급한다.,"payment, remittance, transaction, settlement, transfer",event
본 계약의 적용 및 해석에 있어 대한민국 법률이 기준이 된다.,"legal interpretation, jurisdiction, legislation, governance, regulation",event
대상회사는 모든 중요한 계약을 위반한 사실이 없다.,"compliance, legality, adherence, integrity, contract observance",event
매도인은 매매주식의 적법하고 완전한 소유자이다.,"ownership, legality, transaction, transfer, rights",event
대상회사는 사업을 적법하게 운영할 수 있다.,"compliance, operation, legitimacy, authorization, business activity",event
매도인은 본 계약 체결일 및 거래종결일 현재 다음 사항이 진실하고 정확함을 진술하고 보증한다.,"진술, 보증, 법적확인, 계약, 거래, 약정, 신뢰",event
매도인은 거래종결일까지 대상회사를 통상의 영업과정에 따라 운영한다.,"operation, management, maintenance, continuity, business affairs, oversight",event
첫 회계연도가 시작된다.,"starting, initiation, opening, accounting, finance, commencement",event
정상영업으로 간주된다,"operation, continuation, business, status, assumption",event
매수인이 대상회사의 모든 경영 정보에 무제한 접근할 수 있다.,"due diligence, information access, transparency, disclosure, investigation",event
실사 과정에서 공개된 계약이 있다,"disclosure, agreement, negotiation, transparency, revelation",event
손해배상 책임 한도가 매매대금의 20%로 제한된다.,"liability limitation, compensation, contract restriction, financial cap, legal agreement",event
중요한 부정적 변동이 없다.,"stability, consistency, continuity, equilibrium, maintenance",event
대상회사가 사용하는 모든 부동산의 임대차계약은 유효하다.,"contract validation, legal agreement, property use, lease confirmation, transaction approval",event
대상회사의 기존 이사회가 거래종결과 동시에 자동으로 해산된다.,"dissolution, termination, governance change, reorganization, transition",event
대상회사를 상대로 중요한 소송이 없다.,"litigation, dispute, conflict, legal issue, risk absence",event
"주당 매매가격은 금 일만원(₩10,000)으로 한다.","transaction, agreement, pricing, valuation, negotiation",event
회사가 직간접적으로 50% 이상의 지분을 보유한다,"ownership, control, investment, acquisition, governance",event
매도인은 매매주식에 대한 완전한 소유권을 매수인에게 이전한다.,"transfer, transaction, ownership, conveyance, sale",event
대상회사가 보유한 모든 라이선스와 허가가 거래종결 후에도 유효하게 유지되어야 한다.,"compliance, authorization, validity, regulation, continuity, transaction",event
각 당사자가 진술보증 사항에 중요한 변경이 발생할 경우 즉시 상대방에게 통지한다.,"notification, disclosure, obligation, communication, update",event
임원이 해당 업무에 필요한 전문성과 경험을 보유한다.,"qualification, expertise, competence, professionalism, eligibility",event
중요한 의사결정은 매수인과 협의하여 진행한다.,"negotiation, collaboration, agreement, consultation, decision-making",event
주주총회가 거래종결 후 30일 이내에 개최된다.,"meeting, decision-making, corporate governance, approval, scheduling",event
매수인이 매매대금 전액을 자기자본으로 조달했음을 확인한다.,"verification, financing, ownership, confirmation, self-funding",event
자산이 추가로 발견된다.,"discovery, acquisition, increase, gain, expansion",event
중요한 진술보증은 거래종결 후에도 제28조에 정한 기간 동안 유효하다.,"계약, 보증, 효력, 유지, 기간, 조항",event
거래종결은 당사자들이 합의한 날에 이루어진다.,"agreement, completion, settlement, contract, finalization",event
별도 합의가 없다.,"agreement, decision, negotiation, arrangement, settlement",event
계약 상대방으로부터 위반 통지를 받은 바 없다.,"notification, compliance, communication, contract, confirmation",event
거래 관련 공동 비용을 균등하게 분담한다.,"cost sharing, fairness, cooperation, resource allocation, agreement",event
취득세는 매수인이 부담한다.,"taxation, obligation, transaction, responsibility, payment",event
매수인은 즉시 완전한 경영권을 행사할 수 있다.,"ownership, control, authority, management, acquisition",event
생산시설은 현재 상태로 유지 관리된다.,"maintenance, operation, stability, preservation, management",event
개인정보보호법 등 데이터 보호 관련 법규가 존재한다.,"regulation, compliance, protection, governance, legislation",event
손해배상 청구는 중대한 하자임을 입증하는 자료와 함께 서면으로 해야 한다.,"legal claim, documentation, evidence, compensation, procedure",event
대상회사가 사용하는 모든 부동산의 임대차계약이 정상적이다.,"contract, compliance, leasing, legitimacy, property management",event
일시적인 경영진 부재가 정상영업에 영향을 미치지 않는다.,"continuity, management, stability, resilience, leadership, operations",event
새로운 이사회가 구성된다.,"organization, leadership, governance, management, transition",event
매수인은 경영권을 승계받는다.,"succession, acquisition, transfer, leadership, inheritance",event
영업일은 대한민국의 은행이 정상 영업하는 날이다.,"business day, working day, financial transaction, banking service, schedule",event
매수인은 대상회사의 모든 경영 정보에 무제한 접근할 수 있다.,"due diligence, investigation, information access, transparency, disclosure",event
자산 또는 부채가 추가로 발견된다.,"discovery, adjustment, recognition, revaluation, identification",event
재무제표는 중요한 측면에서 정확하다.,"reporting, verification, accuracy, assessment, evaluation",event
제4장 거래종결이 시작된다.,"negotiation, closure, transition, agreement, progression",event
대상회사가 보유한 모든 라이선스와 허가가 유효하게 유지된다.,"compliance, certification, regulation, authorization, validation",event
일방이 정당한 사유 없이 거래종결을 거부한다,"거래거절, 불이행, 분쟁, 계약파기, 책임",event
법령상 요구되는 경우 비밀정보가 공개될 수 있다.,"disclosure, regulation, compliance, legal obligation, confidentiality, exception",event
상대방의 사전 서면 동의를 받는다.,"agreement, permission, authorization, compliance, consent",event
거래종결일이 있다.,"deadline, agreement, transaction, completion, contract",event
본 계약이 체결된다.,"agreement, legal action, transaction, commitment, partnership",event
매수인은 기존 직원의 고용을 승계한다.,"employment succession, workforce continuity, labor transition, organizational change, job retention",event
소송 전 중재를 통한 해결을 우선으로 한다.,"dispute resolution, negotiation, mediation, prevention, agreement",event
주식회사 델타인베스트먼트와 주식회사 엡실론그룹이 2025년 1월 1일에 계약을 체결한다.,"contract signing, agreement, business partnership, negotiation, corporate transaction",event
대상회사는 사업 운영에 필요한 모든 지적재산권을 적법하게 보유하거나 사용할 권리를 가진다.,"ownership, compliance, authorization, rights, legal protection",event
매수인이 기존 직원의 근로조건을 유지한다.,"continuity, preservation, agreement, stability, employment",event
"매매주식의 총 매매가격은 금 일천오백억원(₩150,000,000,000)으로 한다.","transaction, valuation, agreement, finance, contract",event
대상회사의 기존 이사회는 자동으로 해산된다.,"dissolution, termination, restructuring, governance change, organizational shift",event
매수인은 매매대금을 매도인이 지정한 계좌로 송금한다.,"payment, transaction, remittance, settlement, transfer",event
거래종결일이 된다,"closing, completion, finalization, agreement, settlement",event
