node,conceptualized_node,node_type
제5장 거래종결 후 사항이 논의된다.,"discussion, negotiation, agreement, resolution, post-transaction",event
운전자본을 조정한다.,"resource allocation, financial management, adjustment, optimization, planning",event
각자 비용을 부담한다.,"payment, sharing, independence, self-reliance, cost-splitting",event
"""적시""란 별도 정의가 없는 한 3영업일 이내를 의미한다.","definition, clarification, timing, regulation, business days",event
경영을 적극적으로 지원한다.,"support, management, assistance, facilitation, collaboration",event
매수인이 감사를 선임한다.,"appointment, selection, delegation, governance, oversight",event
하자담보 관련 사항도 특별조항이다.,"contract, warranty, negotiation, agreement, obligation",event
매수인은 정밀 실사를 수행할 수 있다,"investigation, verification, evaluation, assessment, inspection",event
매매주식의 매매와 관련한 별도의 합의가 존재하지 않는다.,"contract absence, agreement lack, transaction, negotiation, consensus",event
대금조정이 이루어진다.,"negotiation, agreement, adjustment, compromise, transaction",event
특별조항은 별도의 통지 규정을 따른다.,"notification, regulation, compliance, communication, procedure",event
제46조가 공개 정보를 규정한다.,"regulation, disclosure, governance, information management, legal provision",event
매수인이 규제에 대응해야 한다.,"compliance, adaptation, negotiation, obligation, responsibility",event
재무제표는 작성된다.,"회계처리, 기록, 보고, 문서화, 정산",event
비밀이 유지된다.,"concealment, confidentiality, privacy, protection, secrecy",event
거래의 투명성과 공정성이 보장된다.,"신뢰성, 안정성, 보호, 규제, 신용",event
문서가 보관된다.,"storage, preservation, archiving, organization, documentation",event
부동산 관련 계약이 체결된다.,"agreement, transaction, negotiation, commitment, legal process",event
매매주식의 완전한 소유자가 존재한다.,"ownership, possession, transaction, investment, control",event
영업비밀을 보호한다.,"protection, confidentiality, safeguarding, secrecy, security",event
각 당사자가 중요한 사항이 발생할 경우 상대방에게 적시에 통지한다.,"notification, communication, reporting, obligation, information sharing",event
주식 양도가 완료된다,"transfer, transaction, ownership change, investment, asset movement",event
상대방이 계좌 정보를 확인한다.,"verification, authentication, checking, validation, transaction",event
누군가 등기에 협력한다.,"assistance, cooperation, documentation, registration, support",event
일부가 무효여도 나머지는 유효하다.,"validity, enforceability, partiality, interpretation, legal principle",event
배상 한도를 정한다.,"limitation, regulation, compensation, restriction, agreement",event
전환 지원을 3개월간 제공한다.,"assistance, transition, support, provision, adjustment",event
성실히 이행한다.,"diligence, responsibility, commitment, perseverance, fulfillment",event
규제 대응은 매수인 책임이다.,"compliance, responsibility, transaction, accountability, regulation",event
문서를 인도한다.,"delivery, transfer, handover, communication, exchange",event
현재 시점이다.,"present, now, temporality, immediacy, current moment",event
제2장 매매조건이 명시된다.,"contracting, agreement, specification, negotiation, transaction",event
모든 정보는 최선을 다해 준비되었다.,"preparation, readiness, completion, assurance",event
특별조항 관련 통지는 반드시 등기우편으로 해야 한다.,"notification, communication, regulation, compliance, formal process",event
양 당사자는 상호 선의와 신뢰를 바탕으로 한다.,"trust, goodwill, cooperation, agreement, relationship",event
매도인은 다음 사항을 진술한다.,"statement, declaration, affirmation, disclosure, communication",event
배당이 매도인에게 귀속된다.,"allocation, entitlement, distribution, ownership, transfer",event
통지 기한은 엄격히 해석된다,"interpretation, notification, deadline, legal process, restriction",event
연결재무제표에 포함된다.,"consolidation, inclusion, accounting, reporting, integration",event
해당 사항에 대해 면책된다,"exemption, waiver, immunity, protection, release",event
매수인에게 이메일로 통지하면 유효하다.,"communication, notification, contract, agreement, validity",event
기존 브랜드가 존재한다.,"existence, establishment, continuity, legacy, presence",event
자산은 양호한 상태이다.,"evaluation, assessment, stability, condition, review",event
거래종결이 이루어진다.,"completion, finalization, closure, agreement, settlement",event
서면으로 청구한다.,"request, communication, documentation, procedure, application",event
필요한 지적재산권을 보유하고 있다.,"ownership, rights, protection, authorization, entitlement",event
"""거래종결일""이 된다","completion, settlement, finalization, agreement, closure",event
각 당사자는 거래 비용을 부담한다.,"cost sharing, expense allocation, responsibility, transaction, obligation",event
대리인이 법률행위를 수행한다.,"representation, agency, delegation, authorization, legal act",event
공개된 것 외 중요 부채가 없다.,"disclosure, transparency, liability, assurance, declaration",event
각 당사자에게 중요한 사항이 발생한다.,"occurrence, significance, change, impact, development",event
본 계약의 조항은 '일반조항'과 '특별조항'으로 구분된다.,"classification, categorization, differentiation, regulation, organization",event
"""적시""의 기간이 3영업일을 초과할 수 있다.","delay, extension, postponement, waiting, scheduling",event
어떤 사항을 인지한다,"realization, awareness, perception, understanding, cognition",event
불이행이 발생한다.,"violation, breach, failure, disruption, noncompliance",event
"매도인이 대상회사가 발행한 보통주식 12,000,000주를 매수인에게 매도한다.","transaction, share transfer, stock sale, ownership change, agreement",event
전환 지원을 시작한다.,"transition, support, initiation, assistance, change",event
중요 부채가 공개되었다.,"disclosure, revelation, finance, transparency, accountability",event
연구개발을 계속한다.,"innovation, progress, improvement, discovery, advancement",event
매수인은 정밀 실사를 수행할 수 있다.,"investigation, verification, assessment, evaluation, due diligence",event
그 사항은 진술보증에서 제외된다.,"exception, exclusion, limitation, warranty, disclosure",event
행정 업무가 진행된다.,"management, processing, organization, governance, coordination",event
매매주식은 어떠한 제한도 없는 상태가 된다.,"liberalization, deregulation, freedom, openness, trading",event
매수인이 주주로 인정된다.,"ownership, recognition, status change, legal acknowledgment, transfer",event
환경 오염이 감소한다.,"improvement, sustainability, restoration, conservation, protection",event
권리의 소유자가 변경된다.,"transfer, ownership, succession, transaction, transition",event
"""적시""의 정의가 ""일반조항""에만 적용된다.","legal interpretation, definition, legal scope, statutory application",event
모든 계약을 성실히 이행하고 있다.,"compliance, fulfillment, responsibility, obligation, trustworthiness",event
변경 사항이 발생한다.,"change, transition, transformation, adjustment, modification",event
제94조가 규정된다.,"regulation, legislation, establishment, governance, codification",event
새로운 브랜드를 개발하지 않는다.,"stagnation, continuity, risk aversion, brand management, conservatism",event
거래가 종결된다.,"completion, settlement, closure, agreement, conclusion",event
개인정보보호법을 철저히 준수한다.,"compliance, regulation, protection, confidentiality, responsibility",event
2025년 1월 1일에 아래와 같이 서명한다.,"agreement, signature, documentation, commitment, authorization",event
양도된다.,"transfer, assignment, delegation, handover, change of ownership",event
환경 법규가 제정된다.,"법제화, 규제, 보호, 통제, 입법",event
본 거래가 단순 주식 양도 방식으로 진행된다.,"transaction, transfer, agreement, finance, ownership change",event
즉시 통지한다.,"notification, communication, alert, announcement, reporting",event
매도인은 다음 사항을 진술하고 보증한다.,"guarantee, assurance, declaration, representation, commitment",event
제1장 총칙이 시작된다.,"beginning, initiation, preamble, introduction, foundation",event
기존 배당이 매도인에게 귀속된다.,"allocation, entitlement, distribution, ownership, transfer",event
기한이 도래한다.,"expiration, deadline, time limit, due date, conclusion",event
효율적인 통지 시스템을 구축한다.,"system development, optimization, communication, improvement, implementation",event
환경 법규를 준수한다.,"compliance, regulation, responsibility, protection, sustainability",event
감사가 존재하게 된다.,"appreciation, gratitude, recognition, acknowledgment, positive emotion",event
제37조를 준수한다.,"compliance, regulation, adherence, obligation, conformity",event
각자가 세금을 부담한다.,"contribution, responsibility, obligation, payment, participation",event
"주당 매매가격을 금 일만원(₩10,000)으로 정한다.","pricing, transaction, valuation, agreement, financial decision",event
매수인은 거래를 수행한다,"transaction, commerce, exchange, agreement, negotiation",event
매수인의 진술보증이 정확해야 한다.,"representation, accuracy, disclosure, verification, compliance",event
부채는 매도인에게 귀속된다.,"assignment, obligation, liability, transfer, ownership",event
행정 사항에 협력한다.,"cooperation, collaboration, assistance, support, compliance",event
정보 제공 요청이 접수된다.,"communication, request, inquiry, information exchange, data sharing",event
제99조가 적용된다.,"regulation, enforcement, compliance, legislation, governance",event
"매수인이 매도인으로부터 대상회사가 발행한 보통주식 12,000,000주를 매수한다.","acquisition, transaction, investment, share transfer, ownership change",event
매도인 주식회사 카파벤처스 대표이사가 서명한다.,"contract signing, authorization, business transaction, agreement",event
제5장은 거래종결 후 사항을 다룬다.,"contract, regulation, closure, agreement, documentation",event
주식회사 뮤테크놀로지가 거래 대상회사가 되었다.,"acquisition, business transaction, ownership change, corporate event, merger",event
회사의 재무상태가 투명하다.,"disclosure, transparency, trust, accountability, governance",event
조항을 보완한다.,"revision, amendment, modification, improvement, negotiation",event
기존 브랜드를 사용한다.,"brand loyalty, consumption, purchasing, habit, preference",event
양 당사자는 성실히 협력한다.,"cooperation, collaboration, partnership, agreement, alliance",event
거래 구조가 결정된다.,"agreement, negotiation, structuring, decision, arrangement",event
특별조항의 범위는 별도로 정한다.,"agreement, negotiation, regulation, specification, exception",event
필요성이 발생한다.,"demand, emergence, occurrence, necessity, trigger",event
손해배상을 한다.,"compensation, restitution, settlement, redress, remedy",event
법적 분쟁 발생 시 대한민국 법률이 적용된다.,"jurisdiction, legal process, dispute resolution, legal authority, governance",event
진술보증 관련 사항이 특별조항으로 분류된다.,"contracting, classification, legal process, documentation, agreement",event
매매주식이 양도된다.,"transaction, transfer, ownership change, exchange, investment",event
새로운 경영자가 기업을 운영한다.,"leadership, management, administration, governance, supervision",event
거래종결일이 도래한다,"contract completion, deadline, settlement, finalization, closure",event
서울에서 종결한다.,"ending, closure, conclusion, finalization, completion",event
매수인은 완전한 권한을 보유한다.,"ownership, authority, control, empowerment, entitlement",event
매수인이 주주로 간주된다.,"ownership, recognition, transfer, transaction, status",event
임원이 변경된다.,"leadership change, management shift, restructuring, succession, appointment",event
세금을 납부했다.,"의무, 납부, 책임, 재정, 국가",event
법령상 요구 또는 상대방 동의 시 예외로 한다.,"exception, compliance, regulation, permission, consent, legality",event
매도인은 3년간 경쟁 사업을 영위하지 않는다.,"restriction, non-compete, agreement, contract, business ethics",event
계약 당사자들은 각자의 진술 및 보증에 동의한다.,"agreement, affirmation, negotiation, representation, consent",event
예측은 합리적 가정에 기초한다.,"reasoning, inference, assumption, logic, analysis",event
"""적시""가 별도 정의가 없는 한 3영업일 이내를 의미한다고 정의된다.","definition, clarification, agreement, timing, contract",event
진술보증을 위반한다.,"breach, violation, misrepresentation, noncompliance, default",event
자산은 매수인에게 귀속된다.,"ownership transfer, acquisition, assignment, allocation, rights transfer",event
문서를 작성한다.,"writing, documentation, creation, composition, recording",event
통지의 구체적 방법은 관련 조항에 따른다.,"notification, procedure, regulation, compliance, governance",event
본 계약은 대한민국 법률에 따라 해석된다.,"legal interpretation, jurisdiction, contract law, regulation, governance",event
주식회사 카파벤처스가 주식회사 뮤테크놀로지의 주식을 매도한다.,"stock transaction, investment, divestment, asset transfer, financial activity",event
공급망에 문제가 생기지 않는다.,"stability, continuity, reliability, assurance, efficiency",event
"""영업일""에 해당한다","workday, business operation, transaction, schedule, routine",event
직원을 고용한다.,"recruitment, onboarding, hiring, employment, workforce expansion",event
예측한다.,"forecasting, anticipation, estimation, projection, speculation",event
매도인에 대한 통지를 등기우편이 아닌 방법으로 하면 효력이 없다.,"legal procedure, notification, formality, validity, communication",event
총 배상액이 매매대금의 25%를 초과할 수 없다.,"limitation, compensation, restriction, liability, contract",event
매도인은 전제조건을 충족한다.,"fulfillment, compliance, agreement, condition, obligation",event
거래 비용이 발생한다.,"exchange, transaction, cost, expense, economics, negotiation",event
변경 사항을 즉시 통지한다.,"notification, communication, update, reporting, informing",event
계약 당사자는 상대방의 동의 없이 권리와 의무를 양도할 수 없다.,"transfer, assignment, restriction, agreement, obligation",event
주식회사 람다홀딩스가 매수인으로 서명한다.,"contract signing, business transaction, agreement, acquisition, legal act",event
시너지가 발생한다.,"cooperation, collaboration, synergy, interaction, amplification",event
데이터가 안전하게 보호된다.,"protection, security, preservation, confidentiality, safeguarding",event
특별한 사정이 있는 경우 기간을 연장할 수 있다.,"extension, exception, allowance, flexibility, permission",event
보상을 청구한다.,"compensation, request, claim, restitution, legal action",event
손해배상액을 상계할 수 있다.,"compensation, settlement, adjustment, liability, deduction",event
통지 실패에 따른 권리 소멸이 발생한다,"notification failure, rights loss, legal consequence, expiration, forfeiture",event
진술보증이 위반된다.,"breach, violation, noncompliance, misrepresentation, contract law",event
대한민국의 은행이 정상 영업한다,"operation, service, business, finance, transaction",event
매도인은 경쟁 사업을 영위하지 않는다.,"restriction, agreement, regulation, compliance, contract",event
대한민국 법률에 따른다.,"regulation, compliance, governance, legal process, jurisdiction",event
매수인 지명 이사를 선임한다.,"appointment, nomination, selection, delegation, decision-making",event
모든 정보가 최선을 다해 준비되었다.,"preparation, readiness, organization, planning, optimization",event
권리의무를 양도할 수 없다,"restriction, prohibition, limitation, assignment, obligation",event
서울중앙지방법원이 관할이 된다,"jurisdiction, authority, legal process, adjudication, court system",event
협약 당사자들이 시너지를 위해 협력한다,"cooperation, collaboration, partnership, alliance, synergy",event
종결 확인서를 작성한다.,"documentation, verification, completion, authorization, confirmation",event
매매대금을 확보했다.,"transaction, payment, acquisition, finance, securing",event
진술보증 관련 사항(제31조-제50조)은 '특별조항'으로 분류된다.,"classification, regulation, legal provision, contract, categorization",event
정밀 실사를 수행한다,"survey, inspection, measurement, analysis, evaluation",event
분쟁 해결에 협력한다.,"cooperation, reconciliation, negotiation, mediation, teamwork",event
각 1부씩 보관한다.,"preservation, documentation, archiving, recordkeeping, organization",event
서면 합의로,"agreement, consent, authorization, documentation",event
각 당사자가 본 계약과 관련하여 취득한 비밀정보를 보호한다.,"confidentiality, protection, secrecy, obligation, agreement",event
진술보증 위반에 대한 책임이 발생한다,"liability, breach, obligation, accountability, warranty",event
주식회사 카파벤처스와 주식회사 람다홀딩스가 2025년 1월 1일에 계약을 체결한다.,"agreement, partnership, contract, collaboration, business deal",event
본 계약이 매매주식의 매매와 관련한 당사자 간의 모든 합의를 포함한다.,"agreement, contract, negotiation, settlement, transaction",event
필요 서류를 준비한다.,"preparation, documentation, organization, planning, readiness",event
조직의 신뢰도가 높아진다.,"trust building, reputation enhancement, credibility, legitimacy, social capital",event
통지를 이행하지 않을 경우 관련 권리를 행사할 수 없다.,"waiver, forfeiture, compliance, notification, obligation",event
법규 위반에 따른 불이익을 피할 수 있다.,"avoidance, compliance, regulation, penalty prevention, risk management",event
매매주식의 완전한 소유자이다.,"ownership, possession, transaction, acquisition, entitlement",event
라이선스가 발급된다.,"authorization, approval, certification, permission, validation",event
공급망을 유지한다.,"maintenance, logistics, management, operation, coordination",event
보험 계약이 체결되었다.,"agreement, contract, transaction, protection, risk management",event
기업이 사회적 책임을 다한다.,"contribution, responsibility, ethics, sustainability, citizenship",event
통지의 구체적인 방법은 관련 조항에 따라 정해진다.,"notification, communication, regulation, procedure, compliance",event
주식회사 카파벤처스가 매도인으로 서명한다.,"contract, agreement, transaction, signing, authorization, business",event
"하자담보 관련 사항(제29조, 제73조)도 특별조항이다.","legal provision, contract clause, warranty, regulation, agreement",event
제46조가 제공 정보의 정확성을 명시한다.,"disclosure, accuracy, obligation, verification, regulation",event
법령상 요구 또는 상대방 동의가 있다.,"authorization, compliance, permission, agreement, consent",event
세금을 적시 납부했다.,"납부, 책임, 의무이행, 준수, 정직",event
제94조가 관할을 정한다,"jurisdiction, legislation, regulation, authority, governance",event
청구권이 소멸한다,"권리소멸, 법적종결, 종료, 무효, 소멸",event
권리를 포기한 것은 아니다.,"reservation, assertion, clarification, rights, statement",event
직원의 고용을 승계한다.,"succession, transition, employment, inheritance, continuation",event
모든 거래 과정은 투명하게 진행된다.,"openness, transparency, trust, accountability, fairness",event
R&D 연구개발을 계속한다.,"innovation, progress, experimentation, improvement, discovery",event
보상 절차가 시작된다.,"compensation, procedure, initiation, process, resolution",event
종결을 서울에서 한다.,"closing, termination, decision, conclusion, location",event
계좌 정보를 통지한다.,"notification, communication, information transfer, alert, disclosure",event
공정하게 해석한다.,"judgment, interpretation, fairness, evaluation, decision-making",event
본 계약은 매매주식의 매매와 관련한 당사자 간의 모든 합의를 포함한다.,"agreement, contract, negotiation, transaction, settlement",event
"서면은 문서, 이메일, 기타 서면 형태를 포함하는 것으로 정의된다.","definition, documentation, communication, formalization, clarification",event
본 거래는 단순 주식 양도 방식으로 진행된다.,"transaction, transfer, agreement, ownership change, finance",event
지급은 매도인 지정 계좌로 송금한다.,"payment, transfer, transaction, remittance, settlement",event
부동산 관련 계약은 정상적이다.,"agreement, transaction, legality, verification, compliance",event
2025년 1월 1일에 계약일자가 정해졌다.,"agreement, contract, decision, scheduling, arrangement",event
제7조의 적시 통지를 하지 못한 경우 관련 권리가 자동 소멸된다.,"forfeiture, expiration, notification, legal consequence, right termination",event
모든 거래 과정은 투명하고 공정하게 진행된다.,"fairness, transparency, equality, justice, integrity",event
매도인은 거래종결일로부터 3년간 경쟁 사업을 영위하지 않는다.,"restriction, noncompete, agreement, business, prohibition",event
매매대금을 거래종결일에 전액 현금으로 지급한다.,"payment, settlement, transaction, cash transfer, completion",event
중요한 소송이 없다.,"absence, inactivity, peace, stability, normalcy",event
대리인을 선임할 수 있다.,"delegation, authorization, representation, appointment, empowerment",event
해당 자산의 관리 및 유지가 적절하게 이루어졌다.,"maintenance, management, operation, oversight, supervision",event
진술보증 위반에 대한 책임이 2년간 유효하다,"liability, warranty, contract, duration, obligation",event
노동과 관련된 법적 의무를 이행한다.,"compliance, regulation, responsibility, obligation, governance",event
매수인이 이를 매수함에 있어 필요한 제반 사항을 규정한다.,"agreement, regulation, transaction, procedure, compliance",event
한국어본이 우선한다.,"priority, preference, selection, language choice, decision",event
공동비용을 균분한다.,"cost sharing, equal distribution, fairness, resource allocation, cooperation",event
30일 이내에 거래종결이 이루어진다.,"deadline, completion, agreement, transaction, finalization",event
운전자본 등의 변동에 따른 대금조정은 별도 합의에 따른다.,"negotiation, adjustment, agreement, transaction, financial arrangement",event
제6장 일반조항이 언급된다.,"reference, regulation, legislation, documentation, governance",event
양 당사자는 본 계약의 체결에 있어 상호 선의와 신뢰를 바탕으로 성실히 협력한다.,"agreement, cooperation, trust, collaboration, negotiation",event
통지의 구체적 방법이 결정된다.,"notification process, decision-making, communication, procedure, determination",event
상대방에게 적시 통지해야 한다.,"notification, communication, obligation, informing, warning",event
권리를 행사하지 않았다.,"abstention, waiver, inaction, omission, relinquishment",event
나머지 조항은 유효하다.,"enforcement, validity, contract, effectiveness, legal interpretation",event
적절한 보험이 유지되고 있다.,"protection, coverage, risk management, security, preparedness",event
신속한 의사소통을 보장한다.,"communication, efficiency, coordination, information exchange, connectivity",event
거래종결일은 제51조에 따라 주식 양도가 완료되는 날로 정의된다.,"contract completion, transaction, share transfer, legal process, agreement",event
배상 한도를 매매대금의 25%로 제한한다.,"limitation, restriction, liability, compensation, contract, agreement",event
상대방이 문서를 받는다.,"delivery, reception, communication, transaction, exchange",event
거래종결일이 도래한다.,"만기, 종료, 기한, 이행, 완료",event
본 계약의 조항이 일반조항과 특별조항으로 구분된다.,"classification, differentiation, organization, structuring, categorization",event
합리적 가정에 기초한다.,"reasoning, inference, assumption, logic, deduction",event
거래종결이 이루어지기 전이다.,"negotiation, anticipation, uncertainty, transition, decision-making",event
매수인에 대한 통지는 이메일로 가능하다.,"communication, notification, agreement, transaction, correspondence",event
핵심 임직원이 계속 근무한다.,"retention, loyalty, stability, commitment, persistence",event
별도 합의에 따라 대금조정이 이루어진다.,"negotiation, agreement, payment, adjustment, settlement",event
매수인이 대금을 준비한다.,"preparation, transaction, payment, readiness, finance",event
고용을 승계한다.,"succession, transition, employment, continuity, transfer",event
시설의 상태가 보존된다.,"maintenance, preservation, conservation, protection, upkeep",event
공개 정보가 된다.,"disclosure, exposure, transparency, revelation, announcement",event
