node,conceptualized_node,node_type
기업의 사회적 책임 활동이 시작된다.,"contribution, philanthropy, sustainability, community engagement, ethical practice",event
일방 유리 해석이 금지된다.,"restriction, fairness, interpretation, regulation, equity",event
하자담보책임의 기간 제한이 없다,"legal responsibility, warranty, limitation, liability, regulation",event
본 계약의 해석에 대한 분쟁이 발생한다.,"dispute, interpretation, disagreement, legal issue, conflict",event
확정된 손해배상액이 있다.,"compensation, liability, settlement, damages, restitution",event
양 당사자는 본 계약을 체결한다.,"agreement, contract, negotiation, commitment, legal act",event
매수인이 대금을 지급한다.,"payment, transaction, settlement, obligation, fulfillment",event
거래와 관련하여 비용이 발생한다.,"payment, expenditure, transaction, cost, expense",event
이전의 모든 구두 또는 서면 합의가 대체된다.,"contract, supersession, replacement, agreement, legal action",event
브랜드는 변경되지 않는다.,"consistency, stability, continuity, maintenance, loyalty",event
대상회사가 적절한 보상한도를 유지한다.,"risk management, compliance, regulation, limitation, control",event
모든 통지는 등기우편으로 한다.,"notification, communication, delivery, formality, documentation",event
3차 대금이 지급된다,"payment, transaction, settlement, disbursement, financing",event
대상회사의 모든 보험계약이 적절한 보상한도를 유지하고 있다.,"risk management, insurance, compliance, coverage, protection",event
이전의 모든 구두 또는 서면 합의가 존재했다.,"agreement, contract, negotiation, arrangement, understanding",event
회계법인은 제67조에 따라 선정한다.,"selection, appointment, regulation, compliance, governance",event
"매매주식은 어떠한 담보권, 제한, 부담도 없는 상태로 있다.","ownership, transfer, freedom, security, rights",event
목표 매출액의 90% 이상이 달성된다,"achievement, progress, goal reaching, performance, success",event
부채가 추가로 발견된다.,"discovery, evidence, investigation, revelation, detection",event
대상회사가 당사자인 중요한 소송이나 분쟁이 없다.,"litigation, dispute, legal status, risk assessment, due diligence",event
대상회사는 사업을 운영하고 있다.,"management, operation, business, administration, activity",event
본 계약의 해석에 대한 분쟁이 있을 경우,"dispute, interpretation, disagreement, conflict, legal issue",event
주식 거래가 완료된다.,"transaction, investment, exchange, completion, finance",event
합의된 장소가 서울특별시 소재로 정해진다.,"agreement, location, designation, urban area, arrangement",event
실사 과정에서 일부 내용이 공개되었다.,"disclosure, revelation, information sharing, transparency, communication",event
대금은 통지 후 90영업일 이내에 반환된다.,"refund, repayment, transaction, notification, deadline",event
규제 변경 대응은 매수인의 책임이다.,"responsibility, obligation, compliance, risk, accountability",event
90일간의 영업실적 확인이 완료된다,"evaluation, assessment, review, confirmation, analysis",event
대상회사가 매수인의 연결재무제표에 포함된다.,"acquisition, consolidation, integration, financial reporting, corporate restructuring",event
중대한 고객 이탈이 발생하지 않는다,"stability, retention, satisfaction, loyalty, continuity",event
매수인은 3차 대금 지급을 완료하지 않았다.,"breach, nonpayment, contract violation, default, obligation",event
제3장은 진술 및 보증에 관해 서술된다.,"agreement, legal provision, contract, assurance, statement, representation",event
원상회복이 필요하다는 사유가 발생한다.,"restoration, recovery, correction, adjustment, remediation",event
완전한 거래가 완료된다.,"agreement, completion, transaction, exchange, fulfillment",event
당사자는 자신의 진술이 사실이 아님을 알게 된다.,"realization, awareness, self-discovery, acknowledgement, self-reflection",event
불가항력이 발생한다.,"unpredictability, inevitability, force majeure, uncontrollability, disaster",event
매매대금 조정이 이루어진다.,"negotiation, adjustment, transaction, settlement, agreement",event
매수인은 매도인의 채무불이행 시 손해배상 청구를 할 수 있다.,"compensation, liability, claim, enforcement, remedy",event
본 계약이 필요한 제반 사항을 규정한다,"agreement, regulation, stipulation, documentation, arrangement",event
합리적인 가정에 기초하였다.,"reasoning, assumption, inference, logic, foundation",event
각 대금이 지급된다.,"payment, transaction, settlement, compensation, disbursement",event
계약 당사자 간에 본 계약 외에 다른 합의가 존재하지 않는다.,"agreement, exclusivity, legal assurance, understanding, limitation",event
대상회사의 모든 중요 자산은 양호한 상태로 유지되고 있다.,"maintenance, preservation, inspection, asset management, condition monitoring",event
매도인은 본 계약 체결일 및 각 대금 지급일 현재 다음 사항이 진실하고 정확함을 보증한다.,"representation, assurance, confirmation, guarantee, verification, agreement",event
경영권이 매수인에게 이전된다.,"ownership transfer, acquisition, succession, authority shift, business transaction",event
서면 합의를 한다,"agreement, documentation, negotiation, consent, formalization",event
매도인의 진술보증 위반에 대한 하자담보책임은 최종 대금 지급일로부터 1년간 유효하다.,"계약, 보증, 법적책임, 기간, 손해배상",event
진행 중인 연구개발이 계속된다.,"progress, continuation, innovation, development, advancement",event
양 당사자는 선의와 신뢰를 바탕으로 한다.,"agreement, trust, cooperation, goodwill, partnership",event
계약 당사자들이 계약서에 서명한다.,"agreement, commitment, authorization, validation, legalization",event
대상회사의 핵심 임직원이 최소 1년간 근무를 유지한다.,"employment, retention, commitment, obligation, continuity",event
대상회사의 재무제표가 한국채택국제회계기준에 따라 작성되었다.,"accounting, compliance, reporting, standardization, auditing",event
대상회사를 상대로 하거나 대상회사가 당사자인 중요한 소송이나 분쟁이 없다.,"litigation absence, dispute resolution, legal status, risk assessment, compliance",event
사업계획을 작성하였다.,"planning, strategy, preparation, documentation, organization",event
"매도인이 거래종결 시 주권, 주주명부 등 필요 서류를 인도한다.","document delivery, transaction completion, transfer, handover, closing",event
각자가 자신의 몫을 납부한다.,"payment, contribution, responsibility, obligation, settlement",event
모든 중요 문서가 거래종결 시 매수인에게 인도된다.,"document transfer, transaction completion, delivery, handover, closing",event
계약 수정은 서면 합의로만 가능하다.,"agreement, modification, documentation, consent, negotiation",event
대금이 지급된다.,"payment, transaction, compensation, settlement, financial exchange",event
추가 하자가 발생하지 않는다.,"prevention, stability, maintenance, assurance, guarantee",event
주식 양도가 이루어진다.,"transaction, transfer, ownership change, investment, asset exchange",event
계약의 체결 및 이행에 있어 상호 선의와 신뢰를 바탕으로 성실히 협력한다.,"협력, 신의성실, 상호신뢰, 이행, 상호존중",event
매도인은 6개월간 경영 전환을 지원한다.,"support, transition, management, cooperation, assistance",event
손해배상 책임이 발생한다.,"compensation, liability, accountability, restitution, obligation",event
분쟁의 관할이 서울중앙지방법원으로 정해진다.,"jurisdiction, legal process, dispute resolution, court designation, authority",event
권리가 행사되지 않는다.,"forfeiture, waiver, inaction, neglect, dormancy",event
매수인은 각 대금 지급에 필요한 자금을 확보했다.,"financing, preparation, payment, transaction, arrangement",event
일관된 회계 기준이 정해졌다.,"standardization, regulation, unification, consistency, harmonization",event
매도인은 제공한 모든 정보의 정확성을 확인한다.,"verification, confirmation, assurance, disclosure, validation",event
권리 불행사가 권리 포기로 간주되지 않는다.,"legal principle, rights interpretation, legal protection, waiver, legal doctrine",event
거래종결이 서울특별시 소재 합의된 장소에서 이루어진다.,"agreement, transaction, completion, negotiation, settlement",event
각 당사자는 비밀정보를 제3자에게 공개할 수 있다.,"disclosure, permission, confidentiality, authorization, information sharing",event
제2장 매매조건이 존재한다.,"agreement, negotiation, transaction, contract, stipulation",event
매수인이 실제로 어떤 사항을 인지한다,"awareness, realization, perception, recognition, understanding",event
"운전자본, 순부채 등의 변동에 따른 매매대금 조정이 이루어진다.","adjustment, transaction, settlement, negotiation, finance",event
본 계약은 매도인이 매도하고 매수인이 매수하는 데 필요한 제반 사항을 규정한다.,"agreement, transaction, regulation, contract, provision",event
대한민국의 은행이 정상적으로 영업한다.,"operation, finance, transaction, service, business",event
매수인이 지명한 자를 이사로 선임한다.,"appointment, delegation, nomination, selection, management, governance",event
재무제표에 부채가 기재되어 있다.,"financial reporting, liability recognition, documentation, accounting, disclosure",event
재무제표가 정확하다.,"accuracy, reliability, transparency, validation, trustworthiness",event
양 당사자가 거래종결 시 종결 확인서를 작성한다.,"contract, documentation, confirmation, agreement, closure",event
양 당사자가 거래종결 후 행정적 사항에 협력한다.,"cooperation, compliance, coordination, administration, partnership",event
추가 하자가 없다,"confirmation, approval, completion, resolution, assurance",event
대상회사는 모든 세금을 적시에 납부했다.,"compliance, responsibility, payment, obligation, duty",event
더 유리한 조건이 적용된다.,"improvement, advantage, optimization, enhancement, benefit",event
사업계획이 합리적인 가정에 기초하여 작성되었다.,"계획, 합리성, 가정, 준비, 전략, 분석",event
대상회사는 개인정보보호 관련 법규를 완전히 준수한다.,"compliance, regulation, protection, security, privacy",event
자산이 추가로 발견된다.,"discovery, acquisition, enrichment, asset increase, resource expansion",event
"매도인은 주권, 주주명부 등 필요 서류를 인도한다.","document delivery, transfer, transaction, paperwork, handover",event
부록은 계약의 일부이다.,"contractual relation, annexation, legal agreement, documentation, legal inclusion",event
대상회사의 중요한 부채나 우발채무가 없다.,"risk assessment, financial health, due diligence, liability review, creditworthiness",event
2차 대금이 지급된다,"transaction, payment, fulfillment, obligation, finance",event
"2차 대금은 거래종결일로부터 90일간의 영업실적 확인, 목표 매출액의 90% 이상 달성, 중대한 고객 이탈 없음의 조건이 모두 충족된 경우에만 지급된다.","payment condition, performance verification, sales target, customer retention, transaction completion",event
제3장은 진술 및 보증에 대해 다룬다.,"contract, agreement, assurance, legal terms, representation",event
대상회사는 기존 브랜드를 계속 사용할 수 있다.,"brand retention, continuity, permission, allowance, autonomy",event
사기나 고의적 은폐의 경우 하자담보책임의 기간 제한이 없다.,"legal liability, fraud, concealment, accountability, legal protection",event
매수인이 대상회사 관련 정보를 요청한다.,"inquiry, due diligence, investigation, information gathering, negotiation",event
계약서를 작성한다.,"agreement, documentation, negotiation, commitment, formalization",event
매도인의 진술보증이 그 사항에는 적용되지 않는다,"exclusion, limitation, warranty, representation, legal interpretation",event
2차 및 3차 대금 지급 조건이 충족된다.,"payment, transaction, fulfillment, condition, obligation",event
본 계약이 체결된다,"agreement, commitment, transaction, authorization, formalization",event
주요 고객과의 계약이 동일 조건으로 유지된다.,"agreement, continuation, partnership, stability, business relationship",event
양 당사자는 신속히 원상태로 복구한다.,"restoration, recovery, normalization, agreement, compliance",event
거래종결일이 발생한다,"계약, 완료, 거래, 마감, 종료",event
매도인이 그 사항에 대해 책임지지 않는다,"disclaimer, exemption, liability, responsibility",event
"운전자본, 순부채 등의 변동이 발생한다.","financial event, accounting, asset management, liability change, capital flow, balance adjustment",event
매도인은 거래종결일 이후에도 일정 기간 동안 매수인에게 협조해야 한다.,"cooperation, obligation, support, assistance, compliance",event
매도인이 채무를 이행하지 않는다.,"breach, nonperformance, contract violation, default, obligation failure",event
매수인이 주식을 매수하기로 한다.,"investment, transaction, acquisition, agreement, commitment",event
손해배상 책임 한도가 매매대금의 30%로 제한된다.,"limitation, liability, compensation, restriction, contract",event
매도인이 매수인이 인지한 사항에 대해 책임지지 않는다.,"liability exemption, risk allocation, contract terms, responsibility shift, legal disclaimer",event
연구개발이 계속된다.,"innovation, progress, discovery, improvement, experimentation",event
각 당사자는 진술보증 사항에 변경이 발생할 경우 즉시 통지한다.,"notification, disclosure, communication, update, obligation",event
매매대금을 3회에 걸쳐 분할 지급한다.,"payment, installment, transaction, division, scheduling",event
주식회사 쎄타파트너스가 매수인으로 지정된다.,"transaction, acquisition, designation, business decision, investment",event
대상회사는 모든 세금을 적시에 신고했다.,"compliance, reporting, obligation, accountability, transparency",event
일부가 무효이다.,"invalidation, annulment, cancellation, partiality, legal decision",event
각 당사자는 본 거래와 관련하여 발생한 자신의 비용을 부담한다.,"cost allocation, responsibility, expense sharing, financial obligation",event
재무 정보가 그 기준에 따라 작성되었다.,"reporting, compliance, standardization, verification, documentation",event
"매도인이 보유한 대상회사 발행 보통주식 20,000,000주를 매수인에게 매도한다","transaction, sale, transfer, agreement, ownership change, equity exchange, investment",event
법령상 요구되거나 상대방의 서면 동의가 있는 경우는 비밀정보 공개의 예외로 한다.,"disclosure, exception, permission, regulation, confidentiality",event
거래가 완료된다.,"agreement, transaction, completion, exchange, fulfillment",event
매도인은 매수인이 요청하는 대상회사 관련 정보를 신속히 제공한다.,"information provision, cooperation, disclosure, communication, transaction process",event
일방 유리 해석을 금지한다.,"fairness, justice, interpretation, equality, impartiality",event
당사자는 해당 진술이 사실임을 보증한다.,"guarantee, assurance, affirmation, verification, declaration",event
권리 불포기로 간주되지 않는다.,"legal interpretation, rights, waiver, decision, law",event
각 당사자는 본 계약과 관련하여 취득한 상대방의 비밀정보를 제3자에게 공개하지 않는다.,"confidentiality, non-disclosure, privacy, trust, obligation",event
제5장 거래종결 후 사항이 제시된다.,"conclusion, closure, follow-up, documentation, transition",event
다른 언어본보다 한국어본이 더 우선적으로 적용된다.,"priority, preference, selection, hierarchy, application",event
감사보고서는 회계법인이 작성한다.,"auditing, reporting, verification, certification, accounting",event
서울중앙지방법원이 관할이 된다.,"jurisdiction, assignment, authority, governance, administration",event
거래종결일이 도래한다.,"완료, 종료, 성사, 이행, 계약",event
기한을 지키지 않으면 책임이 발생한다.,"obligation, accountability, deadline, consequence, responsibility",event
대상회사는 노동 관련 법규를 준수한다,"compliance, regulation, governance, labor standards, law adherence",event
연간 1억원 이상의 중요 계약은 존재하지 않는다.,"business, contract, finance, regulation, limitation",event
"매매주식은 담보권, 제한, 부담이 없는 상태로 양도된다.","transfer, exchange, transaction, rights, ownership, freedom",event
매도인은 해당 사실을 진술하고 보증한다,"진술, 보증, 계약, 확언, 신뢰",event
매도인은 거래종결 후 6개월간 경영 전환을 지원한다.,"support, transition, management, assistance, cooperation",event
시설이 현 상태로 유지된다.,"maintenance, preservation, stability, continuity, conservation",event
모든 재무 정보가 동일한 기준을 적용받는다.,"standardization, consistency, regulation, comparability, uniformity",event
하자담보책임이 1년간 유효하다,"guarantee, warranty, responsibility, duration, liability",event
기업의 사회적 책임 활동이 지속된다.,"philanthropy, sustainability, contribution, responsibility, social impact",event
운전자본이 정산된다.,"settlement, calculation, reimbursement, finance, accounting",event
운전자본 조정이 정산된다.,"settlement, adjustment, finance, reconciliation, transaction",event
매수인은 추가 대금 지급을 거부할 수 있다.,"dispute, refusal, negotiation, contract, payment",event
모든 기한은 엄수한다.,"punctuality, discipline, responsibility, time management, commitment",event
영업실적이 달성된다.,"achievement, success, performance, accomplishment, growth",event
자산은 매수인에게 귀속된다.,"ownership transfer, acquisition, allocation, assignment, possession",event
양 당사자는 행정적 사항에 협력한다.,"collaboration, cooperation, agreement, administration, partnership",event
실사 과정에서 공개된 것 외에 연간 1억원 이상의 중요 계약은 없다.,"disclosure, contract, transparency, finance, reporting",event
대금은 통지 후 90영업일 내 반환된다.,"repayment, refund, notification, deadline, reimbursement",event
본 계약은 이전의 모든 구두 또는 서면 합의를 대체한다.,"agreement, supersession, replacement, finalization, contract formation",event
매도인의 진술보증 위반에 대한 하자담보책임이 발생한다,"contract breach, liability, warranty, representation, legal responsibility",event
주식회사 에타캐피탈이 주식회사 아이오타솔루션의 주식을 매도한다.,"investment, divestment, transaction, ownership transfer, finance",event
1차: 거래종결일에 400억원을 지급한다.,"payment, transaction, settlement, financial event, disbursement",event
매도인은 본 계약 체결일 및 각 대금 지급일 현재 다음 사항이 진실하고 정확함을 진술한다.,"진술, 보증, 계약, 확인, 약정",event
상대방은 손해배상을 청구할 수 있다.,"legal action, compensation, dispute, claim, restitution",event
양 당사자는 거래 완료를 위해 협력한다.,"cooperation, collaboration, negotiation, agreement, partnership",event
양 당사자는 본 계약의 이행에 있어 협력한다.,"cooperation, agreement, partnership, collaboration, contract fulfillment",event
진술과 보증의 기준일이 정해진다.,"contract, agreement, specification, determination, legal event",event
각 1부씩 보관한다.,"distribution, preservation, documentation, recordkeeping, archival",event
제1장 총칙이 문서의 시작 부분에 제시된다.,"introduction, organization, structure, overview, preface",event
매도인의 주식 양도 의무가 발생한다.,"obligation, transfer, transaction, contract, compliance",event
시설이 현재 상태로 있다.,"maintenance, stability, preservation, status, continuity",event
대상회사는 노동 관련 법규를 준수한다.,"compliance, regulation, governance, labor, legality",event
대한민국의 은행이 정상 영업한다.,"financial service, banking, operation, transaction, business",event
매수인인 주식회사 쎄타파트너스 대표이사가 서명한다.,"authorization, agreement, contract, transaction, execution",event
대상회사는 법적 분쟁이나 제재를 피할 수 있다.,"avoidance, litigation, compliance, risk management, conflict prevention",event
본 계약은 대한민국 법률에 따른다.,"legal agreement, jurisdiction, governance, regulation, compliance",event
부채는 매도인에게 귀속된다.,"assignment, obligation, liability, transfer, responsibility",event
별도 성과 인센티브를 도입할 수 있는 가능성이 있었다.,"policy change, reward system, incentive plan, organizational strategy, motivation",event
2차로 거래종결일로부터 90일 후 400억원(40%)을 지급한다.,"payment, transaction, contract fulfillment, obligation, finance",event
2차 대금이 지급되지 않는다.,"payment delay, contract issue, transaction failure, financial dispute, obligation breach",event
전체 거래가 무효화된 것으로 본다.,"invalidation, cancellation, annulment, termination, reversal",event
양 당사자가 시너지 실현을 위해 협력한다.,"collaboration, partnership, cooperation, synergy, alliance",event
매도인의 진술보증이 매수인이 실제로 인지한 사항에는 적용되지 않는다.,"disclosure, liability, representation, legal principle, exception",event
기존 공급계약은 유지된다.,"contract maintenance, agreement continuation, stability, obligation, business arrangement",event
주식매매계약서가 작성된다.,"contracting, agreement, transaction, documentation, negotiation",event
대상회사는 매수인의 연결재무제표에 포함된다.,"consolidation, integration, acquisition, financial reporting, corporate restructuring",event
3차로 거래종결일로부터 180일 후 200억원(20%)을 지급한다.,"payment, transaction, fulfillment, obligation, contract",event
본 계약이 체결된다.,"agreement, commitment, transaction, legal act, contract formation",event
제45조에 정한 방법이 적용된다,"legal procedure, regulation, compliance, application, governance",event
전제조건이 충족되지 않아도 계약이 진행될 수 있다.,"contract flexibility, legal exception, waiver, agreement modification, conditionality",event
거래종결이 본 계약 체결일로부터 30일 이내에 이루어진다.,"계약이행, 거래완료, 일정관리, 합의, 법적행위",event
양 당사자는 시너지 실현을 위해 협력한다.,"collaboration, partnership, cooperation, synergy, alliance",event
거래종결이 발생한다.,"completion, finalization, agreement, closure, settlement",event
