node,conceptualized_node,node_type
일방이 정당한 사유 없이 거래종결을 거부할 경우,"contract dispute, refusal, breach, negotiation failure, legal conflict",event
배당이 거래종결 전에 선언되었다,"dividend, declaration, finance, transaction, announcement",event
대상회사가 사용하는 모든 부동산의 임대차계약은 정상적이다,"real estate, leasing, contracts, property management, legal compliance",event
데이터룸을 통해 공개된 모든 정보는 중요한 측면에서 정확하고 완전하다,"data accuracy, information integrity, completeness, verification, transparency",event
매도인은 3년간 대상회사와 경쟁하는 사업을 영위하지 않는다,"noncompetition, agreement, business restriction, contract, exclusivity",event
양 당사자는 거래종결 시 종결 확인서를 작성한다,"agreement, confirmation, transaction, documentation, closure",event
번역본과 불일치 시 한국어본이 우선한다,"translation, priority, discrepancy, language, preference",event
배당이 미지급되었다,"dividend, payment, finance, delay, compensation",event
확정된 운전자본과 목표액의 차이를 정산한다,"settlement, finance, reconciliation, accounting, adjustment",event
통지는 발송 후 3영업일이 경과하면 도달한 것으로 본다,"notification, delivery, communication, timing, legal process",event
본 계약과 관련된 분쟁은 서울중앙지방법원을 제1심 관할법원으로 한다,"legal dispute, jurisdiction, contract, court, litigation",event
매도인은 거래종결일로부터 3년간 대상회사와 경쟁하는 사업을 영위하지 않는다,"noncompete, agreement, restriction, business, contract",event
한국어본은 번역본과 불일치 시 우선한다,"translation, priority, discrepancy, language, interpretation",event
주당 매매가격은 금 일만원으로 정해졌다.,"pricing, valuation, transaction, finance, market",event
대상회사가 거래종결 후 즉시 전 직원에게 경영권 변경을 통지한다,"notification, management change, communication, corporate event, employee update",event
통상 15영업일이 소요된다,"processing time, business days, waiting period, transaction duration",event
당사자들은 필요시 대한상사중재원의 중재에 따른다,"mediation, arbitration, dispute resolution, negotiation, conflict management",event
매수인은 매매대금 지급을 한다,"payment, transaction, purchase, settlement, finance",event
제72조 (손해배상 한도)가 규정된다,"legislation, regulation, compensation, legal limit, liability",event
거래종결이 당사자들이 합의한 날에 이루어진다,"agreement, settlement, conclusion, contract, negotiation",event
매도인의 진술보증이 중요한 측면에서 정확하다,"warranty, accuracy, legal assurance, seller's statement, contract fidelity",event
조세 관련 사항에 대한 하자담보책임이 공소시효 만료일까지 유효하다,"legal responsibility, tax matters, statute of limitations, liability, law",event
본 계약은 2부를 작성한다,"contract, agreement, documentation, legal process, formalization",event
본 계약이 매매주식의 매매와 관련한 모든 합의를 포함함,"agreement, contract, transaction, negotiation, sale",event
각 당사자는 본 계약과 관련하여 취득한 상대방의 비밀정보를 제3자에게 공개하지 않는다,"confidentiality, non-disclosure, information security, privacy, trust",event
제13조 (대금조정)이 규정된다,"regulation, negotiation, payment adjustment, legal provision, contract management",event
중요한 부정적 변동이 없을 것,"stability, consistency, no change, equilibrium, steadiness",event
매도인은 제공한 모든 정보의 정확성을 위해 최선을 다했음을 확인한다,"confirmation, accuracy, assurance, verification, responsibility",event
대상회사의 재무제표가 중요한 측면에서 정확하다,"accuracy, financial reporting, verification, accounting, reliability",event
매수인의 거래종결 의무가 발생한다,"obligation, transaction, contract, duty, legal responsibility",event
주식회사 알파벤처스가 주식회사 베타홀딩스와 계약을 체결했다.,"contract, agreement, business, partnership, negotiation",event
각 당사자가 1부씩 계약 사본을 보관한다,"contract, agreement, documentation, recordkeeping, legal process",event
본 계약의 수정이나 변경은 양 당사자의 서면 합의에 의해서만 가능하다.,"agreement, modification, consent, negotiation, contract",event
그 권리를 포기한 것으로 보지 않는다,"rights, waiver, legal, refusal, entitlement",event
지급은 매도인이 지정한 계좌로 송금하는 방식으로 이루어진다,"payment, transaction, remittance, finance, banking",event
법령상 요구되거나 상대방의 서면 동의가 있는 경우는 예외로 한다,"exception, legal requirement, consent, regulation, authorization",event
대상회사는 환경 관련 소송이나 분쟁이 없다.,"legal compliance, environmental law, dispute-free, litigation absence, regulatory adherence",event
본 계약에 따른 모든 통지는 등기우편 또는 이메일로 한다,"notification, communication, correspondence, formal notice, delivery method",event
대상회사는 노동 관련 법규를 준수한다,"compliance, labor law, regulation, adherence, legal conformity",event
운전자본과 순부채 등의 변동에 따라 매매대금이 조정된다.,"financial adjustment, transaction, capital change, debt variation, payment settlement",event
본 계약의 일부 조항이 무효인 경우가 있다,"contract, invalidity, legal, clause, agreement",event
매도인은 본 계약 체결일 및 거래종결일 현재 다음 사항이 진실하고 정확함을 진술하고 보증한다.,"warranty, assurance, contract, declaration, legal statement",event
각 당사자는 진술보증 사항에 중요한 변경이 발생할 경우 즉시 상대방에게 통지한다,"notification, communication, obligation, update, responsibility",event
본 계약 체결일 현재 매도인의 진술보증이 이루어짐,"contract, agreement, warranty, legal, assurance",event
하자가 확인되지 않았다,"inspection, quality control, verification, assessment, evaluation",event
매도인은 거래종결 시 필요 서류를 인도한다,"transaction, documentation, delivery, agreement, contract completion",event
모든 손해배상 청구는 하자의 구체적 내용을 기술한 상세 보고서를 첨부해야 한다,"legal, compensation, claim, documentation, report, liability",event
일방이 권리를 행사하지 않는다,"waiver, forbearance, nonexercise, abstention, relinquishment",event
검증 기관은 양 당사자가 합의하여 선정된다,"agreement, selection, verification, consensus, collaboration",event
대상회사는 데이터 보호 관련 법규를 완전히 준수한다,"compliance, data protection, regulation, legal adherence, corporate governance",event
모든 재무 정보가 일관된 회계 기준에 따라 작성되었다,"accounting, financial reporting, standardization, compliance, auditing",event
매매대금이 준비된다,"payment, transaction, preparation, finance, settlement",event
대한민국 법률에 따라 해석한다,"legal interpretation, law, regulation, jurisdiction, compliance",event
손해배상 청구는 서면으로 해야 한다.,"legal claim, compensation, written request, liability, formal procedure",event
증빙이 불충분한 경우가 발생한다,"insufficiency, evidence, verification, documentation, validation",event
매수인이 거래종결 후 6개월 내에 매도인에게 경영 자문을 요청할 수 있다,"contract, consulting, post-deal, advisory, agreement",event
손해배상 청구는 제89조에 정한 증빙자료를 첨부하여 서면으로 해야 한다,"legal claim, compensation, documentation, written submission, liability",event
데이터룸을 통해 모든 정보가 공개되었다,"disclosure, transparency, information sharing, openness, data access",event
중요한 부정적 변동이 있다,"crisis, downturn, negative change, instability, loss",event
대상회사의 모든 보험계약은 적절한 보상한도를 유지하고 있다,"insurance, coverage, risk management, compensation, financial protection",event
필요시 대한상사중재원의 중재에 따른다,"arbitration, mediation, dispute resolution, negotiation, conflict management",event
대상회사는 모든 세금을 적시에 신고·납부했다,"tax compliance, financial responsibility, legal obligation, fiscal duty, timely reporting",event
"매수인이 대상회사 발행 보통주식 10,000,000주를 매수한다.","acquisition, investment, stock purchase, equity transaction, shareholder change",event
양 당사자가 행정적 사항에 대해 상호 협력한다,"collaboration, cooperation, administration, negotiation, partnership",event
시너지 실현이 가능하다,"collaboration, cooperation, teamwork, synergy, integration",event
양 당사자는 거래 시너지 실현을 위해 상호 협력한다,"cooperation, synergy, collaboration, partnership, business",event
거래종결일 현재 매도인의 진술보증이 이루어짐,"warranty, declaration, transaction, assurance, legal statement",event
매수인이 비용을 부담한다,"payment, responsibility, transaction, financial burden, cost allocation",event
실사 과정에서 발견된 하자나 문제점은 문서화되어야 한다,"inspection, documentation, defect identification, quality control, reporting",event
책임을 면한다,"exemption, immunity, acquittal, absolution, relief",event
R&D 지속,"research, development, innovation, progress, experimentation",event
매도인이 책임지지 않는다,"liability, disclaimer, contract law, seller responsibility, legal limitation",event
첫 회계연도의 감사보고서가 작성된다,"audit, financial review, reporting, accounting, compliance",event
제공된 사업계획 및 예측은 합리적인 가정에 기초하여 성실하게 작성되었다,"planning, forecasting, analysis, business, evaluation",event
거래종결일까지 대상회사를 통상의 영업과정에 따라 운영한다,"business operation, daily management, transaction period, normal operation, company management",event
매도인은 이에 성실히 협조해야 한다,"cooperation, obligation, compliance, responsibility, agreement",event
진술보증 사항에 중요한 변경이 발생함,"contractual change, warranty update, legal modification, statement alteration, significant revision",event
손해배상 청구가 이루어진다,"compensation, legal claim, indemnity, restitution, liability",event
매도인은 거래종결 5영업일 전까지 매매대금 수령 계좌 정보를 통지한다,"notification, transaction, payment, deadline, communication",event
매수인에게도 제3자와 동일한 조건이 적용된다,"contract, legal clause, third party, equal terms, transaction",event
본 계약은 한국어로 작성된다,"contract, agreement, documentation, korean, legal",event
매매대금은 거래종결일에 전액 현금으로 지급된다,"payment, transaction, settlement, cash, finance",event
대상회사의 핵심 임직원이 거래종결 후 최소 1년간 근무를 유지하도록 최선의 노력을 다한다,"employee retention, commitment, employment, workforce stability, dedication",event
대상회사의 모든 중요 문서는 매수인에게 인도된다,"document transfer, delivery, transaction, legal process, information exchange",event
매수인은 거래종결 후 6개월 내에 매도인에게 경영 자문을 요청할 수 있다,"contract, consultation, agreement, business, negotiation",event
대상회사는 모든 중요한 계약을 위반한 사실이 없다,"compliance, contract, legal, adherence, business",event
통지에는 하자의 구체적 내용과 예상 손해액이 포함되어야 한다,"notification, defect, damage estimation, legal requirement, communication",event
매도인은 기존 분쟁 해결을 위해 필요한 정보를 제공한다,"information sharing, dispute resolution, negotiation, communication, mediation",event
어느 당사자도 상대방의 사전 서면 동의 없이 본 계약상 권리의무를 제3자에게 양도할 수 없다,"contract, agreement, consent, assignment, obligation",event
공개 사항이 제45조에 명시되었다,"disclosure, regulation, announcement, legal requirement, transparency",event
대상회사는 브랜드를 사용한다,"branding, marketing, trademark, identity, promotion",event
매수인의 거래종결 의무가 발생하지 않는다,"contract, obligation, transaction, legal duty, agreement",event
각 당사자는 진술보증 사항에 중요한 변경이 발생할 경우,"contract, obligation, notification, change, agreement",event
매도인은 매매주식의 적법하고 완전한 소유자이다,"ownership, legality, transaction, property rights, sales agreement",event
주당 매매가격은 금 일만원으로 한다,"pricing, transaction, valuation, commerce, finance",event
취득세는 매수인이 부담한다,"taxation, transaction, responsibility, finance, legal",event
진행 중인 연구개발 프로젝트는 계속 수행된다,"research, development, project, continuation, progress",event
모든 진술과 보증은 본 계약 체결일을 기준으로 한다,"agreement, contract, warranty, legal, assurance",event
매도인의 손해배상 책임 한도가 매매대금의 30%로 제한된다,"liability limit, compensation, contract law, damage cap, legal restriction",event
양 당사자는 선량한 관리자의 주의의무로 본 계약을 이행한다,"contract, obligation, duty, agreement, responsibility",event
실사 과정에서 공개되지 않은 연간 1억원 이상의 중요 계약은 없다,"contract, finance, disclosure, audit, compliance",event
제50조는 예측 정보와 사업계획이 합리적인 가정에 기반하여 성실히 작성되었음을 명시한다,"legal provision, documentation, assumptions, business planning, compliance",event
본 계약은 한국어로 작성되었다,"contract, agreement, documentation, language, legal",event
지급은 매도인이 지정한 계좌로 송금하는 방식으로 한다,"payment, transaction, remittance, finance, banking",event
매수인은 대상회사의 독립적 경영을 보장한다,"assurance, management, independence, guarantee, business",event
매도인의 진술보증 위반에 대한 하자담보책임이 거래종결일로부터 60일간 유효하다,"warranty, liability, breach, contract, obligation",event
"매매주식이 어떠한 담보권, 제한, 부담도 없는 상태로 양도되었다","transfer, ownership, unencumbered, transaction, sale",event
계약의 수정이나 변경이 양 당사자의 서면 합의에 의해서만 가능하다,"contract modification, agreement, negotiation, legal terms, mutual consent",event
합의가 없을 경우 대한상사중재원이 검증 기관을 지정한다,"arbitration, dispute resolution, decision making, mediation, conflict management",event
"운전자본, 순부채 등의 변동에 따른 매매대금 조정은 제92조에 정한 바에 따른다","financial adjustment, transaction, regulation, accounting, compliance",event
일방이 권리를 행사하지 않았다.,"권리포기, 권리불행사, 법적행위, 권리행사유예, 선택적불행사",event
손해배상 청구는 제89조에 정한 증빙자료를 첨부해야 한다.,"legal claim, compensation, evidence submission, documentation, litigation",event
본 계약은 어느 일방에게 유리하게 해석되지 않는다,"contract, fairness, negotiation, agreement, balance",event
본 계약은 당사자 간 완전한 합의를 구성한다,"agreement, contract, consensus, negotiation, understanding",event
거래종결 시 종결 확인서를 작성한다,"documentation, confirmation, transaction, closure, verification",event
상대방이 변경 사항을 알게 된다,"notification, update, awareness, information, communication",event
본 계약의 효력 발생을 위해 서명한다,"signing, agreement, contract, authorization, validation",event
규제 변경에 따른 비용이 발생한다,"regulation, cost, change, compliance, expense",event
배당은 매도인에게 귀속된다,"distribution, ownership, transaction, rights, finance",event
매수인은 거래종결일로부터 30영업일 이내에 대상회사에 대한 확인실사를 수행할 수 있다,"due diligence, verification, inspection, business transaction, compliance",event
매도인은 추가 자료를 요구할 수 있다,"request, negotiation, documentation, information exchange, contract management",event
하자는 독립된 제3자 전문기관의 검증을 거쳐야 한다,"verification, validation, third-party, inspection, quality control",event
거래종결은 당사자들이 합의한 날에 이루어진다,"agreement, contract, settlement, negotiation, closure",event
매수인은 하자를 발견한 날로부터 14일 이내에 매도인에게 서면으로 하자를 통지한다,"notification, deadline, communication, legal process, contract obligation",event
양 당사자는 관련 등기 절차에 협력한다,"cooperation, registration, procedure, collaboration, legal process",event
매도인은 거래종결 후 3개월간 월별로 재무 정보를 업데이트하여 제공한다,"reporting, financial update, transaction, obligation, post-deal",event
거래종결 후 첫 회계연도의 감사보고서는 매수인이 선임한 감사인이 작성한다,"audit, accounting, transaction, financial reporting, oversight",event
제15조의 확인실사에서 하자가 발견되었다,"inspection, defect, verification, audit, compliance",event
매수인은 필요시 외부 전문가를 선임하여 실사를 수행할 수 있다.,"due diligence, expert consultation, investigation, assessment, evaluation",event
매수인은 본 계약을 체결할 권한과 능력을 보유한다,"authorization, capacity, legal power, contract law, contractual ability",event
대상회사는 거래종결 후 즉시 전 직원에게 경영권 변경을 통지한다,"notification, management change, corporate communication, post-transaction, employee update",event
대상회사는 법규를 준수한다,"compliance, regulation, adherence, lawfulness, governance",event
매도인의 진술보증은 매수인이 실사 과정에서 실제로 인지한 사항에는 적용되지 않는다,"warranty, disclosure, due diligence, liability, transaction",event
검증 비용을 매수인이 부담한다,"cost allocation, verification, transaction, responsibility, financial burden",event
대상회사에 대한 경영권과 통제권이 매수인에게 이전된다,"ownership transfer, control shift, acquisition, business transaction, corporate governance",event
대상회사의 모든 보험계약은 거래종결일 현재 유효하다,"insurance, contract, validity, agreement, coverage",event
양 당사자는 거래종결 시 종결 확인서에 서명한다,"agreement, contract, signing, closure, confirmation",event
매도인의 손해배상 책임 한도는 매매대금의 30%로 제한된다,"liability, compensation, limitation, contract law, damages",event
일방이 정당한 사유 없이 거래종결을 거부한다,"contract dispute, breach, refusal, negotiation, conflict",event
거래종결과 동시에 매수인이 지명한 자를 대상회사의 이사로 선임한다,"appointment, corporate governance, transaction, board member, management",event
매도인은 주요 고객과의 관계를 원만히 유지하도록 적극 협조한다,"cooperation, relationship management, customer service, business interaction, collaboration",event
검증 비용은 하자가 확인되지 않은 경우 매수인이 부담한다,"cost responsibility, verification, liability, contract law, buyer obligation",event
배당이 거래종결 전에 선언되었으나 지급되지 않았다,"dividend, declaration, payment, financial, transaction",event
전 직원이 경영권 변경 사실을 알게 된다,"announcement, management change, corporate update, employee notification, organizational shift",event
매수인이 요청한 대상회사 관련 정보를 받는다,"information gathering, data exchange, business communication, transaction process, due diligence",event
거래종결 즉시 대상회사는 주주명부에 매수인을 기재한다,"transaction, registration, ownership, corporate action, share transfer",event
계약 상대방으로부터 위반 통지를 받은 바 없다,"contract, notification, compliance, legal, agreement",event
통지에는 하자의 구체적 내용과 예상 손해액이 포함된다,"notification, defect, damage assessment, legal process, claim",event
증빙이 불충분한 경우 매도인은 추가 자료를 요구할 수 있다,"documentation, verification, request, transaction, dispute",event
매수인의 진술보증이 정확하다,"accuracy, assurance, testimony, reliability, validity",event
양 당사자는 본 계약의 체결 및 이행에 있어 상호 선의와 신뢰를 바탕으로 성실히 협력한다,"agreement, cooperation, trust, contract, collaboration",event
매수인은 매매대금 지급에 필요한 충분한 자금을 확보했음을 확인한다,"verification, finance, transaction, payment, confirmation",event
상대방의 사전 서면 동의를 받는 절차가 필요하다,"consent, agreement, authorization, procedure, permission",event
대상회사는 사업과 관련된 모든 법령과 규정을 중요한 측면에서 준수하고 있다,"compliance, regulation, legal adherence, governance, corporate responsibility",event
대상회사는 재무제표에 기재된 것 외에 중요한 부채나 우발채무가 없다.,"financial statement, liabilities, contingent liabilities, accounting, auditing",event
매도인은 제공한 모든 정보의 정확성을 위해 최선을 다했다,"accuracy, diligence, responsibility, verification, trustworthiness",event
검증 절차는 통상 15영업일이 소요된다,"verification, process, duration, procedure, validation",event
제51조에 따라 주식 양도가 완료된다,"stock transfer, transaction, legal procedure, ownership change, business deal",event
대상회사의 경영 독립성이 유지된다,"corporate governance, autonomy, management independence, business stability, organizational control",event
합의가 없을 경우 대한상사중재원이 지정한다,"arbitration, dispute resolution, mediation, decision-making, conflict management",event
대한민국 법률에 따라 본 계약의 해석에 대한 분쟁을 해석한다,"legal interpretation, dispute resolution, contract law, legal process, agreement analysis",event
매매대금이 준비될 것,"transaction, payment, preparation, finance, commerce",event
매수인이 인지하고 있던 사항이나 공개된 위험이 있다,"disclosure, risk awareness, transaction, knowledge, liability",event
매도인은 거래종결일에 매매주식에 대한 완전한 소유권을 매수인에게 이전한다,"ownership transfer, transaction, settlement, sale, contract",event
필요시 시설 이전은 매수인의 책임과 비용으로 진행한다,"relocation, responsibility, cost, transaction, logistics",event
대상회사는 주주명부에 매수인을 기재한다,"registration, documentation, transaction, record-keeping, ownership",event
독립된 제3자 전문기관의 검증을 거쳐야 한다,"verification, validation, third-party, auditing, certification",event
본 계약은 대한민국 법률에 따라 해석된다,"contract, legal interpretation, law, agreement, jurisdiction",event
거래종결 후 발견된 부채가 매도인에게 귀속된다,"debt, liability, contract, obligation, transaction",event
시설 이전이 매수인의 책임과 비용으로 진행된다,"relocation, responsibility, cost, transaction, logistics",event
"매도인이 대상회사 발행 보통주식 10,000,000주를 매수인에게 매도한다.","transaction, stock sale, equity transfer, business deal, ownership change",event
대상회사의 핵심 임직원이 거래종결한다,"transaction, agreement, closure, business, negotiation",event
매도인이 제3자에게 더 유리한 조건을 제시한 경우,"contract breach, third-party benefit, unfair terms, sales dispute, negotiation conflict",event
거래종결 후 발견된 자산이 매수인에게 귀속된다,"asset transfer, ownership, transaction completion, acquisition, property rights",event
매수인은 하자를 발견한 날로부터 14일 이내에 매도인에게 서면으로 통지해야 한다,"notification, deadline, contract, obligation, legal process",event
매수인은 거래종결 전 언제든지 추가 실사를 요청할 수 있다,"due diligence, inspection, verification, transaction, request",event
매매주식에 대한 완전한 소유권이 매수인에게 이전된다,"ownership transfer, stock trading, transaction, property rights, financial exchange",event
실사 과정에서 발견된 하자나 문제점은 문서화된다,"inspection, documentation, problem identification, quality control, reporting",event
이전의 모든 구두 또는 서면 합의가 대체된다,"agreement, contract, replacement, legal, negotiation",event
모든 손해배상 청구는 하자와 손해 간 인과관계 입증 자료를 첨부해야 한다,"legal claim, compensation, causation, evidence, liability",event
필요시 시설 이전이 진행된다,"relocation, facility move, adjustment, logistics, planning",event
매도인이 거래종결 후 3개월간 월별로 재무 정보를 업데이트하여 제공한다,"financial reporting, transaction, update, obligation, business process",event
검증 비용은 하자가 확인된 경우 매도인이 부담한다,"verification, liability, cost, responsibility, contract",event
조세 관련 사항은 공소시효 만료일까지 하자담보책임이 유효하다,"legal matters, tax issues, statute of limitations, liability, contractual obligations",event
대상회사는 전 직원에게 경영권 변경을 통지한다,"notification, management change, corporate announcement, employee communication, organizational update",event
필요한 정부 승인을 취득하지 못한다,"regulation, denial, compliance, authorization, bureaucracy",event
진행 중인 세무조사나 분쟁이 없다,"tax investigation, dispute, legal status, compliance, audit",event
본 계약상 모든 기한은 엄격히 준수되어야 한다,"contract, deadline, compliance, obligation, legal enforcement",event
상대방은 계약을 해제하고 손해배상을 청구할 수 있다,"contract termination, compensation claim, legal dispute, breach, liability",event
거래종결일 기준 운전자본을 확정한다,"financial closing, working capital, transaction date, accounting, finance",event
어느 당사자가 상대방의 사전 서면 동의 없이 본 계약상 권리의무를 제3자에게 양도할 수 없다,"contract, agreement, transfer, consent, obligation, restriction",event
"매매주식은 어떠한 담보권, 제한, 부담도 없는 상태로 양도되어야 한다","stock transfer, ownership, transaction, legal condition, financial regulation",event
대상회사가 사용하는 모든 부동산의 임대차계약은 유효하다,"contract validity, real estate, leasing, legal status, property management",event
매수인은 거래종결일로부터 30영업일 이내에 대상회사에 대한 확인실사를 수행한다,"due diligence, inspection, verification, business transaction, evaluation",event
천재지변 등 불가항력적 사유로 인한 불이행,"force majeure, natural disaster, nonperformance, uncontrollable event, legal excuse",event
본 계약 체결일로부터 30일 이내에 거래종결이 이루어진다,"contract, agreement, deadline, transaction, closing",event
대상회사는 기존 브랜드를 계속 사용할 수 있다,"branding, continuity, authorization, trademark, licensing",event
통지 기한을 도과한 청구는 효력이 없다,"legal rule, claim, deadline, validity, notification",event
대상회사의 사회공헌 활동이 지속된다,"social contribution, corporate responsibility, community service, philanthropy, sustainability",event
대상회사는 진행 중인 세무조사나 분쟁이 없다,"compliance, investigation, dispute, legal status, audit clearance",event
모든 손해배상 청구는 외부 전문가 의견서를 필요시 첨부해야 한다,"legal procedure, claim, expert opinion, documentation, compensation",event
매도인은 매수인의 추가 실사 요청에 성실히 협조해야 한다,"cooperation, diligence, request, negotiation, compliance",event
대상회사는 사업 운영에 필요한 모든 지적재산권을 적법하게 보유하거나 사용할 권리를 가진다,"intellectual property, legal rights, business operation, ownership, authorization",event
본 계약의 부록과 별첨이 계약의 일부를 구성한다,"contract, agreement, annex, appendix, legal document",event
거래종결이 이루어졌다,"agreement, transaction, deal, closure, negotiation",event
감사보고서가 작성된다,"reporting, documentation, accounting, auditing, compliance",event
양 당사자는 거래종결 후 발생하는 행정적 사항에 대해 상호 협력한다,"cooperation, administration, collaboration, transaction, partnership",event
매도인의 거래종결 의무가 발생한다,"obligation, contract, duty, transaction, completion",event
실사 과정에서 중요 계약이 공개되었다,"disclosure, contract, investigation, legal process, transparency",event
통지는 발송 후 3영업일이 경과하면 도달한 것으로 간주된다,"notification, delivery, legal process, communication, time frame",event
하자와 손해 간 인과관계 입증 자료가 부족하다,"legal dispute, evidence, causation, liability, insufficient proof",event
대한민국의 은행이 정상 영업한다,"banking, operation, finance, service, economy",event
거래 관련 공동 비용이 균등 분담된다.,"cost sharing, transaction, cooperation, expense division, fairness",event
모든 진술과 보증은 거래종결일을 기준으로 한다,"contract, warranty, agreement, closing date, transaction",event
즉시 상대방에게 통지한다,"notification, communication, alert, informing, instant message",event
규제 변경이 발생한다,"policy change, regulation update, compliance, governance, legal adjustment",event
계약의 대상이 주식회사 감마테크이다.,"contract, agreement, corporate, business, legal",event
대상회사의 모든 중요 자산은 양호한 상태로 유지되고 있다,"asset management, maintenance, condition monitoring, preservation, quality control",event
매수인은 실사를 수행할 수 있다,"inspection, due diligence, evaluation, verification, assessment",event
필요한 정부 승인을 취득한다,"approval, authorization, compliance, regulation, permitting",event
하자가 확인되었다,"defect, inspection, quality control, issue, problem",event
매수인이 인지하고 있던 사항이나 공개된 위험에 대해서 매도인이 책임지지 않는다,"liability, disclosure, risk, contract, responsibility",event
매매주식의 총 매매가격은 금 일천억원으로 정해졌다.,"stock trading, transaction, finance, investment, market",event
모든 손해배상 청구는 필요시 외부 전문가 의견서를 첨부해야 한다,"legal procedure, compensation claim, expert consultation, documentation, liability",event
검증 기관은 양 당사자가 합의하여 선정한다,"agreement, verification, selection, consensus, collaboration",event
대상회사는 노동조합과의 단체협약을 위반한 바 없다,"compliance, labor relations, agreement, union, regulation",event
매수인은 필요시 외부 전문가를 선임한다,"outsourcing, consultation, expertise, delegation, professional support",event
거래종결 후 대상회사는 매수인의 연결 재무제표에 포함된다,"merger, acquisition, consolidation, financial reporting, corporate integration",event
본 계약의 해석에 대한 분쟁이 있을 경우,"dispute, conflict, interpretation, legal issue, disagreement",event
모든 통지는 등기우편 또는 이메일로 이루어진다,"notification, communication, correspondence, delivery, message",event
대상회사가 보유한 모든 라이선스와 허가는 거래종결 후에도 유효하게 유지되어야 한다.,"license retention, legal compliance, transaction condition, regulatory adherence, contract terms",event
당사자들이 합의한 날에 거래종결이 이루어진다,"agreement, settlement, transaction, closure, contract",event
각 당사자는 필요시 대리인을 선임할 수 있다,"representation, delegation, agency, authorization, proxy",event
목표액과 차이를 정산한다,"settlement, adjustment, reconciliation, finance, accounting",event
