node,conceptualized_node,node_type
대상회사가 사용하는 모든 부동산의 임대차계약이 정상적이다.,"compliance, legitimacy, contract, verification, operation",event
제51조에 따라 주식 양도가 완료된다.,"share transfer, transaction, legal process, asset change, ownership transfer",event
대상회사는 법규 준수를 실현하고 있다.,"compliance, regulation, implementation, governance, adherence",event
양 당사자가 검증 기관을 선정하는 데 합의하지 못한다,"disagreement, negotiation, impasse, decision-making, conflict",event
손해배상 청구가 서면으로 이루어진다.,"legal process, compensation, claim, documentation, dispute resolution",event
대한민국의 은행이 정상 영업한다.,"operation, business, finance, transaction, service",event
제공된 사업계획 및 예측을 성실하게 작성한다.,"planning, forecasting, diligence, documentation, compliance",event
규제가 변경된다,"policy change, regulation, adjustment, governance, modification",event
양 당사자가 거래 시너지 실현을 위해 상호 협력한다.,"collaboration, partnership, cooperation, synergy, alliance",event
대상회사는 모든 세금을 적시에 신고·납부했다.,"compliance, reporting, payment, obligation, regulation",event
대상회사의 재무제표는 중요한 측면에서 정확하다.,"audit, assurance, verification, accuracy, reliability",event
하자담보책임은 무기한 유효하다.,"legal interpretation, warranty, liability, contract law, obligation",event
시간을 어기면 계약 위반이 된다.,"violation, breach, noncompliance, infraction, penalty",event
계약에 필요한 제반 사항이 규정된다.,"regulation, agreement, stipulation, formalization, documentation",event
매도인이 재무 정보를 업데이트한다.,"정보 갱신, 보고, 관리, 통지, 의사소통",event
본 계약이 매매주식의 매매와 관련한 당사자 간의 모든 합의를 포함한다.,"agreement, contract, transaction, consensus, legal arrangement",event
매도인이 손해를 배상해야 한다.,"compensation, liability, obligation, restitution, responsibility",event
매수인이 감사를 선임한다.,"appointment, selection, oversight, governance, supervision",event
실사 과정에서 공개된 것 외에 연간 1억원 이상의 중요 계약은 없다.,"disclosure, contract, transparency, finance, compliance",event
대상회사는 사업 운영에 필요한 모든 지적재산권을 적법하게 보유한다.,"compliance, ownership, authorization, regulation, rights management",event
계약을 수정하거나 변경하려고 한다,"negotiation, amendment, revision, agreement, modification",event
매수인은 취득세를 부담한다.,"taxation, transaction, obligation, payment, property",event
매수인은 매매대금을 거래종결일에 전액 현금으로 지급한다.,"payment, transaction, settlement, obligation, fulfillment",event
대상회사는 사업 운영에 필요한 모든 지적재산권을 사용할 권리를 가진다.,"authorization, licensing, intellectual property, legal rights, business operation",event
본 계약은 한국어로 작성된다.,"contracting, documentation, agreement, language selection, legal drafting",event
거래종결일이 발생한다.,"completion, finalization, settlement, closure, transaction",event
양도소득세는 매도인이 부담한다.,"taxation, liability, transaction, seller responsibility, legal obligation",event
매도인은 매매주식의 처분권한을 가진다.,"ownership, authority, transfer, rights, control",event
공개된 모든 정보는 중요한 측면에서 완전하다.,"completeness, transparency, sufficiency, disclosure, accuracy",event
대상회사가 사용하는 모든 부동산의 임대차계약은 유효하다.,"contract validation, legality, agreement, authorization, compliance",event
매도인은 매매대금 수령 계좌 정보를 통지한다.,"notification, communication, transaction, instruction, information sharing",event
실사 과정에서 공개된 것 외에 연간 1억원 이상의 중요 계약은 존재하지 않는다.,"contract disclosure, transparency, financial reporting, compliance, accountability",event
양 당사자가 거래종결 시 종결 확인서를 작성한다.,"agreement, confirmation, documentation, transaction, completion",event
상대방이 손해배상을 청구할 수 있다,"compensation, liability, claim, dispute, legal action",event
대한민국 법률에 따라 해석한다,"interpretation, legality, regulation, governance, jurisdiction",event
본 계약이 당사자 간 완전한 합의를 구성한다.,"agreement, confirmation, finalization, contract formation, legal assurance",event
매도인이 업데이트된 재무 정보를 제공한다.,"disclosure, reporting, communication, documentation, transparency",event
대상회사의 모든 보험계약이 거래종결일 현재 유효하다.,"validation, confirmation, compliance, insurance, assurance",event
고객 관계가 원만히 유지된다.,"relationship management, retention, satisfaction, loyalty, trust",event
추가로 부채가 발견된다.,"discovery, surprise, investigation, evidence, realization",event
각 당사자는 법령상 요구가 있는 경우 비밀정보를 공개할 수 있다.,"disclosure, compliance, obligation, transparency, regulation",event
목표를 달성했다.,"achievement, success, accomplishment, fulfillment, realization",event
진행 중인 세무조사나 분쟁이 없다.,"compliance, stability, security, resolution, peace",event
매도인은 3년간 대상회사와 경쟁하는 사업을 영위하지 않는다.,"restriction, noncompetition, prohibition, agreement, business ethics",event
매수인의 거래종결 의무가 발생한다.,"closing, obligation, transaction, duty, fulfillment",event
주식회사 알파벤처스와 주식회사 베타홀딩스가 주식회사 감마테크를 대상으로 계약을 체결한다.,"agreement, partnership, negotiation, transaction, collaboration",event
각 당사자가 1부씩 보관한다.,"distribution, documentation, recordkeeping, agreement, sharing",event
매수인이 선임한 감사인이 감사보고서를 작성한다.,"audit, reporting, evaluation, verification, documentation",event
제3장은 진술 및 보증에 대해 다룬다.,"agreement, assurance, declaration, legal terms, contract",event
매도인과 매수인이 계약을 체결한다.,"agreement, transaction, negotiation, commitment, partnership",event
매수인은 본 계약을 이행한다.,"contract fulfillment, obligation, execution, compliance",event
일방이 정당한 사유 없이 거래종결을 거부한다,"breach, refusal, disruption, termination, conflict",event
계약 당사자들이 계약 내용에 따라 권리와 의무를 갖는다.,"agreement, obligation, entitlement, legal relationship, contract formation",event
각 당사자는 필요시 대리인을 선임할 수 있다.,"authorization, representation, delegation, appointment, legal right",event
모든 손해배상 청구는 외부 전문가 의견서를 첨부해야 한다.,"legal process, expert opinion, documentation, compensation, compliance",event
모든 손해배상 청구는 하자와 손해 간 인과관계 입증 자료를 첨부해야 한다.,"compensation, litigation, causation, evidence, documentation",event
통지는 발송된다.,"communication, notification, information delivery, message transmission, correspondence",event
"매수인이 대상회사 발행 보통주식 10,000,000주를 매도인으로부터 매수한다.","purchase, transaction, acquisition, investment, ownership transfer",event
검증 절차가 복잡한 사안이다,"verification, complexity, assessment, procedure, evaluation",event
상대방도 상대의 비밀정보를 제3자에게 공개하지 않는다.,"confidentiality, privacy, trust, secrecy, protection",event
진술보증 사항에 중요한 변경이 발생한다.,"disclosure, modification, update, notification, compliance",event
양 당사자가 본 계약을 체결한다.,"agreement, contract, negotiation, partnership, transaction",event
필요시 대한상사중재원의 중재에 따른다.,"conflict resolution, arbitration, mediation, dispute handling",event
통지 기한을 도과한 청구는 효력이 없다.,"expiration, invalidity, limitation, deadline, enforcement",event
대리인이 선임된다.,"delegation, representation, appointment, authorization",event
제2장 매매조건이 제시된다.,"negotiation, transaction, agreement, proposal, contract",event
취득세는 매수인이 부담한다.,"taxation, transaction, obligation, property, liability",event
대상회사의 모든 중요 자산이 양호한 상태로 유지되고 있다.,"asset management, maintenance, preservation, stability, monitoring",event
소유권 관련 사항에 하자가 발생한다.,"dispute, conflict, defect, issue, problem, ownership",event
지급은 매도인이 지정한 계좌로 송금하는 방식으로 한다.,"payment, transaction, remittance, instruction, settlement",event
데이터가 보호된다.,"protection, security, privacy, safeguarding, confidentiality",event
"대상회사는 사업과 관련된 모든 법령, 규정을 중요한 측면에서 준수하고 있다.","compliance, regulation, governance, legality, adherence",event
대상회사가 보유한 모든 라이선스와 허가가 유효하게 유지된다,"compliance, regulation, maintenance, authorization, validation",event
그 권리를 포기한 것으로 보지 않는다.,"waiver, renunciation, refusal, legal interpretation, rights retention",event
매매대금 조정이 제92조에 따라 이루어진다.,"transaction, adjustment, regulation, compliance, negotiation",event
매수인은 필요시 외부 전문가를 선임한다.,"consultation, delegation, appointment, expertise, decision-making",event
손해배상 청구는 서면으로 해야 한다.,"legal process, compensation, formal request, documentation, dispute resolution",event
하자가 확인되지 않은 경우 검증 비용은 매수인이 부담한다.,"cost allocation, verification, responsibility, transaction, obligation",event
검증 기관은 매도인과 매수인이 합의하여 선정한다.,"agreement, selection, negotiation, validation, decision-making",event
주식회사 알파벤처스의 대표이사가 본 계약서에 서명한다.,"contract signing, authorization, agreement, business transaction, legal validation",event
매수인은 거래종결 전 언제든지 추가 실사를 요청할 수 있다.,"due diligence, inspection, verification, evaluation, request",event
제89조에 정한 증빙자료를 첨부한다.,"documentation, submission, compliance, verification, regulation",event
매도인의 손해배상 책임이 매매대금의 30%로 제한된다.,"liability, compensation, limitation, contract, damages",event
"대상회사를 상대로 중요한 소송, 중재, 행정절차가 없다.","legal status, compliance, litigation risk, regulatory affairs, dispute absence",event
시설 이전이 매수인의 책임과 비용으로 진행된다,"relocation, responsibility, cost-bearing, transfer, obligation",event
양 당사자가 주요 고객에 대한 통지를 협의하여 진행한다.,"negotiation, communication, agreement, consultation, coordination",event
책임을 면한다.,"exemption, avoidance, release, relief, discharge",event
매수인은 손해배상액을 미지급 매매대금과 상계할 수 있다.,"compensation, offset, settlement, deduction, legal remedy",event
"운전자본, 순부채 등의 변동에 따라 매매대금을 조정한다.","adjustment, negotiation, settlement, valuation, transaction",event
매수인이 실사 과정에서 실제로 어떤 사항을 인지했다.,"awareness, discovery, investigation, diligence, recognition",event
거래종결일이 도래한다.,"계약이행, 종료, 완료, 마감, 약속",event
모든 재무 정보는 일관된 회계 기준에 따라 작성되었다.,"standardization, regulation, consistency, compliance, reporting",event
대상회사가 보유한 모든 라이선스와 허가가 거래종결 후에도 유효하게 유지된다.,"compliance, validation, authorization, continuity, regulation",event
주식회사 베타홀딩스의 대표이사가 본 계약서에 서명한다.,"authorization, agreement, signing, endorsement, contract completion",event
매매대금 조정이 이루어진다.,"negotiation, transaction, adjustment, agreement, settlement",event
대상회사의 핵심 임직원이 최소 1년간 근무를 유지하도록 최선의 노력을 다한다.,"commitment, retention, employment, obligation, management, loyalty",event
거래종결이 발생한다.,"completion, termination, closure, finalization, settlement",event
거래 관련 공동 비용은 균등 분담한다.,"cost sharing, distribution, cooperation, fairness, agreement",event
모든 재무 정보가 일관된 회계 기준에 따라 작성되었다.,"standardization, compliance, transparency, consistency, reporting",event
모든 손해배상 청구는 하자의 구체적 내용을 기술한 상세 보고서를 첨부해야 한다.,"claiming, reporting, documentation, compensation, compliance",event
본 거래와 관련하여 비용이 발생한다.,"payment, expense, transaction, cost, obligation",event
증빙이 불충분한 경우 매도인은 추가 자료를 요구할 수 있다.,"verification, documentation, compliance, negotiation, request",event
실사 과정에서 하자나 문제점이 발견된다.,"inspection, discovery, error detection, problem identification, quality control",event
그 자산은 매수인에게 귀속된다.,"ownership transfer, acquisition, possession, entitlement, allocation",event
각 당사자는 본 거래와 관련하여 발생한 자신의 비용을 부담한다.,"cost allocation, responsibility, expense management, self-payment, financial obligation",event
제공된 대상회사의 재무제표는 중요한 측면에서 정확하다.,"assurance, verification, accuracy, financial reporting, reliability",event
"주당 매매가격을 일만원(₩10,000)으로 정한다.","pricing, valuation, transaction, decision, finance",event
"확인실사는 회계, 법무, 세무, 영업 전 분야를 포함한다.","investigation, verification, audit, assessment, evaluation",event
대상회사의 모든 보험계약은 거래종결일 현재 유효하다.,"contract validation, insurance, agreement, compliance, legal status",event
공개된 모든 정보는 중요한 측면에서 정확하고 완전하다.,"disclosure, accuracy, completeness, verification, transparency",event
매수인은 미지급 매매대금이 있다.,"payment default, contract breach, nonpayment, financial obligation, legal dispute",event
진행 중인 연구개발 프로젝트는 계속 수행된다.,"continuation, progress, research, development, persistence, innovation",event
당사자들은 우호적 해결을 우선으로 한다.,"resolution, negotiation, agreement, conciliation, cooperation",event
거래종결 전 배당이 선언되었다.,"dividend declaration, financial event, corporate action, transaction process, earnings distribution",event
양 당사자는 종결 확인서를 작성하여 서명한다.,"agreement, confirmation, documentation, completion, validation",event
모든 손해배상 청구는 기타 증빙 서류를 첨부해야 한다.,"compensation, documentation, verification, requirement, legal process",event
행정적 사항이 발생한다.,"administration, management, procedure, regulation, governance",event
본 계약은 대한민국 법률에 따라 규율된다.,"legal regulation, jurisdiction, governance, authority, law enforcement",event
확정된 운전자본과 목표액의 차이를 정산한다.,"settlement, adjustment, calculation, reconciliation, finance",event
목표액과 차이를 정산한다.,"settlement, calculation, adjustment, evaluation, reconciliation",event
일방이 권리를 행사하지 않더라도 권리를 포기한 것으로 보지 않는다.,"right reservation, waiver, legal principle, nonforfeiture, entitlement",event
해석 원칙이 적용된다.,"legal interpretation, application, rule enforcement, principle implementation, decision-making",event
매도인은 3개월간 원활한 경영권 이전을 위해 지원한다.,"support, transition, cooperation, management, facilitation",event
검증 절차는 통상 15영업일이 소요된다.,"processing, verification, waiting, evaluation, administration",event
거래종결 후 발견된 자산이 매수인에게 귀속된다.,"ownership transfer, asset allocation, legal event, property rights, entitlement",event
계약 상대방으로부터 위반 통지를 받은 바 없다.,"compliance, notification, agreement, legal status, contract",event
대상회사의 모든 중요 문서는 거래종결 후 매수인에게 인도된다.,"document transfer, transaction, legal process, ownership change, information delivery",event
제4장 거래종결이 시작된다.,"contract, agreement, negotiation, completion, transition",event
일관된 회계 기준을 적용한다.,"standardization, regulation, consistency, compliance, uniformity",event
매도인은 본 계약 체결일 및 거래종결일 현재 다음 사항이 진실하고 정확함을 진술하고 보증한다.,"representation, warranty, assurance, declaration, legal statement, contract formation, transaction completion",event
적절한 보상한도를 유지하고 있다.,"regulation, management, limitation, optimization, control",event
모든 손해배상 청구는 제3자 검증 보고서를 첨부해야 한다.,"claiming, verification, documentation, accountability, regulation",event
대상회사가 사용하는 모든 부동산의 임대차계약이 유효하다.,"contract validation, legal assurance, property agreement, tenancy, compliance",event
통지는 발송 후 3영업일이 경과하면 도달한 것으로 본다.,"notification, delivery, communication, assumption, legal process",event
거래종결은 본 계약 체결일로부터 30일 이내에 이루어진다.,"contracting, deadline, agreement, transaction, fulfillment",event
거래종결은 당사자들이 합의한 날에 이루어진다.,"agreement, settlement, contract, finalization, completion",event
"주당 매매가격은 금 일만원(₩10,000)으로 한다.","transaction, pricing, agreement, valuation, negotiation",event
각 당사자는 즉시 상대방에게 통지한다.,"notification, communication, information exchange, reporting, interaction",event
모든 손해배상 청구는 필요시 외부 전문가 의견서를 첨부해야 한다.,"legal procedure, documentation, expert consultation, compensation, compliance",event
매도인은 매수인이 합리적으로 요청하는 대상회사 관련 정보를 신속히 제공한다.,"information provision, cooperation, transparency, compliance, disclosure",event
"매도인이 대상회사 발행 보통주식 10,000,000주를 매수인에게 매도한다.","stock transaction, share transfer, equity sale, ownership change, investment, business deal",event
일방이 권리를 행사하지 않는다.,"waiver, forbearance, relinquishment, inaction, omission",event
"매매주식의 총 매매가격을 일천억원(₩100,000,000,000)으로 정한다.","transaction, valuation, agreement, pricing, financial decision",event
서울특별시 강남구 소재 매도인의 사무실에 있다,"location, transaction, office, business, meeting",event
매도인은 매매주식의 적법하고 완전한 소유자이다.,"ownership, legality, transfer, rights, possession",event
제15조의 확인실사에서 발견된 하자는 독립된 제3자 전문기관의 검증을 거친다.,"검증, 심사, 평가, 확인, 인증, 조사",event
번역본과 불일치 시 한국어본이 우선한다.,"translation, interpretation, priority, language preference, selection",event
손해배상 청구는 증빙자료를 첨부하여 서면으로 해야 한다.,"legal procedure, documentation, compensation, evidence, submission",event
매수인이 비용을 부담한다,"payment, responsibility, obligation, transaction, cost-sharing",event
환경 관련 소송이나 분쟁이 존재하지 않는다.,"harmony, stability, agreement, peace, cooperation",event
대상회사는 계약 상대방으로부터 위반 통지를 받은 바 없다.,"notification, compliance, communication, contract, legal event",event
시설 이전이 필요하다,"relocation, transition, adjustment, logistics, change",event
대상회사는 모든 환경 관련 법규를 준수하고 있다.,"compliance, regulation, governance, responsibility, adherence",event
본 계약에 따른 모든 통지는 등기우편 또는 이메일로 한다.,"notification, communication, agreement, documentation, correspondence",event
중요한 부정적 변동이 없다.,"stability, consistency, equilibrium, steadiness, normalcy",event
모든 손해배상 청구는 손해액 산정 근거 및 관련 증빙을 첨부해야 한다.,"compensation, documentation, proof, evidence, legal process, claim",event
실사 과정이 진행되었다.,"inspection, verification, evaluation, assessment, investigation",event
대상회사의 모든 중요 문서는 매수인에게 인도된다.,"document transfer, information sharing, legal process, due diligence, ownership change",event
매도인은 제공한 모든 정보의 정확성을 확인한다.,"verification, confirmation, responsibility, disclosure, accuracy",event
매매대금이 매도인의 계좌로 송금된다.,"transaction, payment, transfer, settlement, remittance",event
대상회사의 사회공헌 활동,"charity, giving, altruism, community support, philanthropy",event
본 계약은 어느 일방에게 유리하게 해석되지 않는다.,"interpretation, fairness, neutrality, agreement, contract",event
법령상 요구되거나 상대방의 서면 동의가 있는 경우,"permission, compliance, agreement, consent, regulation",event
매수인은 매도인이 지정한 계좌로 매매대금을 송금한다.,"payment, transaction, transfer, remittance, settlement",event
거래가 종결된다.,"completion, settlement, agreement, closure, resolution",event
소유권 관련 사항에 대한 하자담보책임은 무기한 유효하다.,"liability, warranty, legal protection, guarantee, ownership, obligation",event
환경 관련 소송이나 분쟁이 없다.,"harmony, stability, compliance, peace, agreement",event
매도인은 주요 고객과의 관계가 원만히 유지되도록 적극 협조한다.,"cooperation, relationship maintenance, business support, partnership, collaboration",event
의무를 이행하지 못한다.,"nonperformance, neglect, default, failure, irresponsibility",event
매수인이 인지하고 있던 사항이나 공개된 위험에 대해서 매도인이 책임지지 않는다.,"risk allocation, liability exemption, disclosure, responsibility, contract terms",event
대상회사는 사회공헌 활동을 지속한다.,"philanthropy, contribution, engagement, responsibility, community support",event
매수인은 확정된 손해배상액을 가진다.,"compensation, liability, settlement, indemnity, legal remedy",event
제15조의 확인실사에서 하자가 발견된다,"inspection, discovery, verification, due diligence, defect detection",event
"대상회사가 사업과 관련된 모든 법령, 규정을 중요한 측면에서 준수하고 있다.","compliance, regulation, governance, legality, conformity",event
검증 비용을 매수인이 부담한다,"cost allocation, responsibility, payment, transaction, agreement",event
대상회사는 주주명부에 매수인을 기재한다,"registration, recording, ownership transfer, documentation, transaction",event
거래종결이 이루어진다,"합의, 성사, 완료, 종료, 이행",event
매매주식이 양도된다.,"transfer, transaction, exchange, ownership change, financial operation",event
매매대금 조정은 제92조에 정한 바에 따른다.,"contract adjustment, legal compliance, regulation, financial transaction, rule application",event
양 당사자가 거래종결 후 발생하는 행정적 사항에 대해 상호 협력한다.,"collaboration, compliance, administration, coordination, agreement",event
매수인은 거래종결 후 6개월 내에 매도인에게 경영 자문을 요청할 수 있다.,"consultation, advisory, negotiation, agreement, business support",event
데이터 보호 관련 법규가 존재한다.,"regulation, compliance, privacy, governance, oversight",event
매도인의 거래종결 의무가 발생한다.,"legal obligation, contract fulfillment, responsibility, transaction completion, duty",event
대상회사의 중요한 부채나 우발채무가 없다.,"risk assessment, financial evaluation, liability review, due diligence, corporate analysis",event
매수인은 14일 이내에 매도인에게 서면으로 통지해야 한다.,"notification, communication, obligation, contract, deadline",event
거래가 발생한다.,"exchange, transaction, commerce, negotiation, agreement",event
미지급된 배당이 매도인에게 귀속된다.,"allocation, entitlement, transfer, ownership, distribution",event
추가로 자산이 발견된다.,"discovery, acquisition, enrichment, accumulation, revelation",event
향후 규제 변경에 따른 비용을 매수인이 부담한다.,"risk allocation, cost sharing, contractual obligation, regulatory change, financial responsibility",event
하자가 확인된 경우 검증 비용은 매도인이 부담한다.,"cost allocation, responsibility, indemnification, verification, transaction",event
불가항력적 사유로 인한 불이행이 발생한다,"breach, force majeure, nonperformance, impossibility, disruption",event
매도인이 주요 고객과의 관계가 원만히 유지되도록 적극 협조한다.,"collaboration, relationship management, customer retention, support, cooperation",event
영업일이 된다.,"opening, business, workday, commerce, operation",event
대상회사의 중요한 부채나 우발채무가 재무제표에 기재된 것 외에는 존재하지 않는다.,"disclosure, transparency, assurance, verification, validation",event
매도인이 책임지지 않는다.,"disclaimer, exemption, liability, contract, agreement",event
본 계약의 수정이나 변경은 양 당사자의 서면 합의에 의해서만 가능하다.,"agreement, modification, negotiation, documentation, consent",event
각 당사자가 본 거래와 관련하여 발생한 자신의 비용을 부담한다.,"allocation, responsibility, self-payment, cost-sharing, independence",event
실사가 보다 전문적으로 이루어진다.,"improvement, specialization, advancement, professionalism, progress",event
증빙이 불충분한 경우,"rejection, insufficiency, verification, denial, assessment",event
당사자 간에 더 이상의 추가 합의가 존재하지 않는다.,"agreement, negotiation, termination, conclusion, cessation",event
본 계약상 모든 기한은 엄격히 준수되어야 한다.,"compliance, punctuality, enforcement, obligation, requirement",event
매매대금이 준비된다.,"payment, transaction, preparation, financing, arrangement",event
조세 관련 사항에 대한 하자담보책임은 공소시효 만료일까지 유효하다.,"legal responsibility, warranty, limitation period, taxation, legal validity",event
거래 관련 공동 비용이 발생한다.,"cost sharing, transaction, collaboration, expense, cooperation",event
양 당사자가 협의하여 진행한다,"negotiation, agreement, collaboration, consensus, decision-making",event
시설 이전이 필요할 경우 매수인이 시설을 이전한다.,"relocation, transfer, responsibility, transaction, obligation",event
매도인은 매수인에게 관련 서류를 인도한다.,"delivery, transaction, documentation, transfer, handover",event
매수인이 통지 기한을 넘겨서 청구한다.,"claim, delay, breach, notification, deadline",event
대상회사는 노동 관련 법규를 준수한다.,"compliance, regulation, obligation, governance, ethics",event
대상회사는 진행 중인 세무조사가 없다.,"confirmation, compliance, reporting, investigation, audit",event
실사 과정에서 발견된 하자나 문제점은 문서화되어야 한다.,"inspection, documentation, problem identification, quality control, recordkeeping",event
본 계약이 대한민국 법률에 따라 규율되고 해석된다.,"legal regulation, interpretation, jurisdiction, governance, contract law",event
본 계약상 권리의무를 제3자에게 양도할 수 없다.,"transfer restriction, assignment prohibition, legal obligation, contract clause, third-party rights",event
매도인은 매매주식에 대한 완전한 소유권을 매수인에게 이전한다.,"ownership transfer, transaction, agreement, legal exchange, property rights",event
대상회사는 전 직원에게 경영권 변경을 통지한다.,"notification, announcement, management change, communication, disclosure",event
매도인은 3개월간 월별로 재무 정보를 업데이트하여 제공한다.,"reporting, disclosure, communication, monitoring, updating",event
거래종결 후 60일 내에 거래종결일 기준 운전자본을 확정한다.,"settlement, calculation, confirmation, finalization, adjustment",event
확인실사가 수행된다.,"inspection, verification, evaluation, assessment, investigation",event
