node,conceptualized_node,node_type
모든 손해배상 청구는 제63조에 따른 제3자 검증 보고서를 첨부해야 한다.,"claim process, verification, documentation, liability, legal requirement",event
매매주식이 양도된다.,"transaction, transfer, ownership change, investment, exchange",event
대한민국의 은행이 정상 영업한다.,"operation, service, finance, transaction, business, stability",event
"주당 매매가격을 금 일만원(₩10,000)으로 정한다.","transaction, pricing, agreement, valuation, negotiation",event
제3자 검증 보고서를 첨부한다,"verification, documentation, authentication, validation, reporting",event
자산이 거래종결 후 발견된다.,"discovery, transaction, post-closure, asset identification, realization",event
매도인의 손해배상 책임이 발생한다.,"liability, compensation, contract, obligation, dispute",event
거래 시너지가 실현된다.,"협력, 융합, 상승효과, 성과, 발전",event
위 조건들이 충족되어야 매수인의 거래종결 의무가 발생한다.,"contractual obligation, transaction, legal requirement, fulfillment, condition",event
통지에는 하자의 구체적 내용과 예상 손해액이 포함되어야 한다.,"notification, disclosure, communication, warning, legal process",event
대상회사는 보험계약의 적절한 보상한도를 유지하고 있다.,"risk management, compliance, coverage, insurance, assessment",event
사업계획 및 예측이 합리적인 가정에 기초하여 성실하게 작성되었다.,"planning, forecasting, diligence, rationality, preparation",event
서울중앙지방법원이 제1심 관할법원이 된다.,"jurisdiction, legal process, court assignment, authority, adjudication",event
그 책임 기간이 공소시효 만료일까지 유효하다.,"expiration, validity, limitation, responsibility, legal period",event
매매조건이 적용된다.,"transaction, agreement, contract, negotiation, exchange",event
회계 기준이 일관되게 적용되었다.,"consistency, standardization, regulation, compliance, uniformity",event
2025년 1월 1일에 계약일자가 정해졌다.,"agreement, scheduling, commitment, arrangement, planning",event
부채가 거래종결 후 발견된다.,"discovery, liability, post-transaction, obligation, risk",event
대상회사를 상대로 중요한 소송이 없다.,"litigation, legal status, dispute, risk assessment, compliance",event
양 당사자가 본 계약을 이행한다.,"agreement, fulfillment, execution, cooperation, transaction",event
필요한 정부 승인을 취득해야 한다.,"regulation, compliance, authorization, permission, governance",event
일방이 권리를 행사하지 않는다.,"waiver, inaction, abandonment, forfeiture, neglect",event
대상회사는 모든 환경 관련 법규를 준수하고 있다.,"compliance, regulation, governance, responsibility, sustainability",event
청구는 효력이 없다.,"invalidation, rejection, nullification, legal decision, dispute resolution",event
대상회사가 당사자인 중요한 소송이 없다.,"compliance, legal status, disclosure, transparency, due diligence",event
대상회사는 노동조합과의 단체협약을 위반한 바 없다.,"compliance, negotiation, agreement, labor relations, dispute resolution",event
매도인이 그에 대해 책임지지 않는다.,"disclaimer, exemption, nonliability, exclusion, waiver",event
배당이 미지급된다,"withholding, delay, nonpayment, financial issue, distribution",event
본 계약의 부록과 별첨이 존재한다.,"contractual arrangement, documentation, annexation, supplementation, legal formalities",event
양 당사자가 서면으로 합의한다.,"agreement, contract, negotiation, documentation, consensus",event
매수인이 비용을 부담한다.,"payment, responsibility, obligation, transaction, cost allocation",event
주식회사 알파벤처스의 대표이사가 본 계약에 서명한다.,"contract signing, authorization, agreement, representation, commitment",event
하자담보책임의 청구가 이루어진다.,"dispute, compensation, warranty, liability, legal claim",event
재무제표에 기재된 것 외에 대상회사의 중요한 부채나 우발채무는 없다.,"disclosure, assurance, liability, risk management, transparency",event
본 계약을 수정하거나 변경한다.,"agreement revision, contract modification, legal update, amendment, negotiation",event
양 당사자가 필요한 경우 관련 등기 절차에 협력한다.,"agreement, cooperation, legal process, registration, collaboration",event
매수인은 외부 전문가를 선임할 수 있다.,"consultation, delegation, authorization, decision-making, expertise",event
각 당사자는 대리인을 선임할 수 있다.,"representation, delegation, appointment, authorization, legal action",event
매도인의 진술보증 위반에 대한 하자담보책임은 거래종결일로부터 60일간 유효하다.,"contractual obligation, seller liability, warranty, breach, indemnification, legal responsibility",event
독립된 제3자 전문기관의 검증을 거친다.,"verification, certification, assessment, evaluation, validation",event
검증 기관은 양 당사자가 합의하여 선정한다.,"agreement, selection, verification, negotiation, collaboration",event
대상회사가 기존 브랜드를 계속 사용할 수 있다.,"authorization, permission, continuity, licensing, branding",event
매수인은 경영 자문을 요청할 수 있다.,"consultation, advice, management, support, guidance",event
매도인은 제공한 모든 정보의 정확성을 확인한다.,"verification, confirmation, responsibility, diligence, accuracy",event
기존 분쟁이 발생한다.,"conflict, dispute, escalation, tension, confrontation",event
매수인이 미지급 매매대금과 손해배상액을 상계할 수 있다.,"compensation, offset, settlement, mitigation, legal remedy",event
주요 고객에 대한 통지가 필요하다.,"communication, notification, alert, information sharing, stakeholder engagement",event
본 계약이 한국어로 작성된다.,"agreement, documentation, language selection, formalization, communication",event
손해배상 책임 한도는 매매대금의 30%로 제한된다.,"limitation, compensation, liability, restriction, contract",event
매수인은 실사를 수행할 수 있다.,"investigation, evaluation, verification, assessment, due diligence",event
목표액과 차이를 정산한다.,"settlement, calculation, adjustment, reconciliation, evaluation",event
매도인은 매매주식에 대한 처분권한을 가진다.,"ownership, authority, rights, control, transfer",event
서면으로 제출한다.,"submission, documentation, communication, reporting, formality",event
제89조에 정한 증빙자료를 준비한다.,"documentation, compliance, preparation, verification, organization",event
주식회사 알파벤처스가 주식회사 감마테크를 대상으로 계약을 체결한다.,"contracting, agreement, negotiation, partnership, business transaction",event
하자의 구체적 내용을 기술한 상세 보고서를 첨부한다,"documentation, reporting, inspection, analysis, explanation",event
매도인이 매수인이 인지하고 있던 사항이나 공개된 위험에 대해 책임지지 않는다.,"exemption, liability, disclosure, risk allocation, responsibility",event
모든 손해배상 청구는 손해액 산정 근거 및 관련 증빙을 첨부해야 한다.,"compensation, documentation, verification, evidence, legal process",event
매매대금은 거래종결일에 전액 현금으로 지급한다.,"payment, transaction, settlement, completion, agreement",event
모든 라이선스와 허가가 유효하게 유지되어야 한다.,"compliance, regulation, authorization, maintenance, validity",event
본 계약과 관련된 분쟁이 발생한다.,"dispute, conflict, disagreement, litigation, negotiation",event
본 계약이 효력을 발생한다.,"agreement, effectuation, activation, commencement, validation",event
거래 관련 공동 비용을 균등 분담한다.,"cost-sharing, cooperation, fairness, collaboration, resource allocation",event
대상회사에 대한 경영권과 통제권이 매수인에게 이전된다.,"acquisition, takeover, ownership transfer, control shift, management change",event
대상회사가 사용하는 모든 부동산의 임대차계약은 유효하다.,"contract validation, legal assurance, property use, business operation, agreement enforcement",event
모든 손해배상 청구는 필요시 외부 전문가 의견서를 첨부해야 한다.,"claim, evaluation, documentation, verification, compliance",event
거래종결이 서울특별시 강남구 소재 매도인의 사무실에서 이루어진다.,"contract completion, transaction, agreement, business event, negotiation",event
상대방은 계약을 해제한다.,"termination, cancellation, dissolution, release, annulment",event
서울특별시 강남구 소재 매도인의 사무실에 있다,"location, transaction, office, property, meeting",event
상대방은 계약을 해제할 수 있다.,"termination, cancellation, dissolution, revocation, legal right",event
"대상회사를 상대로 하거나 대상회사가 당사자인 중요한 소송, 중재, 행정절차가 없다.","litigation, arbitration, legal proceeding, dispute, regulation",event
"매도인이 대상회사 발행 보통주식 10,000,000주를 매수인에게 매도한다.","transaction, sale, transfer, ownership, investment, agreement",event
본 계약에 정한 절차를 따라야 한다.,"compliance, procedure, obligation, regulation, adherence",event
주식회사 베타홀딩스의 대표이사가 본 계약에 서명한다.,"agreement, authorization, contract signing, leadership, corporate action",event
본 계약은 매도인과 매수인 간의 매매에 필요한 제반 사항을 규정한다.,"agreement, transaction, regulation, contract, negotiation",event
제92조에 정한 바에 따른다.,"compliance, regulation, adherence, conformity, legal process",event
매도인의 진술보증이 중요한 측면에서 정확하다,"verification, assurance, accuracy, disclosure, representation",event
매수인은 대상회사의 독립적 경영을 보장한다,"guarantee, assurance, independence, management, protection, agreement",event
검증 비용을 매도인이 부담한다.,"cost allocation, responsibility, payment, transaction, agreement",event
매수인의 거래종결 의무가 발생한다,"contractual obligation, transaction, performance, fulfillment, legal duty",event
환경 관련 소송이나 분쟁이 없다.,"stability, harmony, absence, peace, compliance",event
매수인은 거래종결일에 잔금지급을 완료한다.,"payment, closing, transaction, settlement, fulfillment",event
법령상 요구가 있거나 상대방의 서면 동의가 있다.,"permission, compliance, regulation, agreement, consent",event
당사자 간의 모든 합의 내용이 본 계약에 포함된다.,"agreement, incorporation, contract formation, documentation, consensus",event
양 당사자가 주요 고객에 대한 통지를 협의하여 진행한다.,"negotiation, consultation, agreement, notification, coordination",event
각 당사자가 본 거래와 관련하여 비용을 부담한다,"cost allocation, expense sharing, financial responsibility, obligation",event
"매매주식의 총 매매가격은 금 일천억원(₩100,000,000,000)으로 한다.","transaction, agreement, valuation, finance, contract",event
거래가 발생한다.,"exchange, transaction, commerce, negotiation, interaction",event
진술보증 사항에 중요한 변경이 발생한다.,"disclosure, amendment, contract modification, notification, compliance",event
데이터룸을 통해 정보가 공개된다.,"disclosure, transparency, communication, revelation, information sharing",event
매수인은 거래종결일에 매매대금을 전액 현금으로 지급한다.,"transaction, payment, settlement, fulfillment, completion",event
제공된 대상회사의 재무제표는 중요한 측면에서 정확하다.,"assurance, verification, evaluation, accuracy, reliability",event
대한상사중재원이 검증 기관을 지정한다.,"authorization, certification, designation, validation, governance",event
매수인은 거래종결 전 언제든지 추가 실사를 요청할 수 있다.,"due diligence, request, verification, negotiation, agreement",event
대상회사가 사용하는 모든 부동산의 임대차계약은 정상적이다.,"contract, verification, legality, tenancy, compliance",event
고객 관계가 유지된다.,"relationship maintenance, loyalty, retention, trust, engagement",event
부록과 별첨이 계약의 일부를 구성한다.,"agreement, inclusion, documentation, attachment, legal arrangement",event
매수인이 이를 매수한다.,"acquisition, transaction, purchase, exchange, ownership",event
각 당사자는 진술보증 사항에 중요한 변경이 발생할 경우 즉시 상대방에게 통지한다.,"notification, communication, disclosure, obligation, contract compliance",event
대상회사의 모든 중요 자산이 정상적으로 운영되고 있다.,"operation, asset management, stability, maintenance, functionality",event
"""중요한 부정적 변동""이 발생한다.","crisis, downturn, disruption, deterioration, setback",event
계약상 권리의무의 양도가 허용되지 않는다.,"restriction, limitation, prohibition, contract law, assignment",event
대상회사의 사회공헌 활동이 지속된다.,"philanthropy, continuity, giving, contribution, sustainability",event
대상회사는 노동 관련 법규를 준수한다.,"compliance, regulation, labor law, governance, adherence",event
서울중앙지방법원이 본 계약과 관련된 분쟁의 제1심 관할법원이 된다.,"jurisdiction, litigation, dispute resolution, legal process, court authority",event
매수인의 진술보증이 정확하다.,"확인, 진실성, 보증, 신뢰, 검증",event
매도인의 거래종결 의무가 발생한다,"contract formation, obligation, transaction, completion, execution",event
매매대금이 준비된다,"payment, transaction, preparation, financing, arrangement",event
배당이 매도인에게 귀속된다,"allocation, entitlement, distribution, ownership, transaction",event
대상회사가 사용하는 모든 부동산의 임대차계약이 정상적이고 유효하다.,"validation, contract, compliance, leasing, legitimacy, documentation",event
대상회사는 독립적으로 경영을 수행한다,"autonomy, management, independence, self-governance, operation",event
진행 중인 세무조사나 분쟁이 없다.,"compliance, stability, peace, resolution, harmony",event
매도인은 매매주식의 적법하고 완전한 소유자이다.,"ownership, legality, transfer, rights, transaction",event
추가 대가 지급 등의 조정이 없다.,"agreement, settlement, negotiation, adjustment, compensation",event
본 계약이 당사자 간 완전한 합의를 구성한다.,"agreement, contract, confirmation, finalization, commitment",event
매도인과 매수인이 계약서에 서명한다.,"agreement, transaction, commitment, authorization, partnership",event
제2장 매매조건이 언급된다.,"contract, transaction, negotiation, agreement, terms",event
본 계약은 2부를 작성한다.,"agreement, documentation, contract creation, formalization, record keeping",event
제6장 일반조항이 언급된다.,"reference, citation, regulation, mention, documentation",event
거래종결일은 제51조에 따라 주식 양도가 완료되는 날로 정의된다.,"completion, transfer, settlement, definition, agreement",event
본 계약의 부록과 별첨은 계약의 일부를 구성한다.,"agreement, documentation, inclusion, legal process, contract formation",event
3영업일이 경과한다.,"waiting, duration, passage, delay, process",event
시간의 엄수가 이루어진다.,"punctuality, discipline, order, reliability, responsibility",event
매수인이 지명한 자를 대상회사의 이사로 선임한다.,"appointment, selection, governance, management, delegation",event
본 계약이 수정되거나 변경된다.,"modification, amendment, alteration, legal process, negotiation",event
양 당사자는 종결 확인서를 작성한다.,"agreement, confirmation, documentation, closure, negotiation",event
매수인은 추가 실사를 요청할 수 있다.,"negotiation, due diligence, request, evaluation, inquiry",event
진행 중인 연구개발 프로젝트가 계속 수행된다.,"research, development, continuation, innovation, progress",event
양 당사자는 본 계약을 이행한다.,"agreement, fulfillment, obligation, transaction, cooperation",event
손해액 산정 근거 및 관련 증빙을 첨부한다,"documentation, verification, evidence, calculation, assessment",event
매도인은 거래종결 후 3개월간 재무 정보를 제공한다.,"information provision, disclosure, compliance, reporting, post-transaction",event
영업일은 대한민국의 은행이 정상 영업하는 날로 정의된다.,"business day, banking, regulation, operation, definition",event
본 계약은 당사자 간 완전한 합의를 구성한다.,"agreement, contract, confirmation, understanding, commitment",event
복잡한 사안의 경우 검증 절차가 30영업일까지 연장될 수 있다.,"delay, extension, verification, evaluation, decision-making",event
배당이 거래종결 전에 선언된다,"announcement, allocation, distribution, corporate action, transaction",event
한국어본이 우선한다.,"priority, preference, selection, primacy, choice",event
대상회사와 관련된 중요한 행정절차가 없다.,"compliance, regulation, exemption, process, procedure",event
제5장 거래종결 후 사항이 규정된다.,"agreement, regulation, closure, finalization, contract",event
사업계획 및 예측을 성실하게 작성한다.,"planning, forecasting, diligence, preparation, organization",event
매매계약이 체결된다.,"contracting, agreement, transaction, commitment, negotiation",event
합의가 없을 경우 대한상사중재원이 검증 기관을 지정한다.,"arbitration, mediation, designation, verification, authority",event
양 당사자가 거래 시너지 실현을 위해 상호 협력한다.,"collaboration, partnership, cooperation, synergy, alliance, teamwork",event
상대방의 서면 동의가 있는 경우 비밀정보 공개가 예외로 인정된다.,"disclosure, consent, agreement, exception, permission",event
제3장 거래과정이 완료된다.,"completion, transaction, process, agreement, closure",event
"매도인은 거래종결 시 주권, 주주명부, 이사회 결의서 등 필요 서류를 인도한다.","document delivery, transaction closing, legal process, compliance, transfer",event
매도인은 다음 사항이 진실하고 정확함을 진술하고 보증한다,"진술, 보증, 약속, 확인, 계약",event
모든 재무 정보는 일관된 회계 기준에 따라 작성되었다.,"standardization, regulation, consistency, compliance, reporting",event
매수인은 매도인에게 경영 자문을 요청할 수 있다.,"consultation, negotiation, advisory, request, business support",event
양 당사자가 성실히 협력한다.,"collaboration, cooperation, partnership, agreement, teamwork",event
주식회사 베타홀딩스가 주식회사 감마테크를 대상으로 계약을 체결한다.,"agreement, transaction, partnership, negotiation, collaboration, business event",event
데이터룸을 통해 모든 정보가 공개된다.,"disclosure, transparency, revelation, information sharing, openness",event
하자가 확인되지 않은 경우 검증 비용은 매수인이 부담한다.,"responsibility, verification, cost allocation, transaction, liability",event
의무를 이행하지 못한다.,"failure, negligence, omission, irresponsibility",event
당사자들은 우호적 해결을 우선으로 한다.,"mediation, negotiation, compromise, agreement, cooperation",event
양 당사자가 상호 협력한다.,"cooperation, collaboration, partnership, alliance, mutualism",event
각 당사자가 비밀정보를 제3자에게 공개할 수 있다.,"disclosure, permission, information sharing, confidentiality, authorization",event
제4장 거래종결이 시작된다.,"completion, transition, agreement, negotiation, closure",event
각 당사자는 자신을 위한 거래종결 전제조건을 포기할 수 있다.,"waiver, negotiation, agreement, flexibility, concession",event
본 계약의 해석에 대한 분쟁이 있을 경우,"dispute, disagreement, interpretation, negotiation, resolution",event
매수인은 매도인에게 하자를 서면으로 통지한다.,"notification, communication, dispute, documentation, obligation",event
상대방의 사전 서면 동의를 받아야 한다.,"permission, consent, agreement, authorization, compliance",event
증빙이 불충분하다,"insufficiency, uncertainty, ambiguity, doubt, lack",event
검증 절차가 30영업일까지 연장될 수 있다.,"delay, extension, verification, procedure, process",event
일방이 정당한 사유 없이 거래종결을 거부한다.,"거래거절, 계약불이행, 분쟁, 계약해지, 불공정거래",event
행정적 사항이 발생한다.,"processing, regulation, administration, management, decision-making",event
대상회사의 중요한 부채나 우발채무가 재무제표에 기재된 것 외에는 존재하지 않는다.,"disclosure, verification, assurance, compliance, auditing",event
외부 전문가 의견서를 첨부한다 (필요시),"documentation, consultation, verification, expertise, evaluation",event
필요한 정부 승인을 취득한다,"authorization, certification, permission, compliance, validation",event
매수인의 진술보증이 정확하다,"확인, 검증, 신뢰, 보장, 진실성",event
거래종결 즉시 대상회사는 주주명부에 매수인을 기재한다.,"ownership transfer, registration, record update, shareholder change, transaction completion",event
매수인은 14일 이내에 매도인에게 서면으로 통지해야 한다.,"notification, communication, transaction, obligation, agreement",event
대상회사의 재무제표가 한국채택국제회계기준에 따라 작성되었다.,"financial reporting, compliance, accounting, standardization, transparency",event
규제가 변경된다.,"policy shift, adjustment, governance, transformation, modification",event
대상회사는 모든 중요한 계약을 위반한 사실이 없다.,"compliance, legality, adherence, obligation, integrity",event
한국어본이 번역본과 불일치할 경우 한국어본이 우선한다.,"priority, preference, authority, language policy, precedence",event
"""영업일""이다.","operation, business, workday, commerce, routine",event
통지는 도달한 것으로 본다.,"notification, communication, delivery, legal effect, information transfer",event
모든 진술과 보증은 거래종결일을 기준으로 한다.,"confirmation, validation, agreement, completion, assurance",event
"주당 매매가격은 금 일만원(₩10,000)으로 한다.","transaction, pricing, agreement, contract, valuation",event
양도소득세는 매도인이 부담한다.,"taxation, liability, transfer, seller duty, property transaction",event
대상회사에 진행 중인 세무조사가 없다.,"audit, investigation, compliance, verification, assessment",event
매도인이 주요 고객과의 관계가 원만히 유지되도록 적극 협조한다.,"cooperation, relationship management, support, collaboration, facilitation",event
대상회사는 전 직원에게 경영권 변경을 통지한다.,"notification, announcement, disclosure, communication, transition",event
자산이 정상적으로 운영되고 있다.,"operation, management, maintenance, functionality, performance",event
제1장 총칙이 시작된다.,"introduction, commencement, opening, establishment, initiation",event
매수인은 대상회사의 독립적 경영을 보장한다.,"guarantee, assurance, independence, management, protection, autonomy",event
계약 해석 시 어느 일방에게도 편향되지 않는다.,"impartiality, fairness, neutrality, objectivity",event
시설 이전이 필요하다,"relocation, transition, reorganization, adjustment, change",event
상대방은 계약을 해제하고 손해배상을 청구할 수 있다.,"termination, compensation, legal action, dispute, remedy",event
거래가 종결된다.,"completion, transaction, closure, agreement, settlement",event
데이터 보호가 이루어진다.,"보안, 안전, 보호, 관리, 통제",event
주식회사 감마테크가 계약의 대상회사가 되었다.,"business event, contract, acquisition, partnership, transaction",event
양 당사자가 협의하여 통지를 진행한다.,"negotiation, agreement, communication, notification, cooperation",event
공개된 것 외에 연간 1억원 이상의 중요 계약이 없다고 확인되었다.,"confirmation, disclosure, verification, financial report, transparency",event
달리 명시되지 않는다.,"uncertainty, ambiguity, exception, clarification, unspecified event",event
매도인은 매매주식의 처분권한을 가진다.,"ownership, authority, transfer, rights, control",event
양 당사자는 선량한 관리자의 주의의무로 본 계약을 이행한다.,"contract fulfillment, diligence, responsibility, legal obligation, management",event
대상회사는 사업 운영에 필요한 모든 지적재산권을 적법하게 보유하거나 사용할 권리를 가진다.,"ownership, authorization, compliance, intellectual property, rights",event
본 계약의 일부 조항이 무효인 경우,"contract amendment, invalidity, legal interpretation, partial nullity, enforceability",event
각 당사자가 1부씩 보관한다.,"distribution, documentation, agreement, recordkeeping, sharing",event
실사 과정에서 하자나 문제점이 발견된다.,"inspection, detection, discovery, evaluation, quality control, problem identification",event
매도인의 진술보증은 그 사항에 적용되지 않는다.,"계약, 제한, 적용범위, 진술, 보증, 배제",event
양 당사자가 상호 선의와 신뢰를 바탕으로 한다.,"trust, cooperation, goodwill, agreement, relationship",event
매수인이 어떤 사항이나 공개된 위험을 인지하고 있다.,"awareness, disclosure, recognition, acknowledgment, risk management",event
본 계약이 대한민국 법률에 따라 규율된다.,"legal regulation, governance, jurisdiction, compliance, legislation",event
매도인은 거래종결 5영업일 전까지 매매대금 수령 계좌 정보를 통지한다.,"notification, transaction, payment, communication, agreement",event
시설 이전이 필요할 시 매수인이 책임과 비용을 부담한다.,"cost allocation, responsibility transfer, contractual obligation, expense sharing, legal agreement",event
연간 1억원 이상의 중요 계약은 존재하지 않는다.,"contract, disclosure, business, agreement, limitation",event
"매수인이 매도인으로부터 대상회사 발행 보통주식 10,000,000주를 매수한다.","transaction, acquisition, investment, ownership transfer, equity purchase",event
매수인이 어떤 사항을 인지한다.,"awareness, recognition, realization, perception, understanding",event
본 계약에 따른 모든 통지는 등기우편 또는 이메일로 한다.,"notification, communication, agreement, correspondence, information sharing",event
본 계약이 체결된다.,"agreement, commitment, transaction, legal act, partnership, consent",event
"""거래종결일""이 된다.","completion, finalization, closure, settlement, transition",event
실사 과정에서 일부 계약이 공개되었다.,"disclosure, transparency, revelation, negotiation, communication",event
매수인은 필요시 외부 전문가를 선임한다.,"delegation, consultation, decision-making, expertise, outsourcing",event
매도인이 매수인에게 대상회사 관련 정보를 신속히 제공한다,"disclosure, information sharing, communication, reporting, transparency",event
제3장 진술 및 보증이 명시되어 있다.,"contract, declaration, assurance, legal statement, representation",event
본 계약이 체결되어 이전의 모든 구두 또는 서면 합의를 대체한다.,"contract formation, agreement, supersession, legal binding, negotiation",event
하자가 확인되지 않는다.,"confirmation, validation, inspection, assessment, verification",event
매수인은 거래종결 후 6개월 내에 매도인에게 경영 자문을 요청할 수 있다.,"consultation, advisory, post-transaction, management support, business agreement",event
양 당사자가 선량한 관리자의 주의의무로 본 계약을 이행한다.,"contract fulfillment, duty of care, legal compliance, obligation, management",event
대상회사는 모든 세금을 적시에 신고·납부했다.,"tax compliance, reporting, payment, obligation, regulation",event
기존 공급계약이 동일한 조건으로 유지된다.,"contract renewal, agreement, continuity, business arrangement, stability",event
거래종결은 본 계약 체결일로부터 30일 이내에 이루어진다.,"계약이행, 거래완료, 기한설정, 약정, 법적행위",event
"매매주식은 담보권, 제한, 부담이 없다.","ownership, transfer, transaction, freedom, exemption",event
대상회사가 노동조합과의 단체협약을 위반한 적이 없다.,"compliance, negotiation, labor relations, agreement, employment",event
적절한 보상한도를 유지하고 있다.,"regulation, limitation, management, control, optimization",event
계약의 진술 및 보증에 동의하게 된다.,"agreement, assurance, confirmation, validation, consent",event
매도인은 매매대금 수령 계좌 정보를 통지한다.,"notification, transaction, communication, disclosure, instruction",event
본 계약이 필요한 제반 사항을 규정한다.,"agreement, regulation, stipulation, arrangement, documentation",event
부채가 발견된다.,"discovery, uncovering, finding, revelation, artifact",event
매매대금이 조정된다.,"adjustment, negotiation, transaction, settlement, regulation",event
실사 과정에서 발견된 하자나 문제점은 문서화되어야 한다.,"documentation, quality control, inspection, reporting, recordkeeping",event
양 당사자는 종결 확인서를 작성하여 서명한다.,"agreement, confirmation, documentation, signature, closure",event
각 당사자가 계약서 1부씩을 보관한다.,"agreement, documentation, recordkeeping, formality, contract management",event
대상회사는 환경 관련 소송이나 분쟁이 없다.,"compliance, risk management, legal status, environmental stewardship, conflict avoidance",event
매수인이 확정된 손해배상액을 가진다.,"compensation, liability, indemnification, contractual rights, damages",event
이전의 모든 구두 또는 서면 합의가 대체된다.,"agreement, replacement, supersession, contract, legal event",event
대상회사는 계약 상대방으로부터 위반 통지를 받은 바 없다.,"notification, compliance, contract, communication, legal event",event
중요한 부정적 변동이 없다,"stability, normalcy, continuity, consistency, equilibrium",event
대상회사의 핵심 임직원은 최소 1년간 근무를 유지하도록 최선의 노력을 다한다.,"commitment, retention, employment, obligation, continuity, responsibility",event
매도인은 본 계약 체결일 및 거래종결일 현재 다음 사항이 진실하고 정확함을 진술하고 보증한다.,"진술, 보증, 계약, 약속, 거래, 법률, 확인",event
불가항력적 사유로 인한 불이행에 대해 책임이 면제된다.,"exemption, liability, force majeure, nonperformance, legal defense",event
매수인은 거래종결일로부터 30영업일 이내에 대상회사에 대한 확인실사를 수행할 수 있다.,"due diligence, verification, inspection, transaction process, evaluation",event
거래종결 후 60일 내에 거래종결일 기준 운전자본을 확정한다.,"settlement, calculation, confirmation, adjustment, accounting",event
